id,name,now_cost,position,team,ict_index_rank,transfers_in,news_added,threat_rank_type,cost_change_start_fall,red_cards,transfers_in_event,web_name,expected_goal_involvements_per_90,form_rank,minutes,goals_scored,value_season,chance_of_playing_next_round,threat_rank,expected_goals_per_90,goals_conceded_per_90,points_per_game,direct_freekicks_order,selected_rank_type,expected_assists,form,selected_rank,influence_rank_type,dreamteam_count,selected_by_percent,cost_change_start,clean_sheets_per_90,influence_rank,saves,ict_index,transfers_out,bps,expected_goals_conceded_per_90,ep_next,news,assists,expected_goals,expected_goal_involvements,status,form_rank_type,now_cost_rank_type,clean_sheets,expected_goals_conceded,creativity,starts_per_90,points_per_game_rank,starts,cost_change_event_fall,now_cost_rank,influence,points_per_game_rank_type,value_form,goals_conceded,ict_index_rank_type,saves_per_90,cost_change_event,threat,expected_assists_per_90,own_goals,event_points,chance_of_playing_this_round,corners_and_indirect_freekicks_order,transfers_out_event,yellow_cards,creativity_rank,creativity_rank_type,total_points,in_dreamteam,bonus,ep_this,penalties_order
233,Amadou Onana,50,MID,Aston Villa,72,273518,,26,0,0,121657,Onana,0.37,38,165,1,2.2,,45,0.36,1.09,5.5,,30,0.02,5.5,93,23,0,3.9,0,0.0,46,0,9.5,81273,40,1.61,6.0,,0,0.66,0.68,a,19,164,0,2.95,6.3,1.09,42,2,0,252,48.8,21,1.1,2,49,0.0,0,39.0,0.01,0,1,,,58743,1,186,115,11,False,3,4.5,
569,Jaden Philogene,54,MID,Aston Villa,306,571,,118,1,0,320,Jaden,0.45,606,16,0,0.0,,209,0.39,0.0,0.0,,181,0.01,0.0,481,273,0,0.1,-1,0.0,607,0,0.5,2807,1,5.96,0.5,,0,0.07,0.08,a,275,113,0,1.06,1.5,0.0,606,0,1,177,0.0,275,0.0,0,153,0.0,-1,4.0,0.06,0,0,,,1332,1,260,150,0,False,0,-1.0,
598,Lamare Bogarde,40,DEF,Aston Villa,399,4632,,113,0,0,3108,Bogarde,0.0,396,0,0,0.0,,322,0.0,0.0,0.0,,146,0.00,0.0,392,140,0,0.2,0,0.0,391,0,0.0,2487,0,0.0,0.5,,0,0.00,0.00,a,136,199,0,0.00,0.0,0.0,396,0,0,628,0.0,136,0.0,0,140,0.0,0,0.0,0.0,0,0,,,1571,0,379,139,0,False,0,-1.0,
59,Max Aarons,45,DEF,Bournemouth,466,2979,,172,0,0,1654,Aarons,0.0,465,0,0,0.0,,413,0.0,0.0,0.0,,121,0.00,0.0,333,189,0,0.2,0,0.0,458,0,0.0,6846,0,0.0,0.0,,0,0.00,0.00,a,186,101,0,0.00,0.0,0.0,465,0,0,421,0.0,186,0.0,0,189,0.0,0,0.0,0.0,0,0,,,3151,0,456,188,0,False,0,-0.5,
60,Tyler Adams,50,MID,Bournemouth,567,113,2024-07-21T20:00:04.554690Z,235,0,0,54,Adams,0.0,565,0,0,0.0,0.0,540,0.0,0.0,0.0,,270,0.00,0.0,611,244,0,0.0,0,0.0,560,0,0.0,352,0,0.0,0.0,Back injury - Unknown return date,0,0.00,0.00,i,249,134,0,0.00,0.0,0.0,565,0,0,209,0.0,249,0.0,0,250,0.0,0,0.0,0.0,0,0,0.0,,131,0,562,250,0,False,0,0.0,
61,Jaidon Anthony,45,MID,Bournemouth,477,8381,2024-08-30T09:46:29.420148Z,161,0,0,4689,Anthony,0.0,476,0,0,0.0,0.0,428,0.0,0.0,0.0,,87,0.00,0.0,265,177,0,0.4,0,0.0,469,0,0.0,13235,0,0.0,0.0,Season long loan to Burnley,0,0.00,0.00,u,185,236,0,0.00,0.0,0.0,476,0,0,439,0.0,185,0.0,0,184,0.0,0,0.0,0.0,0,0,,,8236,0,467,185,0,False,0,-0.5,
62,David Brooks,49,MID,Bournemouth,540,68,2024-08-12T14:30:04.440536Z,213,1,0,42,Brooks,0.0,541,0,0,0.0,0.0,503,0.0,0.0,0.0,,269,0.00,0.0,610,227,0,0.0,-1,0.0,533,0,0.0,524,0,0.0,0.0,Shoulder injury - Expected back 14 Sep,0,0.00,0.00,i,235,194,0,0.00,0.0,0.0,541,0,1,297,0.0,235,0.0,0,233,0.0,-1,0.0,0.0,0,0,0.0,,186,0,532,234,0,False,0,0.0,
63,Ryan Christie,49,MID,Bournemouth,150,2061,,112,1,0,1731,Christie,0.04,184,90,0,0.6,,202,0.0,0.0,1.5,,121,0.04,1.5,354,98,0,0.2,-1,1.0,219,0,5.0,5643,12,0.53,1.5,,0,0.00,0.04,a,85,198,1,0.53,33.4,1.0,190,1,1,302,12.0,88,0.3,0,82,0.0,-1,4.0,0.04,0,2,,4.0,2890,1,59,50,3,False,0,1.0,
64,Lewis Cook,50,MID,Bournemouth,108,973,,232,0,0,577,Cook,0.27,187,173,0,0.6,,536,0.0,1.04,1.5,,180,0.51,1.5,477,54,0,0.1,0,0.0,136,0,6.6,1939,26,1.38,1.5,,0,0.00,0.51,a,88,126,0,2.65,38.1,1.04,193,2,0,199,28.0,91,0.3,2,68,0.0,0,0.0,0.27,0,2,,1.0,1021,1,48,40,3,False,0,1.0,
65,Enes Ünal,54,FWD,Bournemouth,603,283,2024-08-12T14:30:04.450058Z,58,1,0,197,Enes Ünal,0.0,599,0,0,0.0,0.0,589,0.0,0.0,0.0,,68,0.00,0.0,578,59,0,0.0,-1,0.0,599,0,0.0,1762,0,0.0,0.0,Toe Injury - Expected back 14 Sep,0,0.00,0.00,i,59,41,0,0.00,0.0,0.0,599,0,1,161,0.0,59,0.0,0,60,0.0,-1,0.0,0.0,0,0,0.0,,593,0,600,60,0,False,0,0.0,
66,Romain Faivre,50,MID,Bournemouth,578,23,2024-08-20T12:15:06.505689Z,245,0,0,0,Faivre,0.0,576,0,0,0.0,0.0,556,0.0,0.0,0.0,,263,0.00,0.0,599,251,0,0.0,0,0.0,571,0,0.0,963,0,0.0,0.0,Loaned to Brest,0,0.00,0.00,u,256,160,0,0.00,0.0,0.0,576,0,0,247,0.0,256,0.0,0,257,0.0,0,0.0,0.0,0,0,0.0,,360,0,574,257,0,False,0,0.0,
67,Hamed Traorè,45,MID,Bournemouth,475,3525,2024-08-29T11:07:43.785266Z,159,0,0,1845,H.Traorè,0.0,474,0,0,0.0,0.0,424,0.0,0.0,0.0,,126,0.00,0.0,365,175,0,0.2,0,0.0,467,0,0.0,6206,0,0.0,0.0,Season long loan to A.J.Auxerre,0,0.00,0.00,u,183,234,0,0.00,0.0,0.0,474,0,0,433,0.0,183,0.0,0,182,0.0,0,0.0,0.0,0,0,,,3934,0,465,183,0,False,0,-0.5,
68,James Hill,40,DEF,Bournemouth,385,5378,,102,0,0,3361,Hill,0.0,381,0,0,0.0,,307,0.0,0.0,0.0,,108,0.00,0.0,285,130,0,0.4,0,0.0,377,0,0.0,6633,0,0.0,0.0,,0,0.00,0.00,a,125,187,0,0.00,0.0,0.0,381,0,0,612,0.0,125,0.0,0,130,0.0,0,0.0,0.0,0,0,,,3662,0,365,129,0,False,0,-0.5,
69,Daniel Jebbison,45,FWD,Bournemouth,272,363574,,31,0,0,287508,Jebbison,0.0,227,26,0,0.4,,228,0.0,0.0,1.0,,15,0.00,1.0,81,23,0,4.8,0,0.0,284,0,1.6,101295,7,1.18,1.0,,0,0.00,0.00,a,23,68,0,0.34,10.6,0.0,244,0,0,497,3.2,24,0.2,0,29,0.0,0,2.0,0.0,0,1,,,77636,0,172,18,2,False,0,0.5,
70,Milos Kerkez,45,DEF,Bournemouth,157,6338,,58,0,0,4964,Kerkez,0.01,182,180,0,0.7,,197,0.0,1.0,1.5,,98,0.02,1.5,262,53,0,0.5,0,0.0,141,0,4.7,7542,9,1.46,1.5,,0,0.00,0.02,a,63,127,0,2.91,15.6,1.0,188,2,0,505,26.8,64,0.3,2,47,0.0,0,4.0,0.01,0,2,,,3694,1,126,27,3,False,0,1.0,
71,Justin Kluivert,54,MID,Bournemouth,138,3418,,65,1,0,2368,Kluivert,0.18,201,97,0,0.6,,109,0.04,0.0,1.5,4.0,97,0.15,1.5,298,135,0,0.3,-1,0.93,278,0,5.4,13647,2,0.81,1.5,,0,0.04,0.19,a,101,105,1,0.87,32.6,0.93,207,1,0,168,3.6,104,0.3,0,80,0.0,0,17.0,0.14,0,3,,,5221,1,61,51,3,False,0,1.0,1.0
72,Chris Mepham,45,DEF,Bournemouth,460,201,,168,0,0,124,Mepham,0.0,459,0,0,0.0,,406,0.0,0.0,0.0,,173,0.00,0.0,478,185,0,0.1,0,0.0,452,0,0.0,1783,0,0.0,0.0,,0,0.00,0.00,a,182,91,0,0.00,0.0,0.0,459,0,0,408,0.0,182,0.0,0,185,0.0,0,0.0,0.0,0,0,,,789,0,450,184,0,False,0,-0.5,
73,Norberto Murara Neto,45,GKP,Bournemouth,85,44277,,39,0,0,29152,Neto,0.0,81,180,0,1.6,,370,0.0,1.0,3.5,,18,0.00,3.5,127,3,0,2.5,0,0.0,12,11,7.8,36688,30,1.46,3.5,,0,0.00,0.00,a,8,14,0,2.91,0.0,1.0,84,2,0,350,77.8,8,0.8,2,3,5.5,0,0.0,0.0,0,3,,,25800,0,421,41,7,False,0,3.0,
74,Dango Ouattara,50,MID,Bournemouth,209,526,,62,0,0,226,O.Dango,0.51,197,86,0,0.6,,102,0.5,2.09,1.5,,246,0.01,1.5,566,94,0,0.0,0,0.0,213,0,3.5,750,14,2.15,1.5,,0,0.48,0.49,a,98,182,0,2.05,3.3,1.05,203,1,0,279,13.6,101,0.3,2,104,0.0,0,18.0,0.01,0,1,,,427,0,218,131,3,False,0,1.0,
75,Alex Paulsen,40,GKP,Bournemouth,392,0,2024-08-10T12:14:13.050842Z,28,0,0,0,Paulsen,0.0,388,0,0,0.0,0.0,314,0.0,0.0,0.0,,65,0.00,0.0,535,49,0,0.0,0,0.0,384,0,0.0,904,0,0.0,0.0,Loaned to Auckland FC,0,0.00,0.00,u,48,66,0,0.00,0.0,0.0,388,0,0,619,0.0,48,0.0,0,49,0.0,0,0.0,0.0,0,0,0.0,,315,0,372,30,0,False,0,0.0,
76,Philip Billing,49,MID,Bournemouth,312,514,2024-08-29T09:30:04.570455Z,130,1,0,239,Philip,0.0,293,6,0,0.2,75.0,232,0.0,0.0,1.0,1.0,192,0.00,0.5,494,149,0,0.1,-1,0.0,300,0,0.4,2319,1,3.9,0.4,Back injury - 75% chance of playing,0,0.00,0.00,d,145,202,0,0.26,0.0,0.0,252,0,1,306,2.0,125,0.1,0,156,0.0,-1,2.0,0.0,0,0,,,1351,0,537,238,1,False,0,0.0,
77,Alex Scott,50,MID,Bournemouth,189,708,,144,0,0,326,Scott,0.04,196,88,0,0.6,,254,0.02,2.05,1.5,3.0,204,0.02,1.5,512,59,0,0.1,0,0.0,144,0,4.1,1386,14,2.43,1.5,,0,0.02,0.04,a,97,176,0,2.38,13.1,1.02,202,1,0,273,26.2,100,0.3,2,94,0.0,0,1.0,0.02,0,1,,3.0,838,0,151,101,3,False,0,1.0,
78,Antoine Semenyo,55,MID,Bournemouth,13,205760,,4,0,0,159245,Semenyo,1.0,21,180,1,2.4,,6,0.36,1.0,6.5,,36,1.27,6.5,109,11,0,2.9,0,0.0,22,0,19.7,53211,45,1.46,6.5,,1,0.71,1.98,a,12,79,0,2.91,40.6,1.0,22,2,0,128,65.0,13,1.2,2,11,0.0,0,91.0,0.64,0,5,,,40976,0,46,38,13,False,1,6.0,
79,Marcos Senesi,49,DEF,Bournemouth,202,6830,,72,1,0,5357,Senesi,0.03,297,90,0,0.2,,233,0.0,1.0,1.0,,75,0.03,0.5,204,47,0,0.8,-1,0.0,125,0,3.7,26952,11,1.61,0.5,,0,0.00,0.03,a,99,38,0,1.61,5.3,1.0,257,1,1,315,29.4,86,0.1,1,68,0.0,-1,2.0,0.03,0,1,,,9552,1,193,57,1,False,0,0.0,
80,Luis Sinisterra,50,MID,Bournemouth,93,2212,,21,0,0,893,Sinisterra,0.29,189,81,0,0.6,,40,0.21,2.22,1.5,,131,0.07,1.5,381,81,0,0.2,0,0.0,194,0,7.2,5269,14,2.28,1.5,,0,0.19,0.26,a,90,147,0,2.05,12.6,1.11,195,1,0,228,17.0,93,0.3,2,64,0.0,0,42.0,0.08,0,1,,,3375,0,156,103,3,False,0,1.0,
81,Adam Smith,45,DEF,Bournemouth,276,1847,,148,0,0,1039,Smith,0.01,167,66,0,0.7,,365,0.0,1.36,1.5,,134,0.01,1.5,366,90,0,0.2,0,0.0,231,0,1.4,3179,11,1.47,1.5,,0,0.00,0.01,a,50,50,0,1.08,4.5,1.36,173,1,0,345,9.8,51,0.3,1,93,0.0,0,0.0,0.01,0,1,,,1766,0,202,60,3,False,0,1.0,
83,Marcus Tavernier,55,MID,Bournemouth,10,13460,,12,0,0,12787,Tavernier,0.73,39,174,1,2.0,,15,0.65,1.03,5.5,2.0,104,0.16,5.5,313,15,0,0.3,0,0.0,28,0,20.9,5484,46,1.48,5.5,,0,1.26,1.42,a,20,71,0,2.86,90.2,1.03,43,2,0,117,56.6,22,1.0,2,8,0.0,0,62.0,0.08,0,9,,2.0,3480,0,5,5,11,False,2,5.0,
84,Mark Travers,45,GKP,Bournemouth,461,535,,52,0,0,346,Travers,0.0,460,0,0,0.0,,408,0.0,0.0,0.0,,57,0.00,0.0,396,62,0,0.2,0,0.0,453,0,0.0,3048,0,0.0,0.0,,0,0.00,0.00,a,62,27,0,0.00,0.0,0.0,460,0,0,412,0.0,62,0.0,0,62,0.0,0,0.0,0.0,0,0,,,1342,0,451,53,0,False,0,-0.5,
85,Illia Zabarnyi,45,DEF,Bournemouth,211,6330,,184,0,0,5351,Zabarnyi,0.02,137,180,0,0.9,,447,0.0,1.0,2.0,,101,0.03,2.0,268,41,0,0.4,0,0.0,112,0,3.4,6153,22,1.46,2.0,,0,0.00,0.03,a,45,120,0,2.91,1.7,1.0,139,2,0,462,32.2,45,0.4,2,71,0.0,0,0.0,0.02,0,2,,,3364,0,254,78,4,False,0,1.5,
152,Kepa Arrizabalaga,45,GKP,Bournemouth,442,9517,,44,0,0,8060,Arrizabalaga,0.0,440,0,0,0.0,,380,0.0,0.0,0.0,,40,0.00,0.0,286,58,0,0.4,0,0.0,434,0,0.0,9803,0,0.0,0.0,,0,0.00,0.00,a,58,19,0,0.00,0.0,0.0,440,0,0,365,0.0,58,0.0,0,58,0.0,0,0.0,0.0,0,0,,,5539,0,429,46,0,False,0,-0.5,
580,Dean Huijsen,45,DEF,Bournemouth,241,1620,,189,0,0,533,Huijsen,0.01,229,90,0,0.4,,488,0.0,1.0,2.0,,159,0.01,1.0,428,58,0,0.1,0,0.0,154,0,2.5,2275,9,1.3,1.0,,0,0.00,0.01,a,73,128,0,1.30,0.4,1.0,142,1,0,511,24.8,46,0.2,1,82,0.0,0,0.0,0.01,0,0,,,1428,0,298,97,2,False,0,0.5,
592,Julián Araujo Zúñiga,45,DEF,Bournemouth,277,3887,,178,0,0,2605,J.Araujo,0.01,180,112,0,0.7,,425,0.0,0.8,1.5,,123,0.01,1.5,337,86,0,0.2,0,0.0,221,0,1.4,4152,8,1.48,1.5,,0,0.00,0.01,a,61,110,0,1.84,2.2,0.8,186,1,0,436,11.6,62,0.3,1,94,0.0,0,0.0,0.01,0,2,,,2132,0,242,75,3,False,0,1.0,
599,Will Dennis,40,GKP,Bournemouth,379,12098,,22,0,0,8349,Dennis,0.0,375,0,0,0.0,,301,0.0,0.0,0.0,,41,0.00,0.0,287,43,0,0.4,0,0.0,371,0,0.0,3837,0,0.0,0.0,,0,0.00,0.00,a,42,60,0,0.00,0.0,0.0,375,0,0,605,0.0,42,0.0,0,43,0.0,0,0.0,0.0,0,0,,,2783,0,359,24,0,False,0,-0.5,
617,Francisco Evanilson de Lima Barbosa,60,FWD,Bournemouth,153,33708,,15,0,0,24770,Evanilson,0.95,159,71,0,0.3,,52,0.95,0.0,2.0,,50,0.00,2.0,300,17,0,0.3,0,1.27,224,0,4.9,7570,7,0.75,2.0,,0,0.75,0.75,a,17,23,1,0.59,2.8,1.27,164,1,0,83,11.2,17,0.3,0,18,0.0,0,35.0,0.0,0,2,,,6633,0,232,25,2,False,0,1.5,
86,Kristoffer Ajer,45,DEF,Brentford,101,13330,,6,0,0,10451,Ajer,0.14,170,180,0,0.7,,50,0.14,1.5,1.5,,95,0.01,1.5,257,74,0,0.5,0,0.0,182,0,6.7,7659,2,1.91,2.0,,0,0.28,0.29,a,52,73,0,3.82,12.9,1.0,176,2,0,385,19.6,53,0.3,3,16,0.0,0,35.0,0.0,0,1,,,4339,0,153,36,3,False,0,1.0,
87,Ethan Brierley,45,MID,Brentford,503,2028,,179,0,0,1326,Brierley,0.0,502,0,0,0.0,,460,0.0,0.0,0.0,,176,0.00,0.0,471,195,0,0.1,0,0.0,495,0,0.0,2103,0,0.0,0.5,,0,0.00,0.00,a,203,255,0,0.00,0.0,0.0,502,0,0,477,0.0,203,0.0,0,202,0.0,0,0.0,0.0,0,0,,,1224,0,495,203,0,False,0,-0.5,
88,Nathan Collins,45,DEF,Brentford,30,47360,,2,0,0,34458,Collins,0.18,87,180,0,1.6,,24,0.18,1.5,3.5,,72,0.00,3.5,198,1,0,0.9,0,0.0,9,0,14.0,14546,33,1.91,4.0,,1,0.37,0.37,a,31,109,0,3.82,1.1,1.0,90,2,0,435,82.0,33,0.8,3,4,0.0,0,57.0,0.0,0,1,,,10541,0,272,90,7,False,1,3.0,
89,Mikkel Damsgaard,50,MID,Brentford,300,828,,244,0,0,467,Damsgaard,0.0,246,40,0,0.4,,555,0.0,2.25,1.0,,184,0.00,1.0,485,133,0,0.1,0,0.0,276,0,0.6,2026,8,3.02,1.5,,0,0.00,0.00,a,126,159,0,1.34,1.9,0.0,279,0,0,246,3.8,144,0.2,1,149,0.0,0,0.0,0.0,0,1,,4.0,992,0,251,146,2,False,0,0.5,
90,Josh Dasilva,49,MID,Brentford,548,57,2024-08-12T14:30:04.460316Z,217,1,0,35,Dasilva,0.0,548,0,0,0.0,0.0,510,0.0,0.0,0.0,,273,0.00,0.0,614,232,0,0.0,-1,0.0,541,0,0.0,531,0,0.0,0.0,Knee injury - Unknown return date,0,0.00,0.00,i,239,203,0,0.00,0.0,0.0,548,0,1,309,0.0,239,0.0,0,238,0.0,-1,0.0,0.0,0,0,0.0,,156,0,540,239,0,False,0,0.0,
91,Mark Flekken,45,GKP,Brentford,67,146691,,47,0,0,117882,Flekken,0.0,84,180,0,1.6,,384,0.0,1.5,3.5,,7,0.00,3.5,41,1,0,11.0,0,0.0,5,12,10.1,122922,38,1.91,4.0,,0,0.00,0.00,a,10,22,0,3.82,0.0,1.0,87,2,0,373,101.2,10,0.8,3,1,6.0,0,0.0,0.0,0,3,,,72189,0,433,49,7,False,0,3.0,
92,Rico Henry,44,DEF,Brentford,421,191,2024-08-12T14:30:04.471299Z,135,1,0,133,Henry,0.0,418,0,0,0.0,25.0,346,0.0,0.0,0.0,,179,0.00,0.0,502,160,0,0.1,-1,0.0,413,0,0.0,2830,0,0.0,0.1,Knee injury - 25% chance of playing,0,0.00,0.00,d,156,142,0,0.00,0.0,0.0,418,0,1,538,0.0,156,0.0,0,160,0.0,-1,0.0,0.0,0,0,25.0,,1017,0,401,159,0,False,0,-0.1,
93,Aaron Hickey,45,DEF,Brentford,490,84,2024-08-12T14:30:04.480785Z,182,0,0,51,Hickey,0.0,489,0,0,0.0,0.0,444,0.0,0.0,0.0,,193,0.00,0.0,576,193,0,0.0,0,0.0,482,0,0.0,1314,0,0.0,0.0,Hamstring injury - Unknown return date,0,0.00,0.00,i,190,118,0,0.00,0.0,0.0,489,0,0,459,0.0,190,0.0,0,193,0.0,0,0.0,0.0,0,0,0.0,,479,0,482,193,0,False,0,0.0,
94,Vitaly Janelt,50,MID,Brentford,196,1205,,93,0,0,868,Janelt,0.06,145,145,0,0.8,,157,0.04,1.86,2.0,,140,0.04,2.0,395,85,0,0.2,0,0.0,202,0,3.9,3876,20,1.87,2.5,,0,0.07,0.11,a,72,137,0,3.02,16.4,1.24,150,2,0,214,15.4,75,0.4,3,97,0.0,0,7.0,0.02,0,2,,,2040,0,115,82,4,False,0,1.5,
95,Mathias Jensen,55,MID,Brentford,102,1898,,147,0,0,1274,Jensen,0.11,205,148,0,0.5,,257,0.01,1.22,1.5,3.0,137,0.16,1.5,390,88,0,0.2,0,0.0,206,0,6.7,4176,15,1.58,2.0,,0,0.02,0.18,a,104,73,0,2.60,50.7,1.22,211,2,0,119,15.0,107,0.3,2,67,0.0,0,1.0,0.1,0,1,,2.0,2183,1,30,26,3,False,0,1.0,
96,Kim Ji-soo,40,DEF,Brentford,405,2234,,119,0,0,1291,Ji-soo,0.0,402,0,0,0.0,,328,0.0,0.0,0.0,,119,0.00,0.0,329,146,0,0.2,0,0.0,397,0,0.0,4307,0,0.0,0.5,,0,0.00,0.00,a,142,205,0,0.00,0.0,0.0,402,0,0,634,0.0,142,0.0,0,146,0.0,0,0.0,0.0,0,0,,,2113,0,385,145,0,False,0,-0.5,
97,Yunus Emre Konak,45,MID,Brentford,536,1247,,209,0,0,794,Konak,0.0,535,0,0,0.0,,497,0.0,0.0,0.0,,191,0.00,0.0,493,224,0,0.1,0,0.0,529,0,0.0,1521,0,0.0,0.5,,0,0.00,0.00,a,231,290,0,0.00,0.0,0.0,535,0,0,523,0.0,231,0.0,0,230,0.0,0,0.0,0.0,0,0,,,838,0,528,231,0,False,0,-0.5,
98,Keane Lewis-Potter,50,MID,Brentford,223,1258,,86,0,0,1136,Lewis-Potter,0.09,192,81,0,0.6,,143,0.07,1.11,1.5,,201,0.02,1.5,507,106,0,0.1,0,0.0,235,0,3.1,1258,14,2.96,2.0,,0,0.06,0.08,a,93,157,0,2.66,12.1,1.11,198,1,0,243,9.8,96,0.3,1,110,0.0,0,9.0,0.02,0,2,,,701,0,160,105,3,False,0,1.0,
99,Bryan Mbeumo,70,MID,Brentford,32,222361,,52,0,0,160479,Mbeumo,0.35,51,179,1,1.4,,83,0.06,1.51,5.0,2.0,23,0.57,5.0,69,25,0,5.6,0,0.0,49,0,13.8,113511,41,1.92,5.5,,0,0.12,0.69,a,26,16,0,3.82,67.9,1.01,55,2,0,29,46.2,28,0.7,3,21,0.0,0,24.0,0.29,0,1,,1.0,75554,1,17,15,10,False,2,4.5,2.0
100,Ben Mee,45,DEF,Brentford,435,4843,,147,0,0,3119,Mee,0.0,277,1,0,0.2,,364,0.0,0.0,1.0,,76,0.00,0.5,208,170,0,0.8,0,0.0,427,0,0.0,18429,3,0.0,1.0,,0,0.00,0.00,a,89,49,0,0.00,0.1,0.0,228,0,0,344,0.0,73,0.1,0,170,0.0,0,0.0,0.0,0,0,,,9040,0,311,103,1,False,0,0.0,
101,Christian Nørgaard,50,MID,Brentford,169,1871,,114,0,0,1111,Nørgaard,0.07,186,180,0,0.6,,205,0.05,1.5,1.5,,154,0.03,1.5,425,64,0,0.1,0,0.0,153,0,4.5,3022,22,1.91,2.0,,0,0.10,0.13,a,87,121,0,3.82,16.4,1.0,192,2,0,193,25.0,90,0.3,3,86,0.0,0,4.0,0.02,0,1,,,1620,1,114,81,3,False,0,1.0,
102,Frank Onyeka,49,MID,Brentford,553,610,,221,1,0,420,Onyeka,0.08,235,23,0,0.4,,517,0.0,0.0,1.0,,222,0.02,1.0,536,235,0,0.0,-1,0.0,546,0,0.0,1254,3,2.7,1.5,,0,0.00,0.02,a,120,210,0,0.69,0.5,0.0,258,0,1,320,0.0,129,0.2,0,241,0.0,-1,0.0,0.08,0,1,,,571,0,297,167,2,False,0,0.5,
103,Myles Peart-Harris,45,MID,Brentford,479,892,,163,0,0,537,Peart-Harris,0.0,478,0,0,0.0,,430,0.0,0.0,0.0,,209,0.00,0.0,519,179,0,0.1,0,0.0,471,0,0.0,1227,0,0.0,0.5,,0,0.00,0.00,a,187,238,0,0.00,0.0,0.0,478,0,0,443,0.0,187,0.0,0,186,0.0,0,0.0,0.0,0,0,,,655,0,469,187,0,False,0,-0.5,
104,Ethan Pinnock,45,DEF,Brentford,140,6600,,20,0,0,5440,Pinnock,0.0,284,180,0,0.2,,107,0.0,1.5,0.5,,105,0.00,0.5,275,34,0,0.4,0,0.0,102,0,5.2,8706,10,1.91,1.0,,0,0.01,0.01,a,94,95,0,3.82,0.3,1.0,325,2,0,415,34.2,100,0.1,3,37,0.0,0,17.0,0.0,1,1,,,3622,0,303,99,1,False,0,0.0,
105,Mads Roerslev Rasmussen,45,DEF,Brentford,263,3114,,64,0,0,2845,Roerslev,0.0,176,180,0,0.7,,215,0.0,1.5,1.5,,161,0.00,1.5,431,85,0,0.1,0,0.0,216,0,1.9,2060,3,1.91,2.0,,0,0.01,0.01,a,57,92,0,3.82,2.6,1.0,182,2,0,410,13.0,58,0.3,3,88,0.0,0,3.0,0.0,0,1,,,1172,0,233,72,3,False,0,1.0,
106,Kevin Schade,55,MID,Brentford,269,799,,92,0,0,425,Schade,0.14,209,90,0,0.5,,152,0.13,1.0,1.5,,183,0.01,1.5,483,122,0,0.1,0,0.0,257,0,1.7,1958,1,0.63,2.0,,0,0.13,0.14,a,108,85,0,0.63,1.4,1.0,215,1,0,141,6.8,111,0.3,1,131,0.0,0,8.0,0.01,0,1,,,977,0,261,151,3,False,0,1.0,
107,Igor Thiago Nascimento Rodrigues,59,FWD,Brentford,623,157,2024-08-05T15:00:04.331164Z,66,1,0,80,Thiago,0.0,619,0,0,0.0,0.0,618,0.0,0.0,0.0,,67,0.00,0.0,577,67,0,0.0,-1,0.0,622,0,0.0,1406,0,0.0,0.0,Knee injury - Expected back 29 Dec,0,0.00,0.00,i,66,28,0,0.00,0.0,0.0,619,0,1,99,0.0,66,0.0,0,67,0.0,-1,0.0,0.0,0,0,0.0,,451,0,623,67,0,False,0,0.0,
108,Ivan Toney,73,FWD,Brentford,637,42764,,72,2,0,22767,Toney,0.0,634,0,0,0.0,,636,0.0,0.0,0.0,1.0,16,0.00,0.0,85,72,0,4.4,-2,0.0,637,0,0.0,485935,0,0.0,0.5,,0,0.00,0.00,a,72,8,0,0.00,0.0,0.0,634,0,1,21,0.0,72,0.0,0,72,0.0,-1,0.0,0.0,0,0,,,183137,0,637,72,0,False,0,-0.5,1.0
109,Hákon Valdimarsson,40,GKP,Brentford,395,43258,,29,0,0,31840,Valdimarsson,0.0,392,0,0,0.0,,318,0.0,0.0,0.0,,13,0.00,0.0,88,50,0,4.2,0,0.0,387,0,0.0,26424,0,0.0,0.5,,0,0.00,0.00,a,49,67,0,0.00,0.0,0.0,392,0,0,624,0.0,49,0.0,0,50,0.0,0,0.0,0.0,0,0,,,18971,0,375,31,0,False,0,-0.5,
110,Yoane Wissa,61,FWD,Brentford,49,435050,,14,-1,0,299534,Wissa,0.59,24,155,1,2.1,,32,0.58,1.74,6.5,,11,0.02,6.5,60,4,1,6.8,1,0.0,31,0,11.6,117031,54,1.82,7.0,,1,1.00,1.02,a,4,21,0,3.13,15.0,1.16,25,2,-1,74,55.2,4,1.1,3,9,0.0,1,46.0,0.01,0,2,,,86370,1,137,14,13,False,3,6.0,4.0
111,Yehor Yarmoliuk,45,MID,Brentford,512,31275,,188,0,0,18656,Yarmoliuk,0.0,511,0,0,0.0,,469,0.0,0.0,0.0,,40,0.00,0.0,120,204,0,2.6,0,0.0,504,0,0.0,59647,0,0.0,0.5,,0,0.00,0.00,a,212,266,0,0.00,0.0,0.0,511,0,0,488,0.0,212,0.0,0,211,0.0,0,0.0,0.0,0,0,,,34570,0,504,212,0,False,0,-0.5,
