Car Name,Year,Region,FuelType,Mileage,Price
VAZ (Lada) 2110,2006,Gavar,Gasoline,245000,3500
Lexus RX,2001,Davtashen,Gasoline,180000,10000
Honda CR-V,2018,Malatia-Sebastia,Gasoline,50000,25000
GAZ (ГАЗ) 21 Volga,1959,Lanjik,Gasoline,180000,2000
Hyundai Galloper,1999,Abovian,Gasoline,277000,6000
Nissan X-Trail,2005,Vanadzor,Gasoline,90000,9000
Hyundai Elantra,2019,Hrazdan,Gasoline,41000,13000
Nissan Tiida hatchback,2005,Hrazdan,Gasoline,178000,5200
Honda Elysion,2005,Sevan,Gasoline,300000,11500
Jeep Renegade,2019,Avan,Gasoline,63000,18500
VAZ (Lada) 2107,2008,Sevan,Gasoline,145000,3000
Opel Vectra,1997,Ararat,Gasoline,270000,4500
Opel Astra,1999,Ararat,Gasoline,239000,4700
Kia Sportage,2018,Kentron,Gasoline,62700,18700
Chevrolet Cruze,2017,Shengavit,Gasoline,59500,12500
VAZ (Lada) Priora hatchback,2015,Metsamor,Gasoline,105000,6300
Nissan Tiida hatchback,2008,Arabkir,Gasoline,120000,6800
VAZ (Lada) Priora,2014,Metsamor,Gasoline,132000,7300
Ford Fusion (North America),2016,Arabkir,Hybrid,203000,16500
BMW 3 Series,2006,Nor Nork,Gasoline,311000,8000
Opel Vectra,2000,Nor Nork,Gasoline,263000,3700
Moskvich (Москвич) 407,1961,Nor Nork,Gasoline,100000,2000
Toyota RAV4,2011,Nork-Marash,Gasoline,111000,13500
Nissan Juke,2012,Arabkir,Gasoline,154000,10500
Mercedes-Benz C-Class,2007,Sardarapat,Gasoline,190000,9000
Hyundai Elantra,2016,Kentron,Gasoline,90000,12000
Hyundai Ioniq hatchback,2020,Arabkir,Electric,52000,23500
Land Rover Freelander,2008,Ashtarak,Gasoline,137295,11500
Ford Escape,2005,Gyumri,Gasoline,220000,6500
Mercedes-Benz ML,2006,Hrazdan,Gasoline,230000,11500
Mercedes-Benz 240,2002,Yelpin,Gasoline,230000,6700
Chevrolet Cruze,2016,Avan,Gasoline,90000,11500
Chevrolet Cruze,2017,Avan,Gasoline,35000,15000
Mercedes-Benz 320,2003,Gyumri,Gasoline,202000,9200
BMW X5,2004,Kotayk,Gasoline,350000,10000
Mercedes-Benz E-Class,1998,Gyumri,Gasoline,230000,4800
Toyota Camry,2018,Gyumri,Gasoline,5500,24500
Kia Optima,2019,Shengavit,Gasoline,86000,17300
Mercedes-Benz C-Class,1996,Echmiadzin,Gasoline,400000,3200
Toyota Camry,2013,Malatia-Sebastia,Gasoline,142000,13700
Nissan Rogue,2016,Ajapnyak,Gasoline,156000,15500
Mercedes-Benz E-Class,2000,Gavar,Gasoline,183000,7500
Kia Sportage,2011,Nor Nork,Gasoline,150000,12800
Ford Fusion (North America),2018,USA,Gasoline,71000,11800
Mercedes-Benz A-Class hatchback,2010,Nor Nork,Gasoline,194000,5700
Opel Astra hatchback,2005,Aygehovit,Gasoline,109000,5200
BMW 5 Series,2006,Nor Gyugh,Gasoline,200000,10300
Mercedes-Benz E-Class,2007,Erebuni,Gasoline,220000,12000
Nissan Altima,2017,Armavir,Gasoline,70000,13300
Honda Accord,2014,Armavir,Gasoline,155000,12000
Toyota Corolla,2022,Kentron,Gasoline,23000,19800
Infiniti QX60,2017,Kentron,Gasoline,205000,18000
Kia Cerato,2013,Davtashen,Gasoline,124000,12500
Mercedes-Benz M-Class,2000,Goris,Gasoline,35000,7700
Ford Fusion (North America),2020,Malatia-Sebastia,Gasoline,62000,15700
Volkswagen Polo,2014,Abovian,Gasoline,190000,9200
Kia Forte,2018,Shengavit,Gasoline,50000,11800
BMW 5 Series,2018,Kentron,Gasoline,35000,59000
Hyundai Tucson,2016,Nork-Marash,Gasoline,95000,16700
Iran Khodro Samand,2008,Kanaker-Zeytun,Gasoline,194000,2500
Nissan Tiida,2006,Erebuni,Gasoline,180000,4300
BMW 4 Series coupe,2018,Kentron,Gasoline,95000,22500
VAZ (Lada) 2112 hatchback,2006,Artashat,Gasoline,230000,2100
Kia Forte,2022,Vedi,Gasoline,11900,25500
VAZ (Lada) 2107,2010,Sisavan,Gasoline,20000,4500
BMW X5 M,2018,Kentron,Gasoline,80000,60000
BMW X5,2001,Kentron,Gasoline,120000,8300
Kia Sorento,2005,Nor Nork,Gasoline,200000,5500
Nissan Murano,2005,Davtashen,Gasoline,200000,7000
Nissan Teana,2003,Masis,Gasoline,190000,7000
Ford Fusion (North America),2014,Kentron,Gasoline,150000,9300
Renault Logan,2012,Davtashen,Gasoline,200000,4000
Mercedes-Benz E-Class AMG,2012,Charentsavan,Gasoline,160000,8000
GAZ (ГАЗ) 31029 Volga wagon,1996,Bjni,Gasoline,160000,1300
Kia EV5,2023,Ptghni,Electric,43,26500
Mercedes-Benz C-Class,1996,Erebuni,Gasoline,320000,3300
BYD Song Plus,2023,Verin Ptghni,Electric,34,31000
Zeekr X,2023,Verin Ptghni,Electric,36,35000
Honda e:NS1,2023,Verin Ptghni,Electric,25,24000
Nissan Sentra,2016,Davtashen,Gasoline,95953,9400
Mercedes-Benz Viano,2007,Masis,Diesel,222221,13500
Honda e:NS1,2023,Ptghni,Electric,55,22000
Hyundai Elantra,2011,Ajapnyak,Gasoline,250000,5700
Opel Astra hatchback,1999,Ijevan,Gasoline,250000,3200
Opel Astra hatchback,1998,Erebuni,Gasoline,280000,4500
Opel Astra,1998,Erebuni,Gasoline,120000,5000
Opel Astra hatchback,1998,Armavir,Gasoline,300000,3800
VAZ (Lada) 2121 (4x4),2020,Kentron,Gasoline,110000,8900
VAZ (Lada) Priora,2009,Kentron,Gasoline,195000,5600
Mazda CX-30,2021,Avan,Gasoline,9000,27300
Toyota Land Cruiser,2008,Kentron,Gasoline,253000,37900
VAZ (Lada) 2110,2004,Echmiadzin,Gasoline,250000,2850
Chevrolet Cruze,2018,Ashtarak,Gasoline,120000,10500
Opel Zafira,2001,Hrazdan,Gasoline,320000,5400
Mercedes-Benz GL-Class,2009,Nor Nork,Gasoline,220000,18000
Jeep Compass,2019,Davtashen,Gasoline,80000,18000
Chevrolet Volt,2013,Davtashen,Hybrid,184000,9500
Mazda CX-5,2021,Davtashen,Gasoline,7000,27500
Kia Sportage,2022,Davtashen,Gasoline,12000,34000
Mercedes-Benz W124,1990,Shenik,Gasoline,350000,2000
Lexus GX,2004,Ayntap,Gasoline,170000,18500
Infiniti FX35,2005,Shenik,Gasoline,168000,11500
Peugeot 307 hatchback,2004,Arabkir,Gasoline,290000,3800
Infiniti QX55,2022,Arabkir,Gasoline,12000,40000
Nissan Armada,2008,Arabkir,Gasoline,140000,17000
Hyundai Elantra,2018,Arabkir,Gasoline,110000,13300
Opel Astra hatchback,2003,Gyumri,Gasoline,267000,4500
VAZ (Lada) 2121 Niva,2012,Jrvezh,Gasoline,1400,7200
Opel Vectra,1994,Ashtarak,Gasoline,240000,1800
Kia Sorento Prime,2019,Hrazdan,Gasoline,62900,23000
Mazda 3,2012,Hrazdan,Gasoline,197000,10300
Toyota Corolla,2018,Kentron,Gasoline,130400,14200
Audi E-tron,2021,Kentron,Electric,15000,27000
Opel Astra,2000,Shengavit,Gasoline,327000,3000
Kia Forte,2014,Abovian,Gasoline,150000,12500
Lexus GX,2018,Kentron,Gasoline,50000,52000
Mazda 6,2021,Kentron,Gasoline,39000,17900
Mercedes-Benz C-Class,2007,Hrazdan,Gasoline,91000,10500
BMW 3 Series,2000,Avan,Gasoline,170000,5850
Volkswagen Touareg,2016,Nor Nork,Gasoline,155000,26000
Volkswagen Vento,1997,Yeghegnadzor,Gasoline,100000,3700
Mercedes-Benz CLS-Class AMG,2017,Malatia-Sebastia,Gasoline,77000,37000
Ford Focus,2017,Aparan,Gasoline,94000,9000
BMW X5,2005,Ajapnyak,Gasoline,250000,10500
Mercedes-Benz E-Class,2000,Ajapnyak,Gasoline,198000,6500
Toyota Prius hatchback,2017,Kentron,Hybrid,180000,14500
Toyota Camry,2009,Abovian,Gasoline,125000,11000
Mercedes-Benz E-Class,1996,Abovian,Gasoline,318000,6000
Kia Sportage,2020,Shengavit,Gasoline,55000,17900
Mercedes-Benz G-Class,2007,Ashtarak,Gasoline,207000,28000
Dodge Dart,2014,Nor Nork,Gasoline,162000,8400
Volkswagen Golf hatchback,2001,Arabkir,Gasoline,180888,3500
Infiniti FX35,2004,Ajapnyak,Gasoline,160000,8000
BMW 4 Series coupe,2016,Shengavit,Gasoline,73000,24000
BMW X5,2005,Geghanist,Gasoline,280000,7500
Hyundai Sonata,2017,Kentron,Gasoline,124000,14300
Infiniti Q50,2017,Kentron,Gasoline,70000,22000
Opel Meriva,2003,Sevan,Gasoline,269000,4800
Chrysler 300C,2009,Ararat,Gasoline,212,10500
Volkswagen Golf hatchback,1997,Stepanavan,Gasoline,334000,2173
Opel Astra hatchback,1998,Stepanavan,Gasoline,210000,4000
VAZ (Lada) 2107,2011,Jrapi,Gasoline,115000,4000
Mercedes-Benz E-Class,2017,Shengavit,Gasoline,160000,40000
BMW X5,2008,Avan,Gasoline,250000,13500
Kia Forte,2016,Nor Nork,Gasoline,83000,10650
Infiniti EX-Series,2008,Nor Nork,Gasoline,180000,8800
Toyota Camry,2021,Nork-Marash,Gasoline,33000,39500
Chevrolet Volt hatchback,2013,Nor Nork,Hybrid,200000,9500
Hyundai Elantra,2018,Aghavnatun,Gasoline,37000,13300
VAZ (Lada) 2107,2004,Nor Ughi,Gasoline,85000,2300
VAZ (Lada) 2103,1979,Nor Ughi,Gasoline,75000,3000
Opel Zafira,2003,Nor Ughi,Gasoline,180000,6000
Mercedes-Benz C-Class,2016,Nor Nork,Gasoline,90000,25000
Toyota Camry,2014,Hrazdan,Gasoline,250000,13000
Opel Vectra,2000,Abovian,Gasoline,294000,3000
VAZ (Lada) 2115,2002,Vanadzor,Gasoline,429361,2000
Jeep Compass,2018,Ajapnyak,Gasoline,38000,17650
Kia Forte,2020,Nor Nork,Gasoline,20800,17500
Mercedes-Benz 320,2002,Merdzavan,Gasoline,140000,10500
Tesla Model 3,2018,Kentron,Electric,50000,19800
Nissan Rogue,2019,Artashat,Gasoline,79000,17000
Nissan Altima,2020,Artashat,Gasoline,21200,20000
Hyundai Sonata,2016,Avan,Gasoline,62000,12000
VAZ (Lada) Priora hatchback,2008,Kentron,Gasoline,330000,4000
BMW 5 Series,2006,Armavir,Gasoline,450000,6800
Opel Astra wagon,1999,Armavir,Gasoline,499999,2800
Honda Elysion,2006,Davtashen,Gasoline,190000,10500
Opel Zafira,2000,Garni,Gasoline,222000,6000
BMW X5,2014,Malatia-Sebastia,Gasoline,118000,37000
Tesla Model Y,2021,Arabkir,Electric,53000,31000
Infiniti QX50,2018,Arabkir,Gasoline,131000,26500
Mazda CX-5,2019,Abovian,Gasoline,39085,24000
Hyundai Tucson,2018,Malatia-Sebastia,Gasoline,52000,16500
Kia Sportage,2018,Malatia-Sebastia,Gasoline,51000,20000
Kia Sorento Prime,2020,Malatia-Sebastia,Gasoline,18000,25000
Toyota Corolla,2007,Hrazdan,Hybrid,190000,8400
Opel Astra,1999,Hrazdan,Gasoline,250000,3400
Honda Accord,2022,Davtashen,Gasoline,4800,29500
Mitsubishi Pajero wagon,1994,Kapan,Diesel,350000,4000
Jeep Compass,2017,Davtashen,Gasoline,93000,16900
Nissan Sentra,2019,Davtashen,Gasoline,127000,10500
Mercedes-Benz GLA-Class,2018,Davtashen,Gasoline,23000,24200
Suzuki Grand Vitara,2002,Ajapnyak,Gasoline,263000,6500
Kia Sorento,2018,Malatia-Sebastia,Gasoline,27000,18000
Kia Optima,2018,Malatia-Sebastia,Gasoline,70000,16000
AIQAR eQ3,2024,Arabkir,Electric,10,26700
Toyota RAV4,2018,Arabkir,Gasoline,41000,28500
Honda Odyssey (North America),2005,Shengavit,Gasoline,163000,7800
Hyundai Elantra,2011,Arabkir,Gasoline,177000,10500
VAZ (Lada) 2107,1996,Taperakan,Gasoline,130000,2000
Mercedes-Benz GL-Class,2010,Arabkir,Diesel,326000,15500
Mercedes-Benz C-Class,1994,Arabkir,Gasoline,295000,4400
Nissan Sunny,2011,Ajapnyak,Gasoline,210000,5500
Mercedes-Benz E-Class,1993,Ajapnyak,Gasoline,50000,6700
BMW 5 Series,2008,Erebuni,Gasoline,260000,8000
Kia Sportage,2012,Arabkir,Gasoline,105000,10500
Mercedes-Benz S-Class,2014,Erebuni,Gasoline,160000,58000
Mazda 6,2018,Erebuni,Gasoline,130000,24000
VAZ (Lada) 2106,2001,Martuni,Gasoline,60000,3650
Toyota Corolla,2008,Arabkir,Gasoline,108000,10000
Toyota Corolla,2020,Avan,Gasoline,20000,20800
Mazda 3,2020,Avan,Gasoline,45000,17200
Audi Q5,2019,Erebuni,Gasoline,67000,42900
Opel Zafira,2002,Davtashen,Gasoline,430000,5300
Volkswagen Golf wagon,2002,Ajapnyak,Gasoline,320000,3500
Mercedes-Benz 320,1999,Kentron,Gasoline,349000,6800
VAZ (Lada) 2107,2011,Echmiadzin,Gasoline,50000,4700
Nissan X-Trail,2004,Davtashen,Gasoline,210000,7600
Toyota RAV4,2020,Abovian,Gasoline,87000,33500
Kia Forte,2020,Malatia-Sebastia,Gasoline,43000,16000
GAZ (ГАЗ),2006,Abovian,Gasoline,208000,3300
UAZ (УАЗ) Hunter,2012,Ararat,Gasoline,70000,10500
VAZ (Lada) 2107,2005,Artashat,Gasoline,175000,2500
Nissan Rogue,2018,Ararat,Gasoline,69000,16800
BMW 3 Series,2000,Malatia-Sebastia,Gasoline,199000,5700
Infiniti Q50,2018,Arabkir,Gasoline,59000,24000
Nissan Sentra,2020,Armavir,Gasoline,17000,16000
Tesla Model 3,2019,Arabkir,Electric,82000,27500
Nissan Juke,2011,Kanaker-Zeytun,Gasoline,129600,9500
Toyota Camry,2012,Arabkir,Hybrid,300000,14000
Ford Fusion (North America),2017,Vanadzor,Gasoline,137000,13699
BMW X5,2002,Gyumri,Gasoline,220000,7300
Mazda CX-9,2017,Arabkir,Gasoline,46000,25200
Opel Vectra,1995,Hrazdan,Gasoline,300000,1300
Nissan X-Trail,2004,Yeghvard,Gasoline,238900,5000
Toyota Alphard,2006,Kentron,Gasoline,130000,17700
Kia Optima,2018,Kentron,Gasoline,50000,13000
Jeep Cherokee,2017,Shengavit,Gasoline,122000,4400
BMW 3 Series,1999,Avan,Gasoline,274000,12500
Toyota Camry,2012,Dilijan,Gasoline,102000,17000
Nissan Rogue,2017,Yeghvard,Gasoline,105900,13000
Chevrolet Malibu,2019,Malatia-Sebastia,Gasoline,70000,11300
Mercedes-Benz E-Class,2005,Gyumri,Gasoline,152820,6700
Suzuki Kizashi,2011,Ajapnyak,Gasoline,195000,10800
Volkswagen Tiguan,2009,Artik,Gasoline,131000,4800
Scion xA hatchback,2006,Gyumri,Gasoline,230000,4000
Mercedes-Benz C-Class,1994,Ashtarak,Gasoline,270000,38000
Toyota RAV4,2022,Shengavit,Gasoline,6000,12900
Chevrolet Cruze,2019,Avan,Gasoline,81000,15500
UAZ (УАЗ) Patriot,2020,Ajapnyak,Gasoline,38000,20000
Subaru Legacy,2020,Kentron,Gasoline,18500,10000
Chrysler 200,2015,Kentron,Gasoline,187000,2700
Opel Omega,2001,Spitak,Diesel,180000,5200
BMW 5 Series,1998,Malatia-Sebastia,Gasoline,233000,19000
Acura ILX,2020,Malatia-Sebastia,Gasoline,65000,11800
Kia Optima,2019,Nor Geghi,Gasoline,72000,20500
Toyota RAV4,2018,Malatia-Sebastia,Gasoline,115000,17000
Mercedes-Benz S-Class,2008,Vanadzor,Gasoline,300000,10500
Mercedes-Benz S-Class,2001,Ashtarak,Gasoline,120000,6200
Mercedes-Benz C-Class,2000,Ashtarak,Gasoline,238000,11800
Toyota Corolla,2012,Ajapnyak,Gasoline,134000,8300
Hyundai Elantra hatchback,2011,Charentsavan,Gasoline,95000,16000
Mercedes-Benz S-Class,2007,Erebuni,Gasoline,155000,45000
Mazda CX-9,2022,Shengavit,Gasoline,13000,2800
Opel Astra hatchback,1999,Abovian,Gasoline,290000,21900
Kia K5,2021,Shengavit,Gasoline,18000,3100
Hyundai Matrix,2004,Erebuni,Gasoline,330000,6000
Opel Zafira,2001,Sevan,Gasoline,241000,12800
Toyota Camry,2011,Erebuni,Gasoline,124665,75000
Lexus GX,2022,Arabkir,Gasoline,10000,24500
Ford Mustang coupe,2020,Avan,Gasoline,36000,7500
Volkswagen Passat CC,2009,Davtashen,Gasoline,170000,5000
GAZ (ГАЗ) ГАЗель,1997,Ijevan,Gasoline,85000,2000
VAZ (Lada) 2106,1983,Vanadzor,Gasoline,50000,1800
VAZ (Lada) 2106,1985,Echmiadzin,Gasoline,45678,20000
Lexus RX,2005,Arabkir,Gasoline,63000,8600
Toyota Camry,2007,Ashtarak,Gasoline,145000,10100
Chevrolet Cruze,2017,Arabkir,Gasoline,107000,12500
VAZ (Lada) 2121 (4x4),2021,Vanadzor,Gasoline,31000,13000
Infiniti FX35,2009,Ajapnyak,Gasoline,130000,6500
BMW 3 Series,2003,Malatia-Sebastia,Gasoline,138000,3400
Opel Astra wagon,1998,Armavir,Gasoline,310000,20000
BMW 5 Series,2016,Nor Nork,Gasoline,88000,8800
Chevrolet Volt hatchback,2011,Nubarashen,Hybrid,165000,8000
BMW 5 Series,2004,Garni,Gasoline,330000,11000
Hyundai Sonata,2011,Kentron,Gasoline,187000,14000
Toyota Alphard,2004,Malatia-Sebastia,Gasoline,150000,6000
Kia Optima,2013,Nor Nork,Gasoline,112000,10000
Volvo S60,2016,Nor Nork,Gasoline,58000,24500
Toyota Camry,2020,Shengavit,Gasoline,40000,21000
Chevrolet Camaro coupe,2017,Shengavit,Gasoline,60000,5800
Mitsubishi Pajero IO,2001,Vanadzor,Gasoline,154000,7700
BMW 3 Series,2003,Abovian,Gasoline,17000,24500
Mazda CX-5,2020,Shengavit,Gasoline,25000,23000
Ford Transit,2016,Ajapnyak,Gasoline,254000,8700
Audi A5 coupe,2011,Shengavit,Gasoline,130000,3000
Nissan March hatchback,2004,Shengavit,Gasoline,220000,18000
Hyundai Kona,2019,Tashir,Gasoline,90000,18000
Volkswagen Touareg,2012,Malatia-Sebastia,Gasoline,210000,20500
Mercedes-Benz CLA-Class,2016,Ajapnyak,Gasoline,92000,28000
Honda Accord,2021,Malatia-Sebastia,Gasoline,24000,16000
Ford Edge,2014,Malatia-Sebastia,Gasoline,100000,16400
Ford Explorer,2013,Artik,Gasoline,260000,3400
VAZ (Lada) 2106,1998,Janfida,Gasoline,68000,13500
Kia Forte,2019,Kentron,Gasoline,69588,30000
BMW 5 Series,2017,Kentron,Gasoline,88000,12500
Nissan Xterra,2004,Spitak,Gasoline,150000,10500
Kia Forte,2015,Ajapnyak,Gasoline,70210,10000
Volkswagen Touareg,2006,Davtashen,Gasoline,170000,3700
Opel Astra hatchback,1999,Parakar,Gasoline,440000,2500
VAZ (Lada) 2121 (4x4),2000,Vedi,Gasoline,70000,8500
Toyota Corolla,2008,Davtashen,Gasoline,250000,13000
Mercedes-Benz CLS-Class,2006,Nor Nork,Gasoline,220000,8000
Nissan Pathfinder,2002,Spitak,Gasoline,100000,7700
Chevrolet Volt hatchback,2013,Kentron,Hybrid,129000,18800
Infiniti G37 coupe,2013,Erebuni,Gasoline,51000,3700
Opel Astra,1999,Nor Nork,Gasoline,380000,16800
Toyota Camry,2016,Kentron,Gasoline,81000,8000
Mercedes-Benz E-Class,2001,Zovuni,Gasoline,248000,7999
BMW 3 Series,2006,Masis,Gasoline,150000,5500
Ford Focus hatchback,2012,Abovian,Gasoline,340000,10600
BMW X6,2009,Masis,Gasoline,193000,16500
Kia Forte,2021,Ajapnyak,Gasoline,50000,8500
VAZ (Lada) 2121 Niva,2016,Ashtarak,Gasoline,60000,10500
Mercedes-Benz E-Class,2005,Dilijan,Gasoline,260000,3200
VAZ (Lada) 2121 (4x4),2005,Goris,Gasoline,235000,13500
Hyundai Elantra,2017,Ajapnyak,Gasoline,80000,14800
Dodge Journey,2018,Malatia-Sebastia,Gasoline,65000,2500
BMW 5 Series,1996,Garni,Gasoline,350000,14800
Toyota Camry,2015,Shengavit,Gasoline,142000,1000
Nissan Presea,2000,Malatia-Sebastia,Gasoline,104000,9200
Ford Escape,2008,Kanaker-Zeytun,Gasoline,157000,7800
Chevrolet Volt,2011,Malatia-Sebastia,Hybrid,170000,6900
Mercedes-Benz C-Class,2006,Kentron,Gasoline,271000,2500
VAZ (Lada) 2107,2007,Artashat,Gasoline,300000,3700
VAZ (Lada) 2114 hatchback,2006,Gyumri,Gasoline,200000,19500
Toyota Camry,2015,Davtashen,Gasoline,125000,25000
Nissan Patrol,2010,Davtashen,Gasoline,170000,2500
Volkswagen Golf hatchback,1997,Malatia-Sebastia,Gasoline,355000,5100
Mercedes-Benz E-Class,1996,Byureghavan,Gasoline,440000,3300
Ford Transit wagon,1991,Armavir,Diesel,50000,4700
Mazda MPV,2003,Echmiadzin,Gasoline,320000,2000
Opel Vectra hatchback,1992,Shengavit,Gasoline,350000,3000
Volkswagen Golf hatchback,1994,Ararat,Gasoline,289000,8000
Ford Fiesta,2018,Arabkir,Gasoline,100000,5000
Mercedes-Benz C-Class,2001,Kentron,Gasoline,300000,3800
BMW 3 Series coupe,1999,Shengavit,Gasoline,233000,9200
Mitsubishi Mirage,2018,Erebuni,Gasoline,129000,3700
Opel Astra convertible,2002,Kentron,Gasoline,250000,16500
Toyota Camry,2016,Nor Nork,Gasoline,82000,3200
VAZ (Lada) 2107,2009,Erebuni,Gasoline,150000,31000
Toyota RAV4,2019,Ajapnyak,Gasoline,81000,3560
Mercedes-Benz S-Class,1993,Yeghvard,Gasoline,326092,2500
BMW 5 Series,1992,Charentsavan,Gasoline,250000,34500
Lexus NX,2015,Ajapnyak,Gasoline,62000,13000
Ford Fusion (North America),2013,Arabkir,Gasoline,129000,9900
Ford Focus,2015,Arabkir,Gasoline,170000,16500
Land Rover Range Rover Sport,2005,Arabkir,Gasoline,143000,3000
Opel Vectra wagon,1995,Voskevaz,Gasoline,20000,15300
Nissan Rogue,2017,Masis,Hybrid,150000,2000
VAZ (Lada) 2121 Niva,1994,Saralanj,Gasoline,2000,12500
Chevrolet Volt hatchback,2016,Ajapnyak,Hybrid,67000,14000
Mazda 6,2015,Ajapnyak,Gasoline,100000,13300
Chevrolet Malibu,2018,Ajapnyak,Gasoline,42000,15800
Nissan Rogue,2018,Nork-Marash,Gasoline,48000,3000
VAZ (Lada) 2107,2007,Surenavan,Gasoline,84000,1800
VAZ (Lada) 2121 Niva,1984,Ararat,Gasoline,100000,3800
Volkswagen Passat,2003,Gyumri,Gasoline,110000,6600
Nissan Tiida hatchback,2008,Parakar,Gasoline,110000,8500
Mercedes-Benz S-Class,1997,Abovian,Gasoline,200000,3000
VAZ (Lada) 2115,2007,Maralik,Gasoline,29000,12500
Kia Optima,2019,Abovian,Gasoline,90000,7500
Nissan X-Trail,2006,Abovian,Gasoline,163000,15000
Lexus RX,2008,Armavir,Gasoline,150000,70000
Mercedes-Benz S-Class,2018,Ajapnyak,Gasoline,156000,25000
Mercedes-Benz E-Class,2006,Echmiadzin,Gasoline,185000,4000
Opel Astra hatchback,1998,Malatia-Sebastia,Gasoline,400000,6000
Nissan Murano,2003,Gyumri,Gasoline,160000,27000
Mazda CX-5,2021,Armavir,Gasoline,11000,8000
BMW X5,2004,Avan,Gasoline,220000,1800
Opel Vectra,1994,Nor Nork,Gasoline,150000,14700
BYD Seagull hatchback,2024,Kentron,Electric,13,16500
Chevrolet Volt hatchback,2015,Proshyan,Hybrid,91000,17500
Chevrolet Volt hatchback,2016,Proshyan,Hybrid,92000,11300
Kia Forte,2017,Armavir,Gasoline,59000,23000
Tesla Model Y,2023,USA,Electric,7200,19800
Skoda Octavia,2020,Erebuni,Gasoline,72000,4800
Mercedes-Benz E-Class,1996,Gyumri,Gasoline,285000,23000
Toyota C-HR,2019,Kentron,Gasoline,31500,13000
Nissan Juke,2016,Davtashen,Gasoline,40000,2400
Hyundai Sonata,1995,Echmiadzin,Gasoline,280000,500
Daewoo Nexia,2010,Masis,Gasoline,372000,11500
Ford Fusion (North America),2014,Erebuni,Gasoline,270000,16000
Toyota Camry,2015,Abovian,Gasoline,180000,10200
Chevrolet Volt,2013,Ayntap,Hybrid,193000,4500
BYD F3,2013,Abovian,Gasoline,320000,3500
Nissan March hatchback,2003,Noravan,Gasoline,184706,11500
Kia Optima,2017,Erebuni,Gasoline,133624,4300
Opel Astra wagon,2000,Gyumri,Gasoline,240008,3000
VAZ (Lada) 2104 wagon,1998,Vedi,Gasoline,250000,5700
Opel Zafira,2000,Vedi,Gasoline,453000,5500
Suzuki Splash hatchback,2009,Erebuni,Gasoline,108000,10000
Nissan Juke,2012,Arabkir,Gasoline,97000,6300
Nissan Bluebird,2006,Goris,Gasoline,199000,24800
Mazda CX-5,2022,Geghanist,Gasoline,2734,4000
Mercedes-Benz E-Class,1994,Spitak,Gasoline,300000,4500
Opel Astra wagon,1998,Spitak,Gasoline,370000,4500
Mercedes-Benz C-Class,1995,Yeghvard,Gasoline,250000,4500
Opel Zafira,2001,Yeghvard,Gasoline,150000,5700
Opel Zafira,1999,Armavir,Gasoline,277000,2800
Peugeot 307 hatchback,2001,Armavir,Gasoline,202000,8300
Kia Sorento,2004,Nor Nork,Gasoline,230000,24000
Lexus IS,2016,Ajapnyak,Gasoline,155000,3000
Mercedes-Benz C-Class,1997,Erebuni,Gasoline,500000,22000
Mercedes-Benz C-Class,2015,Abovian,Gasoline,187000,7000
Nissan Versa hatchback,2010,Erebuni,Gasoline,175000,3200
Mercedes-Benz E-Class,1985,Malatia-Sebastia,Gasoline,300000,26000
Kia Stinger,2019,Shengavit,Gasoline,40000,18500
Toyota Corolla,2020,Sevan,Gasoline,80000,9500
Honda Legend,2008,Shengavit,Gasoline,112000,6500
Honda Integra,2001,Shengavit,Gasoline,147000,2500
Iran Khodro Samand,2008,Malatia-Sebastia,Gasoline,636000,3600
Honda HR-V,2001,Vanadzor,Gasoline,255000,12000
Honda Civic,2014,Arzni,Hybrid,197000,38000
Lexus IS,2017,Nor Nork,Gasoline,98000,6500
Ford Transit hatchback,2006,Kentron,Diesel,205000,9500
Mercedes-Benz S-Class,1997,Erebuni,Gasoline,290000,31500
Hyundai Santa Fe,2020,Martuni,Gasoline,24000,3500
VAZ (Lada) 2115,2007,Martuni,Gasoline,251000,6000
Nissan Skyline,2005,Erebuni,Gasoline,171000,9500
Mercedes-Benz CLS-Class,2005,Davtashen,Gasoline,130000,2800
GAZ (ГАЗ) 31105 Volga,2006,Ashtarak,Gasoline,122000,24800
Jeep Compass,2022,Vanadzor,Gasoline,2650,3800
