drug_name,medical_condition,side_effects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saxagliptin,Diabetes (Type 2),"hives , a purple or red skin rash that spreads and causes blistering and peeling; difficulty breathing; swelling of your face, lips, tongue, or throat. Stop taking saxagliptin and call your doctor right away if you have symptoms of pancreatitis: severe pain in your upper stomach spreading to your back, nausea and vomiting , loss of appetite, or fast heartbeats. Saxagliptin may cause serious side effects. Call your doctor at once if you have: severe or ongoing pain in your joints; pain or burning when you urinate; or heart problems--shortness of breath (even while lying down), feeling weak or tired, rapid weight gain, swelling (especially in your feet, legs, or midsection. Common side effects of saxagliptin may include: painful urination; headache ; runny or stuffy nose, sore throat , cough; or swelling in your hands or feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synjardy,Diabetes (Type 2),"hives ; trouble swallowing, difficult breathing; swelling of your face, lips, tongue, or throat. Seek medical attention right away if you have signs of a serious genital infection (penis or vagina): burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, not feeling well. These symptoms may get worse quickly. Stop taking Synjardy and call your doctor at once if you have: a light-headed feeling, like you might pass out; dehydration - dizziness , confusion, feeling very thirsty, less urination; ketoacidosis (too much acid in the blood) - nausea , vomiting, stomach pain, confusion, unusual drowsiness, or trouble breathing; lactic acidosis - unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness, feeling cold, or feeling very weak or tired; or signs of a bladder infection - pain or burning when you urinate, blood in your urine, pain in pelvis or back. Some side effects may be more likely to occur in older adults. Common Synjardy side effects may include: low blood sugar; indigestion , stomach pain, gas, nausea, vomiting, diarrhea; a bladder infection; yeast infection in women (vaginal itching or discharge); headache , weakness; or runny or stuffy nose, sore throat .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xultophy,Diabetes (Type 2),"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have: severe nausea and vomiting ; shortness of breath (even with mild exertion); swelling in your feet or ankles, rapid weight gain; signs of pancreatitis - severe pain in your upper stomach spreading to your back, nausea and vomiting, fast heart rate ; kidney problems - little or no urination, painful or difficult urination; or low potassium level - leg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling. Common Xultophy side effects include: nausea, diarrhea; headache ; or cold symptoms such as stuffy or runny nose , sneezing, sore throat .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ActoPlus Met,Diabetes (Type 2),"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Some people using Actoplus Met develop lactic acidosis, which can be fatal. Get emergency medical help if you have even mild symptoms such as: unusual muscle pain; feeling cold; trouble breathing; feeling dizzy, light-headed, tired, or very weak; stomach pain, vomiting ; or slow or irregular heart rate. Call your doctor at once if you have: pink or red urine, painful or difficult urination, new or worsening urge to urinate; changes in your vision; heart problems - swelling, rapid weight gain, feeling short of breath; liver problems - loss of appetite, nausea, vomiting, stomach pain, tiredness, dark urine, jaundice (yellowing of the skin or eyes); or low red blood cells (anemia) - pale skin, unusual tiredness, feeling light-headed or short of breath, cold hands and feet. Common Actoplus Met side effects may include: headache; weight gain; diarrhea ; or cold symptoms such as stuffy nose, sinus pain, sneezing, sore throat .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
albiglutide,Diabetes (Type 2),"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: Rare Bloating chills or fever darkened urine fast heartbeat loss of appetite nausea, vomiting, or indigestion pains in the stomach, side, or abdomen, possibly radiating to the back Incidence not known Anxiety, irritability, or mood changes blurred vision cold sweats confusion difficulty with breathing or swallowing dizziness headache increased hunger shakiness skin itching, rash, or redness slurred speech swelling of the face, throat, or tongue unusual tiredness or weakness Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common Body aches or pain cough diarrhea ear congestion loss of voice muscle pain or stiffness pain in the joints pain or tenderness around the eyes and cheekbones skin reactions, warmth, or redness at the injection site sneezing stuffy or runny nose Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Albiglutide side effects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alogliptin / metformin,Diabetes (Type 2),"unusual muscle pain; feeling cold; trouble breathing; feeling dizzy, light-headed, tired, or very weak; stomach pain, vomiting ; or slow or irregular heart rate. Alogliptin and metformin may cause serious side effects. Call your doctor at once if you have: severe or ongoing pain in your joints; pain or burning when you urinate; liver problems--nausea, upper stomach pain, tiredness, loss of appetite, dark urine, jaundice (yellowing of the skin or eyes); or symptoms of heart failure --shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain. Common side effects of alogliptin and metformin may include: diarrhea , upset stomach ; increased blood pressure (severe headache , blurred vision, pounding in your neck or ears); back pain , headache; or cold symptoms such as stuffy nose, sinus pain, sore throat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alogliptin / pioglitazone,Diabetes (Type 2),"nausea or vomiting, and upper stomach pain (that may spread to your back). Alogliptin and pioglitazone may cause serious side effects. Call your doctor at once if you have: a severe autoimmune reaction--itching, blisters, breakdown of the outer layer of skin; severe or ongoing pain in your joints; pink or red urine, burning when you urinate, new or worsening urge to urinate; changes in your vision; liver problems--upper stomach pain, vomiting, tiredness, loss of appetite, dark urine, jaundice (yellowing of the skin or eyes); or symptoms of heart failure--shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain. Common side effects of alogliptin and pioglitazone may include: back pain ; or cold symptoms such as stuffy nose, sinus pain, sore throat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bydureon BCise,Diabetes (Type 2),"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Some people using exenatide have had serious or fatal bleeding caused by low levels of platelets (blood cells that help your blood to clot). Stop using Bydureon and call your doctor right away if you have unusual bleeding or bruising. Bydureon BCise may cause serious side effects. Stop using Bydureon BCise and call your doctor at once if you have: severe ongoing nausea and vomiting ; pain, warmth, swelling, an open wound or scab, or other skin changes where the injection was given; easy bruising, unusual bleeding, purple or red spots under your skin; signs of a thyroid tumor--swelling or a lump in your neck, trouble swallowing, a hoarse voice, feeling short of breath; pancreas or gallbladder problems--pain in your upper stomach spreading to your back, nausea and vomiting, fever, fast heart rate , yellowing of your skin or eyes; low blood sugar--headache, hunger, sweating, irritability, dizziness, fast heart rate, and feeling anxious or shaky; or kidney problems--swelling, urinating less, feeling tired or short of breath. Common side effects of Bydureon BCise may include: indigestion , nausea, vomiting, diarrhea , constipation ; headache; or itching or a small bump where an injection was given.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canagliflozin / metformin,Diabetes (Type 2),"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Seek medical attention right away if you have signs of a genital infection (penis or vagina): burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, not feeling well. These symptoms may get worse quickly. Mild symptoms of lactic acidosis may worsen over time , and this condition can be fatal. Stop taking canagliflozin and metformin and call your doctor right away if you have unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness, feeling cold, or feeling very weak or tired. Canagliflozin and metformin may cause serious side effects. Call your doctor at once if you have: new pain, tenderness, sores, ulcers, or infections in your legs or feet; little or no urination; a light-headed feeling, like you might pass out; high potassium level--nausea, weakness, tingly feeling, chest pain, irregular heartbeats, muscle weakness; ketoacidosis (too much acid in the blood)--nausea, vomiting, stomach pain, confusion, unusual drowsiness, or trouble breathing; or signs of a bladder infection --pain or burning when you urinate, urine that looks cloudy, pain in pelvis or back. Older adults may be more likely to get dehydrated or have kidney problems while taking this medicine. You may be more likely to have a broken bone while using this medicine. Talk with your doctor about how to avoid the risk of fractures. Common side effects of canagliflozin and metformin may include: urinating more than usual; headache , weakness; gas, stomach pain, indigestion ; nausea, vomiting; or diarrhea.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cr-GTF,Diabetes (Type 2),"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Cr-GTF may cause serious side effects. Stop using Cr-GTF and call your doctor at once if you have: thinking problems, trouble concentrating; problems with balance or coordination; or liver problems-- nausea , upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Common side effects of Cr-GTF may include: headache ; sleep problems ( insomnia ); or mood changes, feeling irritable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRM,Diabetes (Type 2),"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. CRM may cause serious side effects. Stop using CRM and call your doctor at once if you have: thinking problems, trouble concentrating; problems with balance or coordination; or liver problems-- nausea , upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Common side effects of CRM may include: headache ; sleep problems ( insomnia ); or mood changes, feeling irritable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dapagliflozin / saxagliptin,Diabetes (Type 2),"hives , itching, flaking or peeling skin ; trouble swallowing, difficult breathing; swelling of your face, lips, tongue, or throat. Seek medical attention right away if you have signs of a genital infection (penis or vagina): burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, not feeling well. These symptoms may get worse quickly. Stop taking dapagliflozin and saxagliptin and call your doctor at once if you have: severe or ongoing pain in your joints; serious skin reaction--itching, blisters, breakdown of the outer layer of skin; ketoacidosis (too much acid in the blood)--nausea, vomiting, stomach pain, confusion, unusual drowsiness, or trouble breathing; pancreatitis --severe pain in your upper stomach spreading to your back, nausea and vomiting , fast heart rate; dehydration symptoms-- dizziness , weakness, feeling light-headed (like you might pass out); or signs of a bladder infection --pain or burning when you urinate, increased urination, blood in your urine, pain in your pelvis or back. Some people taking dapagliflozin have had bladder cancer, but it is not clear if this medicine was the actual cause. Common side effects of dapagliflozin and saxagliptin may include: urination problems; abnormal blood levels of cholesterol or triglycerides; or runny nose , stuffy nose, sinus pain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
