,CompanyName,Rating,Reviews,Salaries,Jobs,Location,Industry,Description
273,The Coca-Cola Company,4.1,9.6T,239,344,Bengaluru,Food & Beverage Manufacturing,"The Coca-Cola Company (NYSE: KO) is a total beverage company, offering over 500 brands in more than 200 countries and territories."
274,Keysight Technologies,4.2,1.9T,446,379,Bengaluru,Electronics Manufacturing,"Keysight Technologies Inc. (NYSE: KEYS) is the world's leading electronic measurement company, transforming today's measurement experience through innovations in wireless, modular, and software solutions. With its HP and Agilent legacy, Keysight delivers solutions in wireless communications, aerospace and defense and semiconductor markets with world-class platforms, software and consistent measurement science. The company's over 15,000 employees serve customers in more than 100 countries."
275,Sanofi,4.0,9.6T,342,1.3T,Bengaluru,Biotech & Pharmaceuticals,"Sanofi S.A. is a French multinational pharmaceutical company headquartered in Paris, France, as of 2013 the world's fifth-largest by prescription sales. The company was formed as Sanofi-Aventis in 2004 by the merger of Aventis and Sanofi-Synthélabo, which were each the product of several previous mergers. It changed its name to Sanofi in May 2011. Sanofi engages in the research and development, manufacturing and marketing of pharmaceutical drugs principally in the prescription market, but the firm also develops over-the-counter medication. The company covers 7 major therapeutic areas: cardiovascular, central nervous system, diabetes, internal medicine, oncology, thrombosis and vaccines (it is the world's largest producer of the latter through its subsidiary Sanofi Pasteur)."
276,Nineleaps Technology Solutions,4.4,282,333,2,"1025 & 1030, 80 Feet Road, Koramangala 1st Block Bangalore 560034",Information Technology Support Services,"Nineleaps is a trusted partner in accelerating digital transformation through product development. Our expertise lies in mobile, web development, big data engineering, machine learning/artificial intelligence, automation and DevOps. Global brands from various sectors partner with us to ideate, plan, design, build and modernize smart products that help businesses enhance agility and responsiveness to meet unique present and future market demands. That is why, combining our agile processes, design thinking approach, knowledge of development practices and continuous delivery, we enable our clients to design, develop and validate their product ideas quickly and efficiently. Our judicious use of automation, culture of collaboration and expertise in key technologies and modern data architecture position us in helping our clients use and integrate latest technologies to augment performance and growth."
277,Ericsson India Global services Pvt. Ltd.,4.3,694,871,--,Bengaluru,N/A,
278,Tecnotree,4.0,524,294,--,CV Raman Nagar,Telecommunications Services,"Tecnotree is a global provider of telecom IT solutions for the management of products, customers and revenue. Tecnotree helps communications service providers to transform their business towards a marketplace of digital services. Tecnotree empowers service providers to monetise service bundles, provide personalised user experiences and augment value throughout the customer lifecycle. With around 1000 telecom experts, Tecnotree serves around 90 service providers in around 70 countries. Tecnotree is listed on the main list of NASDAQ OMX Helsinki with the trading code TEM1V."
279,Neustar,4.2,865,142,--,Bengaluru,Internet & Web Services,"Neustar is a fast-paced, vibrant, and innovative information services company. Our authoritative identity provides over 14,000 companies with relevant and actionable insights that help drive growth, and shape industries. We’ve capitalized on our expertise in real-time management of massive and complex data sets, and deliver solutions that give marketing, risk, fraud, security and network operations professionals’ confidence in their decision-making."
280,Jacobs,4.0,6.7T,603,3.2T,Bengaluru,Architectural & Engineering Services,"We deliver impactful global solutions to create a more connected, sustainable world — from intelligence to infrastructure, cybersecurity to space exploration. Our 52,000 employees across 50 countries work every day, challenging the expectations of today to reinvent the way we’ll all live tomorrow."
281,Coviam,4.0,303,212,3,Bengaluru,Computer Hardware Development,"Coviam is an upstart digital platforms and products company with a core focus on disrupting traditional markets and business models with the strength of our innovation driven digital value. We harness the power of our open innovation culture, our unique talent selection approach , the skills and expertise of our people across various industries, domains and technologies and a unique blend of analytics driven strategies for creating future digital platforms."
282,Mastech Digital,4.2,717,193,172,Bengaluru,Information Technology Support Services,
283,Cure.Fit,4.1,418,403,22,Bengaluru,Healthcare Services & Hospitals,"Cure.fit is an integrated health, wellness and fitness platform. We were founded in 2016 by Mukesh Bansal (co-founder Myntra) and Ankit Nagori ( Ex- Chief Business Officer at Flipkart). cure.fit has built a tech platform to manage everyday health and has built an offline fulfilment network for all its services. With four large verticals, cult.fit - focusing on the physical strength and fitness, eat.fit - in the healthy and nutritious food, mind.fit - offering mental well-being, and care.fit - primarily focusing on healthcare, we offer our customers holistic healthcare experience. In a short span of 3 years, Cure.fit has been ranked 2nd in the top 25 startups in 2019. Strive to #BeBetterEveryday"
