species,size,fragrance,height_cm
hibiscus,large,none,150.62
rose,small,mild,72.21
shoeblack plant,medium,mild,135.26
rose,medium,mild,39.45
hibiscus,large,none,134.89
shoeblack plant,medium,none,115.89
hibiscus,large,none,100.39
hibiscus,large,none,155.18
shoeblack plant,medium,none,134.45
shoeblack plant,medium,none,81.33
hibiscus,large,none,187.59
rose,medium,mild,82.38
rose,medium,strong,76.87
shoeblack plant,large,mild,95.84
shoeblack plant,medium,mild,139.35
hibiscus,large,none,101.93
rose,medium,strong,41.16
shoeblack plant,large,mild,136.87
hibiscus,large,none,106.28
shoeblack plant,large,mild,96.17
shoeblack plant,medium,mild,146.75
shoeblack plant,large,mild,113.85
hibiscus,large,none,165.27
shoeblack plant,large,mild,121.27
rose,small,strong,63.29
shoeblack plant,large,none,140.09
hibiscus,large,none,156.84
rose,medium,strong,40.88
shoeblack plant,medium,none,126.48
shoeblack plant,large,mild,128.97
shoeblack plant,medium,none,120.62
rose,small,mild,64.15
rose,medium,mild,95.37
shoeblack plant,large,mild,148.39
rose,small,mild,34.0
shoeblack plant,medium,none,148.63
rose,small,strong,80.21
hibiscus,large,none,115.19
hibiscus,large,none,196.7
hibiscus,large,none,132.68
hibiscus,large,none,162.4
shoeblack plant,large,mild,51.91
hibiscus,large,none,140.92
shoeblack plant,large,mild,93.36
hibiscus,large,none,156.57
hibiscus,large,none,100.09
hibiscus,large,none,121.5
rose,small,strong,33.75
rose,small,mild,55.4
rose,medium,strong,98.78
hibiscus,large,none,188.86
hibiscus,large,none,198.39
hibiscus,large,none,101.59
hibiscus,large,none,156.26
shoeblack plant,medium,mild,57.08
shoeblack plant,large,none,138.17
rose,medium,strong,95.08
rose,medium,strong,31.99
rose,medium,strong,63.14
shoeblack plant,medium,none,90.53
rose,small,strong,90.84
shoeblack plant,medium,mild,111.56
rose,medium,strong,68.99
shoeblack plant,large,mild,126.75
hibiscus,large,none,187.39
hibiscus,large,none,194.65
hibiscus,large,none,113.56
shoeblack plant,large,none,78.61
hibiscus,large,none,117.11
shoeblack plant,medium,none,102.37
shoeblack plant,medium,mild,61.77
rose,small,mild,64.35
shoeblack plant,large,none,60.93
hibiscus,large,none,188.08
rose,small,mild,38.52
hibiscus,large,none,130.96
hibiscus,large,none,134.32
hibiscus,large,none,132.08
rose,medium,mild,52.68
shoeblack plant,large,mild,75.11
shoeblack plant,medium,none,84.11
rose,small,mild,79.61
shoeblack plant,medium,none,64.36
rose,small,mild,91.06
hibiscus,large,none,177.83
rose,small,mild,56.59
hibiscus,large,none,144.74
shoeblack plant,medium,mild,76.85
hibiscus,large,none,120.36
shoeblack plant,large,none,96.42
shoeblack plant,medium,mild,118.29
rose,medium,mild,32.15
hibiscus,large,none,164.05
shoeblack plant,large,none,144.99
rose,small,strong,98.08
rose,medium,mild,56.79
shoeblack plant,large,mild,68.01
rose,small,mild,72.62
rose,small,mild,84.59
hibiscus,large,none,154.27
hibiscus,large,none,166.27
rose,small,mild,42.21
shoeblack plant,large,mild,59.99
shoeblack plant,large,mild,52.53
shoeblack plant,large,none,94.52
hibiscus,large,none,160.09
rose,medium,mild,81.37
rose,medium,strong,79.44
shoeblack plant,medium,mild,128.36
hibiscus,large,none,112.24
rose,small,strong,97.98
rose,medium,strong,89.95
rose,small,mild,59.94
hibiscus,large,none,188.23
rose,small,strong,80.3
shoeblack plant,medium,none,145.21
shoeblack plant,large,none,84.34
rose,medium,strong,40.35
shoeblack plant,large,mild,99.19
shoeblack plant,large,none,142.17
hibiscus,large,none,155.9
hibiscus,large,none,163.73
shoeblack plant,large,none,135.09
rose,small,mild,71.18
shoeblack plant,medium,mild,140.12
shoeblack plant,large,none,108.06
hibiscus,large,none,124.21
hibiscus,large,none,196.45
hibiscus,large,none,149.67
shoeblack plant,large,mild,71.71
shoeblack plant,medium,none,131.72
rose,small,mild,32.03
rose,small,mild,55.07
shoeblack plant,large,none,143.2
shoeblack plant,large,mild,76.99
rose,medium,strong,40.34
hibiscus,large,none,143.04
rose,medium,strong,30.72
hibiscus,large,none,148.85
hibiscus,large,none,146.52
rose,small,mild,31.73
hibiscus,large,none,165.64
hibiscus,large,none,160.93
shoeblack plant,medium,mild,97.78
hibiscus,large,none,183.62
rose,medium,strong,31.94
shoeblack plant,large,none,138.15
rose,small,strong,70.4
shoeblack plant,medium,none,143.94
shoeblack plant,medium,mild,69.47
rose,medium,strong,88.92
rose,small,mild,48.02
rose,medium,mild,78.42
rose,small,mild,40.91
hibiscus,large,none,107.54
hibiscus,large,none,155.22
shoeblack plant,medium,mild,97.49
shoeblack plant,large,none,92.9
hibiscus,large,none,131.82
rose,medium,strong,39.97
shoeblack plant,medium,mild,146.48
rose,medium,strong,38.16
hibiscus,large,none,109.6
rose,small,mild,60.06
rose,medium,strong,34.77
rose,medium,mild,52.54
hibiscus,large,none,175.84
shoeblack plant,medium,mild,124.58
rose,medium,strong,88.43
rose,small,strong,92.13
rose,medium,strong,87.15
rose,medium,mild,60.28
hibiscus,large,none,140.67
shoeblack plant,large,mild,144.25
hibiscus,large,none,126.47
hibiscus,large,none,153.35
rose,medium,strong,30.6
hibiscus,large,none,138.57
rose,small,mild,36.52
shoeblack plant,large,mild,91.64
rose,medium,strong,59.62
shoeblack plant,large,none,94.43
shoeblack plant,large,none,126.73
shoeblack plant,medium,none,120.14
shoeblack plant,large,none,119.19
shoeblack plant,large,mild,99.25
hibiscus,large,none,143.83
hibiscus,large,none,106.41
rose,small,mild,76.84
hibiscus,large,none,198.99
hibiscus,large,none,186.03
shoeblack plant,large,none,98.43
hibiscus,large,none,130.13
rose,small,mild,57.13
rose,medium,mild,55.31
hibiscus,large,none,181.59
rose,medium,strong,38.18
hibiscus,large,none,143.47
shoeblack plant,large,mild,93.71
hibiscus,large,none,185.13
rose,medium,strong,39.5
hibiscus,large,none,169.58
hibiscus,large,none,132.68
hibiscus,large,none,141.62
rose,small,mild,66.38
shoeblack plant,large,none,143.76
rose,medium,strong,94.54
shoeblack plant,medium,mild,52.55
shoeblack plant,medium,none,101.69
rose,small,strong,34.12
shoeblack plant,medium,mild,52.11
rose,small,mild,81.42
hibiscus,large,none,114.82
hibiscus,large,none,181.75
rose,small,strong,59.67
hibiscus,large,none,107.39
shoeblack plant,large,none,92.13
rose,medium,strong,34.65
shoeblack plant,medium,none,130.82
rose,small,strong,90.14
hibiscus,large,none,172.06
shoeblack plant,medium,none,101.02
rose,medium,mild,54.17
shoeblack plant,large,mild,115.96
hibiscus,large,none,106.73
rose,medium,strong,87.54
hibiscus,large,none,156.3
shoeblack plant,large,none,149.8
shoeblack plant,large,none,71.04
rose,medium,strong,96.64
shoeblack plant,large,mild,130.1
shoeblack plant,medium,none,74.91
rose,small,mild,36.0
hibiscus,large,none,120.22
hibiscus,large,none,143.76
shoeblack plant,large,mild,99.25
rose,small,strong,31.18
rose,medium,strong,83.45
shoeblack plant,medium,mild,106.95
shoeblack plant,medium,mild,102.49
shoeblack plant,medium,mild,121.6
rose,medium,strong,45.29
hibiscus,large,none,169.87
shoeblack plant,large,mild,75.87
hibiscus,large,none,115.75
shoeblack plant,medium,mild,98.22
shoeblack plant,medium,mild,71.67
rose,small,strong,96.26
hibiscus,large,none,197.88
rose,small,strong,34.68
rose,small,strong,41.89
shoeblack plant,large,mild,97.08
shoeblack plant,medium,mild,105.65
rose,medium,strong,38.7
rose,medium,strong,40.4
rose,small,strong,66.79
hibiscus,large,none,122.69
shoeblack plant,large,mild,124.14
hibiscus,large,none,165.6
hibiscus,large,none,171.55
rose,small,mild,91.44
shoeblack plant,medium,none,89.41
shoeblack plant,medium,none,142.26
shoeblack plant,large,none,126.82
hibiscus,large,none,185.5
shoeblack plant,large,mild,79.45
hibiscus,large,none,125.15
shoeblack plant,large,none,136.56
hibiscus,large,none,135.71
hibiscus,large,none,116.49
rose,medium,strong,93.85
shoeblack plant,medium,none,116.89
shoeblack plant,large,none,58.93
hibiscus,large,none,146.97
shoeblack plant,medium,mild,136.84
rose,medium,mild,85.03
hibiscus,large,none,103.89
rose,small,strong,96.95
rose,medium,mild,87.48
hibiscus,large,none,126.67
shoeblack plant,large,mild,111.37
rose,medium,mild,44.21
rose,small,strong,82.76
hibiscus,large,none,184.51
rose,medium,strong,93.51
shoeblack plant,medium,mild,78.95
hibiscus,large,none,113.98
shoeblack plant,medium,none,75.6
hibiscus,large,none,198.28
hibiscus,large,none,156.98
shoeblack plant,medium,mild,94.78
rose,medium,mild,48.09
shoeblack plant,large,none,62.03
hibiscus,large,none,134.13
rose,medium,strong,88.88
shoeblack plant,medium,mild,60.07
hibiscus,large,none,110.27
rose,medium,mild,90.79
hibiscus,large,none,124.18
shoeblack plant,large,none,70.52
rose,small,mild,78.72
shoeblack plant,medium,none,94.44
hibiscus,large,none,190.52
hibiscus,large,none,131.74
shoeblack plant,medium,none,53.55
shoeblack plant,large,none,135.54
rose,small,strong,91.36
hibiscus,large,none,165.71
shoeblack plant,large,mild,134.01
hibiscus,large,none,149.29
shoeblack plant,medium,mild,130.12
hibiscus,large,none,150.29
hibiscus,large,none,168.74
rose,medium,mild,72.25
hibiscus,large,none,124.71
hibiscus,large,none,113.13
hibiscus,large,none,179.9
hibiscus,large,none,192.96
rose,small,mild,91.77
rose,small,mild,64.33
shoeblack plant,large,mild,84.59
shoeblack plant,medium,mild,126.37
rose,medium,mild,75.64
hibiscus,large,none,166.51
shoeblack plant,medium,mild,135.42
rose,medium,strong,71.44
shoeblack plant,medium,none,102.51
shoeblack plant,large,mild,96.6
rose,small,strong,94.8
rose,medium,mild,71.3
shoeblack plant,medium,mild,128.31
hibiscus,large,none,175.9
hibiscus,large,none,101.9
hibiscus,large,none,151.92
hibiscus,large,none,192.93
hibiscus,large,none,100.73
hibiscus,large,none,146.08
rose,medium,mild,56.62
rose,medium,mild,58.33
hibiscus,large,none,145.46
shoeblack plant,medium,mild,73.79
shoeblack plant,large,mild,112.1
rose,medium,strong,87.91
shoeblack plant,large,mild,121.0
shoeblack plant,large,mild,141.49
shoeblack plant,large,mild,144.53
hibiscus,large,none,110.79
hibiscus,large,none,176.16
shoeblack plant,large,none,95.13
hibiscus,large,none,174.24
shoeblack plant,medium,mild,136.5
shoeblack plant,large,none,64.8
rose,small,strong,34.84
hibiscus,large,none,100.45
hibiscus,large,none,123.46
rose,small,strong,98.63
rose,small,mild,77.94
shoeblack plant,large,mild,127.17
shoeblack plant,large,mild,70.77
hibiscus,large,none,138.57
hibiscus,large,none,106.44
rose,medium,mild,83.96
hibiscus,large,none,159.61
hibiscus,large,none,132.81
hibiscus,large,none,188.26
shoeblack plant,large,mild,66.25
rose,medium,mild,72.7
hibiscus,large,none,186.09
shoeblack plant,medium,none,115.55
hibiscus,large,none,146.2
shoeblack plant,large,mild,135.42
hibiscus,large,none,178.2
hibiscus,large,none,142.27
shoeblack plant,medium,mild,90.32
hibiscus,large,none,142.65
hibiscus,large,none,180.2
rose,small,mild,70.69
hibiscus,large,none,172.77
rose,small,mild,48.7
rose,medium,mild,95.94
hibiscus,large,none,140.46
shoeblack plant,medium,none,61.31
hibiscus,large,none,128.35
shoeblack plant,medium,mild,113.35
hibiscus,large,none,116.78
hibiscus,large,none,111.25
rose,small,strong,51.63
shoeblack plant,large,mild,71.1
rose,small,mild,81.33
hibiscus,large,none,152.8
hibiscus,large,none,116.27
shoeblack plant,medium,mild,81.7
hibiscus,large,none,136.3
hibiscus,large,none,142.57
hibiscus,large,none,145.11
shoeblack plant,medium,mild,94.32
hibiscus,large,none,119.36
rose,medium,mild,39.22
rose,medium,mild,89.44
shoeblack plant,large,none,50.84
shoeblack plant,medium,mild,75.3
rose,small,strong,75.96
hibiscus,large,none,120.86
hibiscus,large,none,157.59
rose,medium,strong,38.55
hibiscus,large,none,126.08
hibiscus,large,none,184.96
shoeblack plant,large,none,59.88
hibiscus,large,none,167.0
hibiscus,large,none,166.06
rose,medium,mild,78.41
hibiscus,large,none,107.88
hibiscus,large,none,119.57
shoeblack plant,large,mild,50.67
rose,medium,mild,87.12
hibiscus,large,none,176.05
rose,small,mild,42.69
hibiscus,large,none,150.62
rose,small,strong,67.06
shoeblack plant,medium,none,126.55
shoeblack plant,large,mild,78.72
hibiscus,large,none,131.27
rose,medium,strong,68.04
hibiscus,large,none,125.21
rose,small,mild,66.57
rose,small,strong,50.34
shoeblack plant,large,mild,116.65
hibiscus,large,none,193.7
hibiscus,large,none,137.4
rose,medium,strong,87.27
rose,medium,mild,79.64
shoeblack plant,large,none,131.49
rose,medium,strong,60.75
hibiscus,large,none,138.53
hibiscus,large,none,154.11
rose,small,strong,51.11
rose,medium,strong,39.12
shoeblack plant,medium,mild,62.39
shoeblack plant,large,none,77.04
rose,medium,mild,75.22
hibiscus,large,none,162.49
shoeblack plant,large,mild,145.1
rose,small,mild,71.96
shoeblack plant,large,none,121.35
rose,small,strong,58.78
hibiscus,large,none,186.5
rose,medium,strong,43.58
rose,small,strong,60.96
shoeblack plant,large,mild,132.98
shoeblack plant,large,mild,96.23
rose,small,mild,82.13
shoeblack plant,large,mild,130.49
rose,small,mild,82.49
rose,medium,strong,94.7
rose,medium,mild,90.73
shoeblack plant,medium,mild,106.65
rose,medium,mild,32.82
shoeblack plant,medium,none,112.76
shoeblack plant,large,none,124.86
shoeblack plant,medium,mild,70.92
shoeblack plant,medium,mild,104.9
hibiscus,large,none,176.36
hibiscus,large,none,124.8
hibiscus,large,none,196.49
rose,medium,mild,78.25
hibiscus,large,none,171.77
shoeblack plant,medium,mild,86.18
shoeblack plant,large,none,63.87
hibiscus,large,none,115.7
rose,medium,mild,50.01
shoeblack plant,medium,mild,107.62
shoeblack plant,large,none,71.26
hibiscus,large,none,180.92
rose,small,strong,36.37
rose,small,mild,74.13
hibiscus,large,none,179.78
rose,medium,strong,35.97
shoeblack plant,large,mild,101.97
shoeblack plant,medium,mild,112.19
hibiscus,large,none,185.69
hibiscus,large,none,173.74
shoeblack plant,medium,none,148.71
rose,medium,mild,31.19
rose,medium,mild,70.21
rose,medium,mild,48.46
hibiscus,large,none,129.12
hibiscus,large,none,105.29
rose,small,strong,36.97
rose,medium,strong,94.25
shoeblack plant,large,none,147.26
shoeblack plant,large,mild,122.04
rose,small,strong,45.0
hibiscus,large,none,134.1
shoeblack plant,medium,none,146.85
shoeblack plant,large,mild,124.83
rose,small,strong,78.1
hibiscus,large,none,139.47
rose,small,strong,68.63
rose,small,mild,46.82
rose,medium,mild,36.4
shoeblack plant,medium,none,112.69
rose,small,strong,47.04
hibiscus,large,none,187.38
rose,medium,strong,48.55
hibiscus,large,none,110.01
hibiscus,large,none,182.0
shoeblack plant,large,none,118.54
hibiscus,large,none,113.17
shoeblack plant,large,none,77.83
hibiscus,large,none,149.35
shoeblack plant,large,none,142.17
shoeblack plant,large,none,63.15
rose,small,mild,52.31
rose,small,mild,51.05
hibiscus,large,none,193.81
hibiscus,large,none,144.93
rose,medium,mild,69.14
shoeblack plant,large,mild,120.09
shoeblack plant,medium,none,109.23
rose,medium,strong,87.65
hibiscus,large,none,132.93
rose,small,mild,79.47
hibiscus,large,none,181.56
shoeblack plant,medium,mild,116.22
rose,medium,strong,66.8
rose,medium,mild,86.04
rose,medium,mild,67.66
hibiscus,large,none,110.64
hibiscus,large,none,190.3
rose,small,strong,52.19
shoeblack plant,medium,mild,89.0
rose,small,strong,86.22
shoeblack plant,medium,mild,101.87
shoeblack plant,large,none,59.77
hibiscus,large,none,123.99
hibiscus,large,none,176.21
shoeblack plant,medium,none,144.56
shoeblack plant,medium,none,131.43
hibiscus,large,none,165.25
shoeblack plant,large,none,79.46
hibiscus,large,none,115.05
hibiscus,large,none,106.26
shoeblack plant,medium,none,100.34
shoeblack plant,large,none,148.97
hibiscus,large,none,122.29
shoeblack plant,medium,none,70.61
rose,small,mild,41.52
shoeblack plant,medium,none,71.54
shoeblack plant,large,mild,91.14
shoeblack plant,medium,mild,56.78
hibiscus,large,none,118.57
rose,medium,mild,51.4
hibiscus,large,none,139.91
rose,small,strong,37.05
hibiscus,large,none,193.23
rose,medium,strong,94.12
hibiscus,large,none,152.14
shoeblack plant,large,none,74.87
rose,small,strong,75.31
shoeblack plant,medium,none,99.12
hibiscus,large,none,185.27
hibiscus,large,none,104.62
shoeblack plant,medium,mild,121.47
shoeblack plant,large,mild,132.43
hibiscus,large,none,135.09
rose,small,strong,65.23
shoeblack plant,large,mild,136.01
shoeblack plant,medium,none,106.49
hibiscus,large,none,111.03
rose,medium,mild,50.78
shoeblack plant,medium,none,111.9
shoeblack plant,medium,mild,98.77
rose,small,strong,42.54
rose,small,strong,85.76
hibiscus,large,none,116.34
rose,medium,strong,82.93
hibiscus,large,none,133.85
rose,medium,mild,62.47
hibiscus,large,none,117.44
rose,small,strong,81.15
rose,small,strong,80.95
hibiscus,large,none,135.0
rose,medium,strong,91.5
hibiscus,large,none,152.46
hibiscus,large,none,109.09
rose,medium,mild,35.12
rose,small,strong,37.62
rose,small,mild,98.56
shoeblack plant,large,none,148.58
hibiscus,large,none,188.39
rose,small,mild,31.37
shoeblack plant,medium,mild,87.07
rose,medium,strong,79.73
hibiscus,large,none,100.68
rose,medium,strong,77.42
shoeblack plant,large,mild,110.92
hibiscus,large,none,153.57
rose,small,strong,74.91
hibiscus,large,none,134.91
hibiscus,large,none,137.56
rose,small,strong,46.51
rose,medium,mild,60.56
rose,medium,strong,99.0
hibiscus,large,none,110.35
hibiscus,large,none,135.77
rose,small,mild,43.87
hibiscus,large,none,109.39
hibiscus,large,none,137.8
rose,small,strong,90.61
hibiscus,large,none,166.34
hibiscus,large,none,180.33
shoeblack plant,large,none,125.65
shoeblack plant,large,mild,71.64
rose,medium,mild,83.01
shoeblack plant,large,none,52.05
hibiscus,large,none,160.52
hibiscus,large,none,112.92
rose,small,strong,57.65
rose,small,mild,57.31
shoeblack plant,large,none,146.62
rose,medium,mild,58.11
rose,medium,mild,36.38
rose,small,mild,66.24
hibiscus,large,none,108.68
rose,medium,strong,46.72
rose,medium,mild,43.96
hibiscus,large,none,179.12
hibiscus,large,none,159.26
hibiscus,large,none,172.46
shoeblack plant,medium,none,131.14
rose,small,mild,52.02
hibiscus,large,none,119.16
rose,small,strong,48.84
hibiscus,large,none,100.73
hibiscus,large,none,136.09
shoeblack plant,large,none,86.74
hibiscus,large,none,104.56
shoeblack plant,large,mild,133.55
shoeblack plant,medium,none,94.16
