Product Name,Actual price,Discount price,Stars,Rating,Reviews,RAM (GB),Storage (GB),Display Size (inch),Camera,Description,Link
"Tecno Spark Go 2023 (Orange, 64 GB)","₹9,999","₹7,299",4.1,380 Ratings,13 Reviews,4,64,6.56,13MP ,4 GB RAM | 64 GB ROM16.66 cm (6.56 inch) HD+ Display13MP 5000 mAh BatteryDomestic Warranty of 12 Months on Phone & 6 Months on Accessories,https://www.flipkart.com/tecno-spark-go-2023-orange-64-gb/p/itm83c31235f0e33?pid=MOBGQGH6GNCZGDQZ&lid=LSTMOBGQGH6GNCZGDQZBRUDUL&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_28_670&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=a1594a5d-c633-47d0-9807-41e59b640745.MOBGQGH6GNCZGDQZ.SEARCH&ppt=None&ppn=None&ssid=dts53wzleo0000001722740870574&qH=532c28d5412dd75b
"OnePlus 11R 5G (Galactic Silver, 128 GB)","₹39,999","₹30,469",4.5,"8,230 Ratings",623 Reviews,8,128,6.7,50MP ,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP 5000 mAh BatteryDomestic warranty of 12 months on phone & 6 months on accessories,https://www.flipkart.com/oneplus-11r-5g-galactic-silver-128-gb/p/itmd8344a066fd54?pid=MOBGN3C4MWPDUDYZ&lid=LSTMOBGN3C4MWPDUDYZBSFPMH&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_35_832&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=9770f813-48da-4cd7-939f-911b29e051b0.MOBGN3C4MWPDUDYZ.SEARCH&ppt=None&ppn=None&ssid=p7kf2ktvow0000001722741186057&qH=532c28d5412dd75b
"Google Pixel 7 (Obsidian, 128 GB)","₹59,999","₹37,999",4.3,"15,052 Ratings","1,784 Reviews",8,128,6.3,50MP + 12MP,8 GB RAM | 128 GB ROM16.0 cm (6.3 inch) Full HD+ Display50MP + 12MP | 10.8MP  4270 mAh BatteryGoogle Tensor G2 Processor1 Year Domestic Warranty,https://www.flipkart.com/google-pixel-7-obsidian-128-gb/p/itm45d75002be0e7?pid=MOBGHW44NHFZJN6N&lid=LSTMOBGHW44NHFZJN6NCVAFHP&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_14_315&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=dd80a18a-9f82-4bfa-960a-80db3afe9abe.MOBGHW44NHFZJN6N.SEARCH&ppt=None&ppn=None&ssid=6mykcwd4ds0000001722740688058&qH=532c28d5412dd75b
"Google Pixel 7 (Obsidian, 128 GB)","₹59,999","₹37,999",4.3,"15,052 Ratings","1,784 Reviews",8,128,6.3,50MP + 12MP,8 GB RAM | 128 GB ROM16.0 cm (6.3 inch) Full HD+ Display50MP + 12MP | 10.8MP  4270 mAh BatteryGoogle Tensor G2 Processor1 Year Domestic Warranty,https://www.flipkart.com/google-pixel-7-obsidian-128-gb/p/itm45d75002be0e7?pid=MOBGHW44NHFZJN6N&lid=LSTMOBGHW44NHFZJN6NCVAFHP&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_17_407&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=39ba0398-6d9e-47e0-aca4-22d45906434c.MOBGHW44NHFZJN6N.SEARCH&ppt=None&ppn=None&ssid=zqswdpysuo0000001722740717927&qH=532c28d5412dd75b
"itel A70 | 5000 mAh Battery |13MP Dual  | Type C Charging (Field Green, 64 GB)","₹7,299","₹6,419",4.2,"1,356 Ratings",57 Reviews,4,64,6.56,13MP ,4 GB RAM | 64 GB ROM16.66 cm (6.56 inch) Display13MP 5000 mAh Battery1 year manufacturer Warranty,https://www.flipkart.com/itel-a70-5000-mah-battery-13mp-dual-rear-camera-type-c-charging-field-green-64-gb/p/itm6d8c14401ec68?pid=MOBGX8N2KHJGG5G9&lid=LSTMOBGX8N2KHJGG5G9S36KIB&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_214&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=725dd553-d92b-4657-8633-45a32b561a5d.MOBGX8N2KHJGG5G9.SEARCH&ppt=None&ppn=None&ssid=ms6kq9hjlc0000001722740588468&qH=532c28d5412dd75b
"OPPO A3 Pro 5G (Moonlight Purple, 256 GB)","₹22,999","₹19,999",4.2,357 Ratings,17 Reviews,8,256,6.67,50MP + 2MP,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 2MP | 8MP  5100 mAh BatteryDimensity 6300 5G Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/oppo-a3-pro-5g-moonlight-purple-256-gb/p/itmc5f69a7aac2a1?pid=MOBHFHC5ZD4FCG9U&lid=LSTMOBHFHC5ZD4FCG9UKR3WKF&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_22_519&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=c48ec8ef-3b50-446c-9c01-9d98cc22aae7.MOBHFHC5ZD4FCG9U.SEARCH&ppt=None&ppn=None&ssid=wpllg0m1e80000001722740819143&qH=532c28d5412dd75b
LAVA A3 Vibe DS Keypad Mobile| 1750 mAh Battery|Expandable Storage 32GB,"₹1,649","₹1,208",4.1,"1,536 Ratings",97 Reviews,NIL,NIL,1.77,3MP ,4 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Display0.3MP  | 0.3MP  1750 mAh Battery1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,https://www.flipkart.com/lava-a3-vibe-ds-keypad-mobile-1750-mah-battery-expandable-storage-32gb/p/itmbb2b1e77c19d4?pid=MOBGRHR52V5CXFWF&lid=LSTMOBGRHR52V5CXFWF89HRBG&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_209&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=725dd553-d92b-4657-8633-45a32b561a5d.MOBGRHR52V5CXFWF.SEARCH&ppt=None&ppn=None&ssid=ms6kq9hjlc0000001722740588468&qH=532c28d5412dd75b
"realme 13 Pro 5G (Emerald Green, 256 GB)","₹30,999","₹28,999",4.1,54 Ratings,2 Reviews,8,256,6.7,50MP + 8MP,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP  5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-13-pro-5g-emerald-green-256-gb/p/itmf7360eb52d883?pid=MOBH32GA54AHG82H&lid=LSTMOBH32GA54AHG82HAJZBWV&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_23_536&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=4fb6cf50-758a-4f55-8b85-3f2ab237e5bd.MOBH32GA54AHG82H.SEARCH&ppt=None&ppn=None&ssid=kkil1pey0g0000001722740828920&qH=532c28d5412dd75b
"realme 13 Pro 5G (Emerald Green, 128 GB)","₹28,999","₹26,999",4.1,54 Ratings,2 Reviews,8,128,6.7,50MP + 8MP,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP  5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-13-pro-5g-emerald-green-128-gb/p/itmf7360eb52d883?pid=MOBH32GAGWVMUFQV&lid=LSTMOBH32GAGWVMUFQV87J1O9&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_23_542&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=4fb6cf50-758a-4f55-8b85-3f2ab237e5bd.MOBH32GAGWVMUFQV.SEARCH&ppt=None&ppn=None&ssid=kkil1pey0g0000001722740828920&qH=532c28d5412dd75b
"realme 13 Pro 5G (Emerald Green, 512 GB)","₹34,999","₹31,999",3.5,4 Ratings,1 Reviews,12,512,6.7,50MP + 8MP,12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP  5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-13-pro-5g-emerald-green-512-gb/p/itmf7360eb52d883?pid=MOBH32GA7AFVEE93&lid=LSTMOBH32GA7AFVEE938WTKLP&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_29_686&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=0ea38224-600f-42ab-b0b4-f4b2cd2248e8.MOBH32GA7AFVEE93.SEARCH&ppt=None&ppn=None&ssid=p7yng8vnm80000001722740921399&qH=532c28d5412dd75b
"SAMSUNG Galaxy S24 Ultra 5G (Titanium Black, 256 GB)","₹1,34,999","₹1,29,999",4.6,"1,896 Ratings",244 Reviews,12,256,6.8,200MP + 50MP,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 50MP + 12MP + 10MP | 12MP  5000 mAh BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s24-ultra-5g-titanium-black-256-gb/p/itm7d3b6b5d0f501?pid=MOBGX2F3QGZYYZAK&lid=LSTMOBGX2F3QGZYYZAKNETZ3C&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_18_432&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=a28eb9a4-352b-49c0-be0d-5060ddb12790.MOBGX2F3QGZYYZAK.SEARCH&ppt=None&ppn=None&ssid=bk1y3d5za80000001722740727684&qH=532c28d5412dd75b
"IQOO Z9 5G (Graphene Blue, 256 GB)","₹26,999","₹21,994",4.4,"1,767 Ratings",91 Reviews,8,256,6.67,50MP ,8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP 5000 mAh Battery1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/iqoo-z9-5g-graphene-blue-256-gb/p/itm4bdb51f6a3f34?pid=MOBGZFGU4ZZGP98A&lid=LSTMOBGZFGU4ZZGP98AN6BM2G&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_19_454&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=90e8fc8d-099d-4d12-a0f7-628cd75f4d8a.MOBGZFGU4ZZGP98A.SEARCH&ppt=None&ppn=None&ssid=qcgf5w9p280000001722740737366&qH=532c28d5412dd75b
"POCO X6 5G (Snowstorm White, 512 GB)","₹27,999","₹21,999",4.3,"3,602 Ratings",383 Reviews,12,512,6.67,64MP + 8MP,12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP  5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-x6-5g-snowstorm-white-512-gb/p/itm702c7cefff09f?pid=MOBGWMGBEXPKZSRG&lid=LSTMOBGWMGBEXPKZSRGOI3Z67&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_16_364&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=cb5ae6c7-859c-41b8-9e43-35c7ab7806a4.MOBGWMGBEXPKZSRG.SEARCH&ppt=None&ppn=None&ssid=uevogxe8f40000001722740708138&qH=532c28d5412dd75b
"POCO X6 5G (Snowstorm White, 256 GB)","₹24,999","₹18,999",4.2,"12,632 Ratings","1,510 Reviews",8,256,6.67,64MP + 8MP,8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP  5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-x6-5g-snowstorm-white-256-gb/p/itm705116870e629?pid=MOBGWMGBGPMDMYQZ&lid=LSTMOBGWMGBGPMDMYQZ4WOBZ7&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_19_453&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=90e8fc8d-099d-4d12-a0f7-628cd75f4d8a.MOBGWMGBGPMDMYQZ.SEARCH&ppt=None&ppn=None&ssid=qcgf5w9p280000001722740737366&qH=532c28d5412dd75b
"POCO X6 5G (Snowstorm White, 256 GB)","₹24,999","₹18,999",4.2,"12,632 Ratings","1,510 Reviews",8,256,6.67,64MP + 8MP,8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP  5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-x6-5g-snowstorm-white-256-gb/p/itm705116870e629?pid=MOBGWMGBGPMDMYQZ&lid=LSTMOBGWMGBGPMDMYQZ4WOBZ7&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_20_464&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=558a2300-bac0-4cea-abc7-1ddd2671d6eb.MOBGWMGBGPMDMYQZ.SEARCH&ppt=None&ppn=None&ssid=s5zkw3cwog0000001722740747103&qH=532c28d5412dd75b
"POCO X6 5G (Snowstorm White, 256 GB)","₹26,999","₹20,999",4.3,"3,602 Ratings",383 Reviews,12,256,6.67,64MP + 8MP,12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP  5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-x6-5g-snowstorm-white-256-gb/p/itmc37da758e10c1?pid=MOBGWMGBW4DQE3MK&lid=LSTMOBGWMGBW4DQE3MKS9JJIF&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_38_890&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=765a54b8-d439-4d77-aee5-71394f38dd08.MOBGWMGBW4DQE3MK.SEARCH&ppt=None&ppn=None&ssid=dx7tveavpc0000001722741238501&qH=532c28d5412dd75b
"realme P1 5G (Phoenix Red, 128 GB)","₹20,999","₹15,999",4.3,"22,564 Ratings","1,429 Reviews",6,128,6.67,50MP + 2MP,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP  5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-p1-5g-phoenix-red-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BXSENZRV3&lid=LSTMOBGYQ6BXSENZRV35OQT6P&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_2_47&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=d67ff0de-936b-4735-9a4f-5e428c1ed8f7.MOBGYQ6BXSENZRV3.SEARCH&ppt=None&ppn=None&ssid=rdrwipk0680000001722740530447&qH=532c28d5412dd75b
"realme P1 5G (Phoenix Red, 128 GB)","₹21,999","₹16,999",4.3,"11,376 Ratings",641 Reviews,8,128,6.67,50MP + 2MP,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP  5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-p1-5g-phoenix-red-128-gb/p/itmae4447062b5b5?pid=MOBGZSU4BBYYMSEV&lid=LSTMOBGZSU4BBYYMSEVEEHYG2&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_2_48&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=d67ff0de-936b-4735-9a4f-5e428c1ed8f7.MOBGZSU4BBYYMSEV.SEARCH&ppt=None&ppn=None&ssid=rdrwipk0680000001722740530447&qH=532c28d5412dd75b
"realme P1 5G (Phoenix Red, 128 GB)","₹20,999","₹15,999",4.3,"22,564 Ratings","1,429 Reviews",6,128,6.67,50MP + 2MP,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP  5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-p1-5g-phoenix-red-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BXSENZRV3&lid=LSTMOBGYQ6BXSENZRV35OQT6P&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_3_50&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=696975f6-69ed-4d18-aa40-f0b1a0a1a5d7.MOBGYQ6BXSENZRV3.SEARCH&ppt=None&ppn=None&ssid=mv899f16ds0000001722740540041&qH=532c28d5412dd75b
"POCO F6 5G (Titanium, 256 GB)","₹33,999","₹27,999",4.2,"2,043 Ratings",204 Reviews,8,256,6.67,8MP | 20MP  ,8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP | 20MP  5000 mAh Battery8s Gen3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-f6-5g-titanium-256-gb/p/itme731d9a334947?pid=MOBHYUZGBKPPKU5A&lid=LSTMOBHYUZGBKPPKU5ANRTMEK&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_14_336&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=dd80a18a-9f82-4bfa-960a-80db3afe9abe.MOBHYUZGBKPPKU5A.SEARCH&ppt=None&ppn=None&ssid=6mykcwd4ds0000001722740688058&qH=532c28d5412dd75b
"POCO F6 5G (Titanium, 256 GB)","₹33,999","₹27,999",4.2,"2,043 Ratings",204 Reviews,8,256,6.67,8MP | 20MP  ,8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP | 20MP  5000 mAh Battery8s Gen3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-f6-5g-titanium-256-gb/p/itme731d9a334947?pid=MOBHYUZGBKPPKU5A&lid=LSTMOBHYUZGBKPPKU5ANRTMEK&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_18_424&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=a28eb9a4-352b-49c0-be0d-5060ddb12790.MOBHYUZGBKPPKU5A.SEARCH&ppt=None&ppn=None&ssid=bk1y3d5za80000001722740727684&qH=532c28d5412dd75b
"POCO F6 5G (Titanium, 512 GB)","₹37,999","₹31,999",4.2,"1,456 Ratings",155 Reviews,12,512,6.67,8MP | 20MP  ,12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP | 20MP  5000 mAh Battery8s Gen3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-f6-5g-titanium-512-gb/p/itm4a6db9b06c16b?pid=MOBHYUZGH9SWZZJE&lid=LSTMOBHYUZGH9SWZZJE6BXMW8&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_27_631&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=dbd38b08-ecba-427d-9d6b-d5d54bfd6008.MOBHYUZGH9SWZZJE.SEARCH&ppt=None&ppn=None&ssid=876o94qc000000001722740860786&qH=532c28d5412dd75b
"Xiaomi 14 CIVI (Cruise Blue, 256 GB)","₹54,999","₹42,999",4.2,570 Ratings,87 Reviews,8,256,6.55,50MP ,8 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Display50MP  | 32MP + 32MP Dual  4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/xiaomi-14-civi-cruise-blue-256-gb/p/itm34da1cf159d63?pid=MOBHFGU7WVYJPNEV&lid=LSTMOBHFGU7WVYJPNEVBSUPQH&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_19_444&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=90e8fc8d-099d-4d12-a0f7-628cd75f4d8a.MOBHFGU7WVYJPNEV.SEARCH&ppt=None&ppn=None&ssid=qcgf5w9p280000001722740737366&qH=532c28d5412dd75b
"Xiaomi 14 CIVI (Cruise Blue, 512 GB)","₹59,999","₹47,999",4.3,212 Ratings,24 Reviews,12,512,6.55,50MP ,12 GB RAM | 512 GB ROM16.64 cm (6.55 inch) Display50MP  | 32MP + 32MP Dual  4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/xiaomi-14-civi-cruise-blue-512-gb/p/itm21456ebc14d31?pid=MOBHFGU7P4NPRCCR&lid=LSTMOBHFGU7P4NPRCCRAEDANA&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_28_672&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=a1594a5d-c633-47d0-9807-41e59b640745.MOBHFGU7P4NPRCCR.SEARCH&ppt=None&ppn=None&ssid=dts53wzleo0000001722740870574&qH=532c28d5412dd75b
"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","₹17,990","₹11,895",4.2,"6,481 Ratings",346 Reviews,4,128,6.6,50MP + 50MP,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.76 cm (6.6 inch) Full HD Display50MP + 50MP | 13MP + 13MP Dual  6000 mAh BatterySamsung Exynos 1330 Processor1 year for handset and 6 month for accessories,https://www.flipkart.com/samsung-galaxy-m14-5g-berry-blue-128-gb/p/itm922004d76b4f7?pid=MOBGZWSWUGFFWCEB&lid=LSTMOBGZWSWUGFFWCEBHRPXYM&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_28_667&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=a1594a5d-c633-47d0-9807-41e59b640745.MOBGZWSWUGFFWCEB.SEARCH&ppt=None&ppn=None&ssid=dts53wzleo0000001722740870574&qH=532c28d5412dd75b
"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","₹17,990","₹12,888",4.2,"6,481 Ratings",346 Reviews,4,128,6.6,50MP + 50MP,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.76 cm (6.6 inch) Full HD Display50MP + 50MP | 13MP + 13MP Dual  6000 mAh BatterySamsung Exynos 1330 Processor1 year for handset and 6 month for accessories,https://www.flipkart.com/samsung-galaxy-m14-5g-berry-blue-128-gb/p/itm922004d76b4f7?pid=MOBGZWSWUGFFWCEB&lid=LSTMOBGZWSWUGFFWCEBI4BYIW&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_34_799&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=557d98a5-a22e-4864-bc3b-dae6ed7a1103.MOBGZWSWUGFFWCEB.SEARCH&ppt=None&ppn=None&ssid=q32dpcnki80000001722741176360&qH=532c28d5412dd75b
"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","₹18,990","₹14,990",4.2,"24,580 Ratings","1,539 Reviews",6,128,6.6,50MP ,6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP 6000 mAh Battery1 year for handset and 6 month for accessories,https://www.flipkart.com/samsung-galaxy-m14-5g-berry-blue-128-gb/p/itm39c20bb68ff35?pid=MOBGRUFMNGFUK2AF&lid=LSTMOBGRUFMNGFUK2AFVXF5YE&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_34_808&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=557d98a5-a22e-4864-bc3b-dae6ed7a1103.MOBGRUFMNGFUK2AF.SEARCH&ppt=None&ppn=None&ssid=q32dpcnki80000001722741176360&qH=532c28d5412dd75b
"itel Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support (Meadow Green, 32 GB)","₹6,799","₹5,749",4,727 Ratings,19 Reviews,2,32,6.6,3MP | 2MP  ,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB16.76 cm (6.6 inch) HD+ Display5MP + 0.3MP | 2MP  4000 mAh BatteryUnisoc SC9863A1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/itel-aura-05i-leather-finish-4000-mah-battery-type-c-charging-support-meadow-green-32-gb/p/itm4f0cfc3340fac?pid=MOBGVG9VDHD7VTWT&lid=LSTMOBGVG9VDHD7VTWTQ79SI6&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_22_528&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=c48ec8ef-3b50-446c-9c01-9d98cc22aae7.MOBGVG9VDHD7VTWT.SEARCH&ppt=None&ppn=None&ssid=wpllg0m1e80000001722740819143&qH=532c28d5412dd75b
