id,name,now_cost,position,team,points_per_game,clean_sheets_per_90,red_cards,saves,own_goals,expected_goal_involvements_per_90,expected_assists,form_rank_type,influence_rank_type,expected_goal_involvements,now_cost_rank_type,expected_goals_conceded,expected_assists_per_90,penalties_saved,influence_rank,selected_rank_type,yellow_cards,goals_scored,creativity_rank,value_season,expected_goals,points_per_game_rank,web_name,goals_conceded_per_90,ict_index_rank,bps,ict_index_rank_type,corners_and_indirect_freekicks_order,form_rank,clean_sheets,ep_next,direct_freekicks_order,penalties_missed,selected_by_percent,influence,threat_rank_type,threat,creativity,saves_per_90,status,total_points,starts,minutes,ict_index,threat_rank,expected_goals_per_90,news,goals_conceded,news_added,chance_of_playing_next_round,creativity_rank_type,assists,now_cost_rank,bonus,starts_per_90,points_per_game_rank_type,selected_rank,penalties_order,expected_goals_conceded_per_90
291,Wout Faes,40,DEF,Leicester,0.0,0.0,0,0,0,0.0,0.00,20,150,0.00,161,0.00,0.0,0,426,17,0,0,416,0.0,0.00,428,Faes,0.0,429,0,150,,34,0,0.5,,0,8.8,0.0,148,0.0,0.0,0.0,a,0,0,0,0.0,390,0.0,,0,,,150,0,535,0,0.0,149,45,,0.0
292,Michael Golding,45,MID,Leicester,0.0,0.0,0,0,0,0.0,0.00,51,211,0.00,248,0.00,0.0,0,513,201,0,0,510,0.0,0.00,513,Golding,0.0,514,0,211,,260,0,0.5,,0,0.1,0.0,210,0.0,0.0,0.0,a,0,0,0,0.0,504,0.0,,0,,,211,0,490,0,0.0,211,513,,0.0
293,Mads Hermansen,45,GKP,Leicester,0.0,0.0,0,0,0,0.0,0.00,51,62,0.00,35,0.00,0.0,0,498,32,0,0,497,0.0,0.00,500,Hermansen,0.0,501,0,62,,215,0,1.7,,0,0.7,0.0,52,0.0,0.0,0.0,a,0,0,0,0.0,484,0.0,,0,,,58,0,445,0,0.0,62,213,,0.0
294,Daniel Iversen,40,GKP,Leicester,0.0,0.0,0,0,0,0.0,0.00,13,43,0.00,50,0.00,0.0,0,422,28,0,0,412,0.0,0.00,424,Iversen,0.0,425,0,43,,30,0,0.5,,0,1.0,0.0,14,0.0,0.0,0.0,a,0,0,0,0.0,386,0.0,,0,,,30,0,531,0,0.0,43,181,,0.0
295,James Justin,45,DEF,Leicester,0.0,0.0,0,0,0,0.0,0.00,109,182,0.00,99,0.00,0.0,0,479,91,0,0,475,0.0,0.00,481,Justin,0.0,482,0,182,,161,0,1.4,,0,0.5,0.0,182,0.0,0.0,0.0,a,0,0,0,0.0,460,0.0,,0,,,182,0,391,0,0.0,181,246,,0.0
296,Victor Kristiansen,45,DEF,Leicester,0.0,0.0,0,0,0,0.0,0.00,142,188,0.00,132,0.00,0.0,0,500,163,0,0,499,0.0,0.00,502,Kristiansen,0.0,503,0,188,,222,0,1.4,,0,0.2,0.0,188,0.0,0.0,0.0,a,0,0,0,0.0,486,0.0,,0,,,188,0,452,0,0.0,187,410,,0.0
297,Wanya Marçal-Madivádua,45,MID,Leicester,0.0,0.0,0,0,0,0.0,0.00,20,199,0.00,217,0.00,0.0,0,496,212,0,0,495,0.0,0.00,498,Marcal,0.0,499,0,200,,210,0,0.5,,0,0.1,0.0,193,0.0,0.0,0.0,a,0,0,0,0.0,482,0.0,,0,,,200,0,440,0,0.0,200,525,,0.0
298,Stephy Mavididi,55,MID,Leicester,0.0,0.0,0,0,0,0.0,0.00,168,241,0.00,66,0.00,0.0,0,554,46,0,0,553,0.0,0.00,553,Mavididi,0.0,554,0,241,1.0,439,0,1.5,1.0,0,1.5,0.0,241,0.0,0.0,0.0,a,0,0,0,0.0,553,0.0,,0,,,241,0,112,0,0.0,241,145,3.0,0.0
299,Kasey McAteer,50,MID,Leicester,0.0,0.0,0,0,0,0.0,0.00,132,232,0.00,173,0.00,0.0,0,538,182,0,0,537,0.0,0.00,538,McAteer,0.0,539,0,232,,379,0,1.0,,0,0.1,0.0,232,0.0,0.0,0.0,a,0,0,0,0.0,535,0.0,,0,,,232,0,270,0,0.0,232,493,,0.0
300,Wilfred Ndidi,50,MID,Leicester,0.0,0.0,0,0,0,0.0,0.00,96,224,0.00,137,0.00,0.0,0,528,132,0,0,527,0.0,0.00,528,Ndidi,0.0,529,0,224,,324,0,1.0,,0,0.2,0.0,224,0.0,0.0,0.0,a,0,0,0,0.0,525,0.0,,0,,,224,0,215,0,0.0,224,404,,0.0
301,Caleb Okoli,40,DEF,Leicester,0.0,0.0,0,0,0,0.0,0.00,35,161,0.00,176,0.00,0.0,0,445,111,0,0,436,0.0,0.00,446,Okoli,0.0,448,0,161,,58,0,0.5,,0,0.4,0.0,160,0.0,0.0,0.0,a,0,0,0,0.0,411,0.0,,0,,,161,0,559,0,0.0,159,296,,0.0
302,Ricardo Barbosa Pereira,45,DEF,Leicester,0.0,0.0,0,0,0,0.0,0.00,74,174,0.00,64,0.00,0.0,0,467,97,0,0,462,0.0,0.00,468,Ricardo,0.0,470,0,174,,115,0,1.4,,0,0.5,0.0,174,0.0,0.0,0.0,a,0,0,0,0.0,443,0.0,,0,,,174,0,345,0,0.0,172,259,,0.0
303,Harry Souttar,40,DEF,Leicester,0.0,0.0,0,0,0,0.0,0.00,15,145,0.00,156,0.00,0.0,0,418,119,0,0,408,0.0,0.00,420,Souttar,0.0,421,0,145,,26,0,0.5,,0,0.3,0.0,143,0.0,0.0,0.0,a,0,0,0,0.0,382,0.0,,0,,,145,0,527,0,0.0,144,316,,0.0
304,Jakub Stolarczyk,40,GKP,Leicester,0.0,0.0,0,0,0,0.0,0.00,20,49,0.00,57,0.00,0.0,0,437,59,0,0,428,0.0,0.00,439,Stolarczyk,0.0,440,0,49,,48,0,0.0,,0,0.2,0.0,21,0.0,0.0,0.0,i,0,0,0,0.0,402,0.0,Ankle injury - Expected back 25 Jan,0,2024-07-25T11:00:04.015354Z,0.0,37,0,549,0,0.0,49,395,,0.0
305,Luke Thomas,40,DEF,Leicester,0.6,0.0,0,0,0,0.07,0.18,25,117,0.71,166,21.70,0.02,0,311,75,3,0,301,1.8,0.53,401,Thomas,2.85,324,80,113,,41,0,0.5,,0,0.7,127.8,89,64.0,53.9,0.0,a,7,11,916,24.7,266,0.05,,29,,,109,0,542,0,1.08,133,212,,2.13
306,Jamie Vardy,55,FWD,Leicester,0.0,0.0,0,0,0,0.0,0.00,29,59,0.00,29,0.00,0.0,0,552,11,0,0,551,0.0,0.00,551,Vardy,0.0,552,0,59,,427,0,1.2,,0,6.4,0.0,59,0.0,0.0,0.0,a,0,0,0,0.0,549,0.0,,0,,,59,0,100,0,0.0,59,64,1.0,0.0
307,Jannik Vestergaard,40,DEF,Leicester,0.0,0.0,0,0,0,0.0,0.00,3,137,0.00,144,0.00,0.0,0,405,45,0,0,394,0.0,0.00,407,Vestergaard,0.0,408,0,137,,8,0,0.5,,0,2.1,0.0,134,0.0,0.0,0.0,a,0,0,0,0.0,367,0.0,,0,,,137,0,509,0,0.0,136,127,,0.0
308,Danny Ward,40,GKP,Leicester,0.0,0.0,0,0,0,0.0,0.00,6,37,0.00,43,0.00,0.0,0,407,19,0,0,396,0.0,0.00,409,Ward,0.0,410,0,37,,10,0,0.5,,0,2.7,0.0,7,0.0,0.0,0.0,a,0,0,0,0.0,369,0.0,,0,,,23,0,511,0,0.0,37,117,,0.0
309,Harry Winks,45,MID,Leicester,0.0,0.0,0,0,0,0.0,0.00,4,190,0.00,201,0.00,0.0,0,470,11,0,0,465,0.0,0.00,472,Winks,0.0,473,0,191,,124,0,0.5,,0,10.8,0.0,183,0.0,0.0,0.0,a,0,0,0,0.0,448,0.0,,0,,,191,0,354,0,0.0,191,37,,0.0
570,Abdul Fatawu,55,MID,Leicester,0.0,0.0,0,0,0,0.0,0.00,199,252,0.00,97,0.00,0.0,0,571,78,0,0,571,0.0,0.00,571,A.Fatawu,0.0,571,0,252,,487,0,1.5,,0,0.5,0.0,252,0.0,0.0,0.0,a,0,0,0,0.0,571,0.0,,0,,,252,0,160,0,0.0,252,249,,0.0
310,Alisson Ramses Becker,55,GKP,Liverpool,3.8,0.29,0,83,0,0.0,0.00,61,11,0.00,2,35.21,0.0,0,60,7,1,0,348,19.5,0.00,57,A.Becker,1.07,207,575,11,,430,8,5.0,,0,10.9,671.2,61,0.0,10.4,2.96,a,107,28,2520,68.1,550,0.0,,30,,,7,0,103,9,1.0,6,36,,1.26
311,Trent Alexander-Arnold,70,DEF,Liverpool,4.4,0.33,0,0,0,0.36,5.84,191,28,8.62,1,27.96,0.24,0,83,6,6,3,10,17.4,2.78,27,Alexander-Arnold,1.17,41,590,2,1.0,545,8,5.0,1.0,0,20.8,601.8,16,237.0,1027.5,0.0,a,122,25,2153,186.8,134,0.12,,28,,,2,5,27,19,1.05,4,17,,1.17
312,Stefan Bajčetić Maquieira,45,MID,Liverpool,1.0,0.0,0,0,0,0.0,0.00,48,175,0.00,245,0.88,0.0,0,380,115,0,0,382,0.2,0.00,380,Bajcetic,7.2,392,3,181,,256,0,2.0,,0,0.3,7.8,209,0.0,0.3,0.0,a,1,0,25,0.8,503,0.0,,2,,,188,0,486,0,0.0,176,352,,3.17
313,Conor Bradley,50,DEF,Liverpool,4.5,0.36,0,0,1,0.26,1.24,174,95,2.15,40,7.47,0.15,0,259,72,2,1,168,10.0,0.91,25,Bradley,0.84,220,211,69,,398,3,3.4,,0,0.8,230.4,44,160.0,215.8,0.0,a,50,10,752,60.6,177,0.11,,7,,,39,3,289,7,1.2,2,200,,0.89
314,Fábio Freitas Gouveia Carvalho,50,MID,Liverpool,0.0,0.0,0,0,0,0.0,0.00,117,230,0.00,158,0.00,0.0,0,535,200,0,0,534,0.0,0.00,535,Carvalho,0.0,536,0,230,,356,0,2.5,,0,0.1,0.0,230,0.0,0.0,0.0,a,0,0,0,0.0,532,0.0,,0,,,230,0,247,0,0.0,230,512,,0.0
315,Bobby Clark,45,MID,Liverpool,1.0,0.0,0,0,0,0.16,0.01,30,172,0.15,227,1.75,0.01,0,376,192,0,0,358,1.1,0.14,371,Clark,0.0,373,7,170,,233,0,2.0,,0,0.1,11.6,165,19.0,5.3,0.0,a,5,1,86,3.6,328,0.15,,0,,,173,0,463,0,1.05,169,504,,1.83
316,Darwin Núñez Ribeiro,75,FWD,Liverpool,3.7,0.27,0,0,0,0.91,4.37,63,10,20.60,9,25.33,0.19,0,66,10,9,11,76,17.6,16.23,69,Darwin,1.11,22,397,7,,564,6,3.3,,1,8.0,660.8,4,1223.0,439.1,0.0,a,132,22,2033,232.4,6,0.72,,25,,,7,11,22,9,0.97,15,51,3.0,1.12
317,Diogo Teixeira da Silva,75,MID,Liverpool,5.2,0.39,1,0,0,0.55,1.75,245,59,6.99,11,15.21,0.14,0,131,32,1,10,129,14.7,5.24,13,Diogo J.,0.87,85,328,55,,559,5,3.6,,0,3.2,483.8,24,639.0,290.2,0.0,a,110,14,1141,141.4,44,0.41,,11,,,85,7,17,7,1.1,10,101,,1.2
318,Ben Doak,45,MID,Liverpool,1.0,0.0,0,0,0,0.0,0.00,33,186,0.00,230,0.14,0.0,0,399,207,0,0,375,0.2,0.00,372,Doak,0.0,402,3,187,,237,0,2.0,,0,0.1,0.2,201,0.0,0.8,0.0,a,1,0,13,0.1,494,0.0,,0,,,182,0,467,0,0.0,170,519,,0.97
319,Harvey Elliott,55,MID,Liverpool,2.8,0.27,0,0,0,0.5,4.68,189,68,7.40,87,19.29,0.32,0,156,64,2,3,55,17.5,2.72,173,Elliott,0.88,88,402,58,6.0,471,4,3.0,,0,0.8,417.2,56,391.0,570.0,0.0,a,96,11,1330,137.5,86,0.18,,13,,,44,9,144,8,0.74,75,198,,1.31
320,Endo Wataru,50,MID,Liverpool,1.6,0.32,0,0,0,0.11,1.53,80,96,2.04,121,22.42,0.08,0,234,118,10,1,141,9.4,0.51,328,Endo,0.84,221,250,109,,303,6,2.5,,0,0.2,281.6,148,53.0,269.5,0.0,a,47,20,1714,60.1,283,0.03,,16,,,92,0,194,0,1.05,144,362,,1.18
321,Cody Gakpo,75,FWD,Liverpool,3.0,0.28,0,0,0,0.65,2.71,62,15,11.78,8,23.90,0.15,0,113,9,1,8,110,14.1,9.07,156,Gakpo,1.1,67,409,14,,562,5,3.3,,0,8.2,521.4,18,708.0,348.2,0.0,a,106,17,1633,157.1,38,0.5,,20,,,14,5,20,12,0.94,25,49,,1.32
322,Joe Gomez,50,DEF,Liverpool,2.4,0.36,0,0,0,0.1,1.07,155,80,2.09,21,27.08,0.05,0,216,82,5,0,113,15.2,1.02,217,Gomez,0.97,188,390,54,,309,7,3.4,,0,0.6,316.0,62,119.0,338.3,0.0,a,76,17,1772,77.7,215,0.05,,19,,,22,2,200,2,0.86,68,228,,1.38
323,Ryan Gravenberch,50,MID,Liverpool,1.7,0.24,0,0,0,0.28,1.35,127,120,3.43,168,15.05,0.11,0,282,165,0,1,164,9.0,2.08,318,Gravenberch,1.38,217,176,106,,372,3,2.5,,0,0.1,187.0,92,198.0,229.4,0.0,a,45,12,1110,61.5,156,0.17,,17,,,106,0,263,3,0.97,139,473,,1.22
324,Curtis Jones,55,MID,Liverpool,1.7,0.16,1,0,0,0.29,1.04,176,124,3.78,74,19.42,0.08,0,288,141,3,1,178,7.3,2.74,321,Jones,1.48,229,171,114,,452,2,3.0,,0,0.2,174.0,94,195.0,203.2,0.0,a,40,14,1156,57.0,158,0.21,,19,,,112,1,125,2,1.09,141,429,,1.51
325,Caoimhin Kelleher,45,GKP,Liverpool,3.4,0.2,0,28,0,0.0,0.01,43,25,0.01,27,10.33,0.0,0,243,41,0,0,353,7.6,0.00,87,Kelleher,1.1,318,198,25,,144,2,3.2,,0,0.4,261.2,44,0.0,10.0,2.8,a,34,10,900,27.0,453,0.0,,11,,,12,0,374,3,1.0,15,299,,1.03
326,Ibrahima Konaté,50,DEF,Liverpool,2.5,0.34,1,0,0,0.07,0.47,159,66,1.17,25,21.42,0.03,0,187,46,3,0,219,11.2,0.70,203,Konaté,1.09,226,315,70,,327,6,3.4,,0,2.0,357.4,83,87.0,139.9,0.0,a,56,17,1570,58.5,250,0.04,,19,,,67,0,218,2,0.97,62,128,,1.23
327,Luis Díaz,75,MID,Liverpool,3.8,0.24,0,0,0,0.57,4.73,247,32,16.81,13,35.22,0.16,0,81,19,3,8,24,18.9,12.08,60,Luis Díaz,1.13,13,413,9,,563,7,3.6,,0,7.0,613.0,3,1190.0,844.0,0.0,a,142,32,2625,264.6,7,0.41,,33,,,19,7,21,9,1.1,32,59,,1.21
328,Mohamed Salah,125,MID,Liverpool,6.6,0.28,0,0,0,1.01,7.47,255,6,28.36,1,32.22,0.27,0,9,3,2,18,22,16.9,20.89,4,M.Salah,1.07,4,621,4,,576,8,5.0,4.0,2,33.4,1033.8,1,1531.0,892.2,0.0,a,211,28,2531,346.0,2,0.74,,30,,,18,12,2,24,1.0,3,7,2.0,1.15
329,Alexis Mac Allister,65,MID,Liverpool,3.3,0.21,1,0,0,0.29,4.89,225,19,8.48,37,37.16,0.17,0,52,36,7,5,32,16.8,3.59,111,Mac Allister,1.18,59,512,42,5.0,529,6,3.3,,0,2.8,712.4,88,224.0,726.7,0.0,a,109,31,2600,166.2,142,0.12,,34,,,27,5,56,12,1.07,48,112,,1.29
330,James McConnell,45,MID,Liverpool,1.0,0.0,0,0,0,0.0,0.00,28,184,0.00,225,0.01,0.0,0,397,245,0,0,381,0.7,0.00,370,McConnell,0.0,401,8,186,,231,0,2.0,,0,0.0,1.0,197,0.0,0.4,0.0,a,3,0,3,0.1,490,0.0,,0,,,187,0,461,0,0.0,168,562,,0.3
331,Tyler Morton,45,MID,Liverpool,0.0,0.0,0,0,0,0.0,0.00,14,197,0.00,211,0.00,0.0,0,489,237,0,0,487,0.0,0.00,491,Morton,0.0,492,0,198,,194,0,2.0,,0,0.0,0.0,190,0.0,0.0,0.0,a,0,0,0,0.0,473,0.0,,0,,,198,0,424,0,0.0,198,554,,0.0
332,Nathaniel Phillips,40,DEF,Liverpool,0.0,0.0,0,0,0,0.0,0.00,17,147,0.00,158,0.00,0.0,0,420,149,0,0,410,0.0,0.00,422,N.Phillips,0.0,423,0,147,,28,0,2.0,,0,0.2,0.0,145,0.0,0.0,0.0,a,0,0,0,0.0,384,0.0,,0,,,147,0,529,0,0.0,146,381,,0.0
333,Jarell Quansah,45,DEF,Liverpool,2.9,0.15,0,0,0,0.09,0.19,132,75,1.23,122,14.28,0.01,0,203,80,1,2,294,10.9,1.04,162,Quansah,1.14,252,263,85,,196,2,2.9,,0,0.6,331.6,72,104.0,58.8,0.0,a,49,13,1188,49.4,233,0.08,,15,,,105,0,426,5,0.98,44,225,,1.08
334,Rhys Williams,40,DEF,Liverpool,0.0,0.0,0,0,0,0.0,0.00,21,151,0.00,162,0.00,0.0,0,427,139,0,0,417,0.0,0.00,429,R.Williams,0.0,430,0,151,,35,0,2.0,,0,0.2,0.0,149,0.0,0.0,0.0,a,0,0,0,0.0,391,0.0,,0,,,151,0,536,0,0.0,150,367,,0.0
335,Andrew Robertson,60,DEF,Liverpool,3.3,0.16,0,0,0,0.33,4.40,186,33,6.30,5,22.83,0.23,0,96,21,2,3,18,12.7,1.90,110,Robertson,1.17,50,463,4,2.0,493,3,4.2,,0,6.5,552.2,18,230.0,936.1,0.0,a,76,18,1689,171.9,137,0.1,,22,,,3,2,72,8,0.96,24,62,,1.22
336,Dominik Szoboszlai,65,MID,Liverpool,3.0,0.34,0,0,0,0.38,5.13,230,66,8.77,42,25.06,0.22,0,153,44,1,3,26,15.2,3.64,154,Szoboszlai,0.98,61,437,44,4.0,534,8,3.3,2.0,0,1.6,423.4,59,377.0,830.0,0.0,a,99,25,2102,162.8,93,0.16,,23,,,21,4,61,7,1.07,69,140,,1.07
337,Konstantinos Tsimikas,50,DEF,Liverpool,3.7,0.53,0,0,0,0.18,1.26,161,108,1.35,27,8.46,0.17,0,297,126,0,0,143,9.6,0.09,63,Tsimikas,0.93,262,201,90,3.0,333,4,3.4,,0,0.3,158.8,108,35.0,267.5,0.0,a,48,8,675,46.2,306,0.01,,7,,,33,3,224,4,1.07,11,327,,1.13
338,Sepp van den Berg,40,DEF,Liverpool,0.0,0.0,0,0,0,0.0,0.00,30,158,0.00,171,0.00,0.0,0,439,106,0,0,430,0.0,0.00,441,Van den Berg,0.0,442,0,158,,50,0,2.0,,0,0.4,0.0,156,0.0,0.0,0.0,a,0,0,0,0.0,404,0.0,,0,,,158,0,551,0,0.0,157,284,,0.0
339,Virgil van Dijk,60,DEF,Liverpool,3.2,0.25,1,0,0,0.11,1.04,185,2,3.92,4,45.72,0.03,0,22,13,3,2,195,19.5,2.88,127,Virgil,1.13,70,662,8,,492,9,4.2,3.0,0,11.4,911.2,1,449.0,176.3,0.0,a,117,36,3177,153.8,70,0.08,,40,,,51,2,71,8,1.02,30,34,,1.3
340,Manuel Akanji,55,DEF,Man City,3.7,0.39,1,0,0,0.12,1.79,181,36,3.56,15,25.72,0.06,0,104,35,2,2,123,20.4,1.77,64,Akanji,0.82,146,560,36,,457,11,3.8,,0,4.0,536.4,55,137.0,298.7,0.0,a,112,28,2512,97.4,199,0.06,,23,,,25,0,130,8,1.0,12,91,,0.92
341,Nathan Aké,55,DEF,Man City,3.4,0.26,0,0,0,0.16,1.14,179,50,3.61,13,21.14,0.05,0,148,39,0,2,180,18.0,2.47,93,Aké,0.88,162,483,45,,436,6,3.8,,0,3.1,447.2,14,249.0,197.7,0.0,a,99,24,2039,89.7,128,0.11,,20,,,44,3,109,6,1.06,18,106,,0.93
342,Bernardo Veiga de Carvalho e Silva,65,MID,Man City,4.3,0.35,0,0,0,0.4,8.05,213,17,11.59,25,26.40,0.28,0,46,37,8,6,15,21.7,3.54,31,Bernardo,0.91,25,604,17,4.0,516,10,3.3,,0,2.8,747.4,33,570.0,959.5,0.0,a,141,29,2576,228.0,53,0.12,,26,,,12,9,43,20,1.01,16,113,,0.92
343,Oscar Bobb,50,MID,Man City,2.1,0.31,0,0,0,0.8,1.10,136,139,2.60,177,2.91,0.34,0,321,131,0,1,214,6.0,1.50,268,Bobb,1.53,293,112,134,,385,1,2.5,,0,0.2,105.4,123,107.0,147.1,0.0,a,30,2,294,36.0,229,0.46,,5,,,126,2,276,2,0.61,111,403,,0.89
344,Scott Carson,40,GKP,Man City,0.0,0.0,0,0,0,0.0,0.00,1,34,0.00,38,0.00,0.0,0,401,60,0,0,388,0.0,0.00,403,Carson,0.0,404,0,34,,1,0,2.0,,0,0.2,0.0,2,0.0,0.0,0.0,a,0,0,0,0.0,361,0.0,,0,,,18,0,502,0,0.0,34,413,,0.0
345,Kevin De Bruyne,95,MID,Man City,5.4,0.52,0,0,0,0.69,6.90,250,42,9.30,5,10.92,0.51,0,108,20,2,4,20,10.3,2.40,11,De Bruyne,0.59,43,415,29,1.0,571,7,4.2,1.0,0,6.9,527.6,52,406.0,901.1,0.0,a,98,15,1219,183.6,80,0.18,,8,,,16,10,6,11,1.11,8,60,4.0,0.81
346,Jérémy Doku,65,MID,Man City,3.4,0.06,0,0,0,0.48,5.85,229,46,8.42,41,16.21,0.33,0,112,31,3,3,42,15.1,2.57,97,Doku,1.08,35,391,24,,533,1,3.3,,0,3.3,524.2,11,875.0,640.2,0.0,a,98,18,1585,203.9,22,0.15,,19,,,37,10,60,13,1.02,44,99,,0.92
347,Ederson Santana de Moraes,55,GKP,Man City,3.4,0.36,0,57,0,0.0,0.03,62,14,0.03,3,27.43,0.0,0,97,11,5,0,354,20.4,0.00,91,Ederson M.,0.87,233,569,14,,433,11,5.0,,0,5.9,551.8,62,0.0,10.0,1.84,a,112,33,2785,56.0,552,0.0,,27,,,13,0,106,5,1.07,17,68,,0.89
348,Phil Foden,95,MID,Man City,6.6,0.44,0,0,0,0.54,6.95,251,2,17.12,6,28.51,0.22,0,3,5,2,19,6,24.2,10.17,3,Foden,0.85,3,866,3,3.0,572,14,4.2,,0,32.7,1154.8,4,1172.0,1157.8,0.0,a,230,33,2860,348.8,8,0.32,,27,,,6,8,7,31,1.04,2,9,,0.9
349,Jack Grealish,65,MID,Man City,2.5,0.27,0,0,0,0.44,2.69,211,107,4.86,23,12.58,0.24,0,254,82,6,3,92,7.7,2.17,207,Grealish,1.17,157,199,80,,514,3,3.3,,0,0.5,240.4,77,295.0,384.1,0.0,a,50,10,998,91.9,115,0.2,,13,,,66,1,41,6,0.9,86,257,,1.13
350,Joško Gvardiol,60,DEF,Man City,4.4,0.35,0,0,0,0.2,2.09,189,35,5.23,8,23.88,0.08,0,101,2,3,4,105,20.5,3.14,26,Gvardiol,0.89,94,549,13,,508,9,4.2,,0,32.0,544.4,3,389.0,362.2,0.0,a,123,26,2327,129.7,88,0.12,,23,,,20,2,87,12,1.01,3,10,,0.92
351,Erling Haaland,150,FWD,Man City,7.0,0.39,0,0,0,1.12,2.18,68,1,31.75,1,25.65,0.08,0,5,3,1,27,100,14.5,29.57,2,Haaland,0.88,9,792,1,,577,11,5.0,3.0,1,34.3,1094.6,1,1581.0,367.2,0.0,a,217,29,2553,303.3,1,1.04,,25,,,12,8,1,29,1.02,1,6,1.0,0.9
352,Julián Álvarez,70,FWD,Man City,4.4,0.41,0,0,0,0.65,6.28,57,9,19.35,15,25.52,0.21,0,49,18,2,11,13,22.6,13.07,29,J.Alvarez,0.82,11,662,3,2.0,553,12,3.2,2.0,0,3.2,737.0,8,992.0,1005.2,0.0,a,158,31,2644,273.3,16,0.44,,24,,,1,11,35,17,1.06,8,102,3.0,0.87
353,João Cavaco Cancelo,55,DEF,Man City,0.0,0.0,0,0,0,0.0,0.00,178,191,0.00,12,0.00,0.0,0,553,63,0,0,552,0.0,0.00,552,João Cancelo,0.0,553,0,191,,432,0,3.8,,0,1.2,0.0,191,0.0,0.0,0.0,a,0,0,0,0.0,551,0.0,,0,,,191,0,105,0,0.0,190,170,,0.0
354,Mateo Kovačić,55,MID,Man City,2.0,0.53,0,0,0,0.17,1.66,161,100,2.90,59,13.55,0.1,0,241,129,4,1,102,10.7,1.24,283,Kovačić,0.82,193,316,98,,424,9,3.0,,0,0.2,265.0,114,129.0,365.9,0.0,a,59,16,1539,76.0,207,0.07,,14,,,72,0,97,2,0.94,122,401,,0.79
355,Rico Lewis,45,DEF,Man City,3.2,0.45,0,0,0,0.21,1.25,140,110,1.88,130,8.73,0.14,0,301,130,1,2,182,11.6,0.63,116,Lewis,1.01,264,215,92,,220,4,2.9,,0,0.3,148.0,66,114.0,195.9,0.0,a,52,8,804,45.8,221,0.07,,9,,,46,0,450,2,0.9,26,347,,0.98
356,Matheus Luiz Nunes,50,MID,Man City,1.7,0.22,1,0,0,0.29,1.71,133,131,2.60,174,10.39,0.19,0,302,232,0,0,166,6.4,0.89,319,Matheus N.,1.41,248,118,119,,381,2,2.5,,0,0.0,146.0,104,150.0,221.3,0.0,a,32,9,831,51.8,187,0.1,,13,,,108,2,272,1,0.97,140,548,,1.13
357,James McAtee,50,MID,Man City,2.5,0.1,0,0,0,0.26,2.16,121,85,5.14,162,39.34,0.11,0,202,241,2,3,89,15.4,2.98,204,McAtee,3.22,128,259,76,,364,2,2.5,,0,0.0,333.8,69,333.0,394.4,0.0,a,77,20,1815,106.0,105,0.15,,65,,,64,4,255,0,0.99,84,558,,1.95
358,Stefan Ortega Moreno,55,GKP,Man City,2.4,0.14,0,20,0,0.0,0.00,60,28,0.00,1,7.17,0.0,0,290,21,0,0,550,4.0,0.00,222,Ortega Moreno,1.0,337,114,28,,421,1,5.0,,0,2.2,171.2,60,0.0,0.0,2.85,a,22,5,632,17.3,548,0.0,,7,,,62,0,94,2,0.71,30,125,,1.02
359,Kalvin Phillips,50,MID,Man City,0.8,0.0,1,0,0,0.08,0.11,77,162,0.33,118,10.75,0.03,0,360,230,1,0,330,2.0,0.22,397,Phillips,2.97,362,27,163,,300,0,2.5,,0,0.1,35.6,159,31.0,23.3,0.0,a,10,3,394,9.1,309,0.05,,13,,,164,0,191,0,0.69,187,546,,2.46
360,Rodrigo 'Rodri' Hernandez,65,MID,Man City,4.7,0.43,1,0,0,0.31,6.15,222,5,10.14,34,29.89,0.19,0,8,15,8,8,21,24.5,3.99,21,Rodrigo,0.8,17,737,13,,526,14,3.3,,0,7.5,1043.8,41,484.0,894.8,0.0,a,159,34,2931,242.3,65,0.12,,26,,,17,10,53,19,1.04,14,55,,0.92
361,Rúben Gato Alves Dias,55,DEF,Man City,2.9,0.32,0,0,1,0.12,1.93,180,29,3.31,14,25.12,0.07,0,86,40,0,0,172,16.0,1.38,165,Rúben,0.99,138,513,31,,445,9,3.8,,0,3.0,578.4,21,225.0,208.5,0.0,a,88,28,2557,101.5,141,0.05,,28,,,41,0,118,3,0.99,45,108,,0.88
362,John Stones,55,DEF,Man City,3.3,0.42,0,0,0,0.12,0.40,176,103,1.46,10,12.27,0.03,0,280,42,2,1,230,9.6,1.06,107,Stones,0.76,285,239,101,,426,5,3.8,,0,2.7,188.4,86,70.0,128.4,0.0,a,53,12,1061,38.7,257,0.09,,9,,,70,0,99,3,1.02,23,116,,1.04
363,Kyle Walker,55,DEF,Man City,3.8,0.33,0,0,0,0.11,3.20,175,44,3.60,9,28.61,0.1,0,139,16,2,0,59,22.4,0.40,56,Walker,0.94,115,633,23,,418,10,3.8,,0,9.1,465.4,58,126.0,534.1,0.0,a,123,30,2766,112.6,210,0.01,,29,,,9,5,91,13,0.98,10,44,,0.93
571,Sávio 'Savinho' Moreira de Oliveira,65,MID,Man City,0.0,0.0,0,0,0,0.0,0.00,236,255,0.00,48,0.00,0.0,0,576,77,0,0,576,0.0,0.00,576,Sávio,0.0,576,0,255,,541,0,3.3,,0,0.5,0.0,255,0.0,0.0,0.0,a,0,0,0,0.0,576,0.0,,0,,,255,0,68,0,0.0,255,244,,0.0
