"Position","Job Title","Company Name","Location","Salary","Date","Logo","Job Link","Company Rating"
153,"Vice President, Data Science","Insurity
3.7","Remote","$220K - $283K (Employer est.)","6d","https://media.glassdoor.com/sql/155115/insurity-squareLogo-1626619861165.png","https://www.glassdoor.com/partner/jobListing.htm?pos=603&ao=1110586&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&cs=1_7e008458&cb=1718615860298&jobListingId=1009317458983&cpc=654405A9B1E0A9F5&jrtk=5-yul1-0-1i0inpolhg0nn800-920c3cdc45d95c91---6NYlbfkN0C2YNyQh3GFAwQ-dyuiZmvfa2S_250bNGRBUZFpswMPsXcMcw7j4OwuCwot0f7_3CQA5MKSAo_88Z8vLTM5ugP0iJ59i9z54VS_ADgXxdO7Xcy9_lVSXIfCKEYiSipyWzGMclTBZZpI3a2moRNOSBYXpFxv559dR-bTRXXzqkrZ5zXQTpSNYoNSVyLjlGP0OS9DwVunvV0oLYgxkEq3c9dxGfu9tSyke01cgnGqy8Xe-BnZCSBMqptdwsn1tQ6DdliMWMZFUQTDTwRumOXdGVdwxjeMKWDY-FwX9aHMOf2bvRBWnK4E1pARjdaRgy_uh2Nbvzb2XnX04pS3Ic83YqOJmn_cPjWk2GxSv2Z2KLgIXDlkM8VgwlLETrmpVNUVIKjXSK42dMXbfU7zw_8Wu0jC3qPqKNA6sUuNHAMh9B0EI_gVAmWt5omsOykj1XGa8bI4lWI6cQjOheCw6m-iPL7vMY3NJ-EgpV-lTm-JASvC9LOdACgvF-hG1SbasEL5oqqf82TV6Rf7zfUtncRMRjaVAL74lPJBjXZlEHOQVe2DMT2HLt82CzotRSvPzHf6bhdRS-a4ffvtivyoZdTeorSdUl8OjHHEsYZNhlQa2q8uE60kLbc43v3H",3.7
154,"Principal Data Science","Discover Financial Services
3.9","Riverwoods, IL","$127K - $177K (Employer est.)","12d","https://media.glassdoor.com/sql/13990/discover-squarelogo.png","https://www.glassdoor.com/partner/jobListing.htm?pos=604&ao=1110586&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&cs=1_feab06e5&cb=1718615860299&jobListingId=1009309309262&cpc=FB7E4A1762AE5BEC&jrtk=5-yul1-0-1i0inpolhg0nn800-c588361b7196f38e---6NYlbfkN0D1-PRMn-5_GyGHMaSnYrWWU6esYt57cMor9hOdsTJc2eiz3jhIP5F6oEh7zn1FBCUVt9LRik_J2qYbxuwRA2ptgw95d1zjMk0Plw9Aey2Sgj_acbgU4CpZn65dzUG9ZCqfvCyxiPaYryLJo3iizywfJWUwRydQmXgrOcdtej22SzRENj1WiAD3-AZ5s9xnKP7Wbz5dONL585yyPVDtqPMSivGPdMS_cifJPOUAl3jIBNgrp4HPUg8Vm576Ajv0JMHo0xdy6JalyMuMSrH9OTGsXrdt2Tdp7TlIf0fwypX24ihvVpNd73c15TVqH0Ul06lT5QI_aQUZCX3Zl6FsjdWWityUWUcOsb44CMoJHeItFbV3TJBzsx94BGSN9EusuJn6lK8Qy5f1f8WgfgrWHUEpQvjbXN3pO4RzcWinzSSyxpCuwRVCvTaK0_3RAWIuQRXDiGCV7rZaRI8-ap_dyG-f0scICiieN1AJqaesaQx83JlIfRAebXP83VwVVxu50QkR7eZJWZTOahR_xlLUEZ7Wk_IjCQjCnRjSg6D9HguUoqLcOPPkVeoJwCyE0mIqn8yd9nNkDv1Jb1EOj-BGiNeRmApFXRIkc5qmlhHDflmKvL1GfYsucuq7QZwDyq1Ox9UEhe3HXBCSaA3vXmbcQKFGiPvsmBh6Xd87oKsuS3Fb1mDn-HrXU6QJ_OdHimUGM-aigAqY8rwPB8BZEw74qIZ9kcY44F8a_FrqY_WqHjXByHwJVuM3T-KlcvnLIb4UYsErRqR6Zoc7ezQEmV-o6qOaPjy7m9AjJtkFgp2HH-hHaxJyw1ii1O0tmuVru3mBzJMqpoqMq0KkNk-uHrcQLG_qqewzw3f19-ICWySyq1_gEeQZplo0YSshXQoFToF9mAJl05rRIaHVR2tBycrjaP5hi-ozp4XM3ZoHWKBi_6eE4I6oIkXgERK84naJiw7diOjqk9rtHtc4y2cyIxMiMJrK9F6CBHVatfbsav9W8zaphSIGTDZHUmKg5zevVQiPmElzmJI-ENIka1JoWNqWRD7jcRJ438lRsbnxdbixNWqz6ORmysEt_qfopf16D_laG9YmC7jEJQkoFGBeoS_ekTctPpuYpKA-7_3baWmiQQ8DVyB8SESs7JRSVwWiv5NZD8r7FxNFWQPdGVu6A3ZalhHD",3.9
155,"Field Data Collector (PPC)","Mathematica Policy Research
3.9","Selma, AL","$20.00 Per Hour (Employer est.)","30d+","https://media.glassdoor.com/sql/241439/mathematica-policy-research-squarelogo-1556801621692.png","https://www.glassdoor.com/partner/jobListing.htm?pos=605&ao=1110586&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_20256e85&cb=1718615860301&jobListingId=1009251375440&cpc=C4A69CCDBB3B9599&jrtk=5-yul1-0-1i0inpolhg0nn800-c5b7666bb36c3d5b---6NYlbfkN0AnoXQXttKXfKBW8rjgB1uZoV47Lh8J50K77TWgvimx-1HTO2BpfcMwGe-gCCJxCtRdHl6IiFMn7EHRxKtCX8JZYwd9lk4-PeZ7e-XqLYHEWe6RRB5LMFxZkaouEHnPRRGiUQbWrH5bUO8_UetqQSlMuKG55FHYn3APkQM2Zk6_PXDEY0w2xd7Y2LND7DUtfOoU_9FTI-T7xCJsd5e5UPJpudcykOvwuLETm414Bh_ho6I1KiCuyfG7ulD8TrPdjPOQxGEP0mVKKn-E0avoPSJkFxzVoCR_w0UtaX2erTb4HN73CdT1Ql-ft7uGDfKOa24U9t2PmurLQRDTxgtMueMgMWhOUOUp_qfeY2oJvrX2W7IPhx6fEMe77dQfXpBpxxSoddgB0C2KGXLI-X8N1Z7Uamd16SACLQu0mnOU_vp-JmqJMHvH00cV0i9BPrNh-BpO3A58jh_s_kKdcGUVwvljA7goZ9Gz80_15VP0mWG-3haUoxtuqxLSEo5TcvXmallppNsjbYODDunn4ir1Ar1WJhYT7IxLPVYURi3O0oLGYxfZnnrzQdWuthpTZr7YezW6WNEwkcvjIYlGBxCBB-CBq_NZ-h27-J0GeGUwKHL1cS8dKZ7VUfTA5XEI_rIhvow%3D",3.9
156,"Reliability, Availability and Serviceability Expert, Datacenter AI Products Development","NVIDIA
4.6","Santa Clara, CA","$188K - $357K (Employer est.)","30d+","https://media.glassdoor.com/sql/7633/nvidia-squareLogo-1672943582283.png","https://www.glassdoor.com/partner/jobListing.htm?pos=606&ao=1110586&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&cs=1_dbbe5b24&cb=1718615860299&jobListingId=1008981572149&cpc=FB7E4A1762AE5BEC&jrtk=5-yul1-0-1i0inpolhg0nn800-a2b39bf13f0bdf1d---6NYlbfkN0Ct1eYYw2bk7imXkZBzkvCztKeSwYw_6rMLV1-VTk7hZ8Dc-xSXHT910mj3hrg87_a3C4xLt8jIXZLJelxRpfcaHK3or3LFy9RxwlMJ6fg-vJWSdb_h1hxPWBgWIXzlWpX1WQA-TI96A5xKSmbFJwfubntEPQG_NQGL1s2YzHkLTOOwmGdbZMtYdRuPl_R2jyiqestxGlwjlwlf5bowagHxVYkw4IKGguRjIYz7MLssq4eU054vWkkrtNIK5F_uKUwzMeaxOnQjmGm9oRPj5G9V1tmTQhDYurZlSdtvLZ1tOHsfNmG-A6g4hd5E0yQeoXZGVDnYm5qi2XpHLbGneguyFbynwDqu7LtRlPa2c4BTkJ_SFXdvnqjt8t_31Ga4_IUuMVc4-OqFW9v7bgJmEv2emSEl_Nu8ODL9MdR4GLFu2Thni6OmhHqvFZ0U899hV0QuJcwNVM683f7e_jBpEYqEgaitRjejsn9mMS4e5vF3f_KS-qagumjrFo8gixFfvBrY88GLeM0qUmX4EtL6irIBIFyo_aRQZNnbcoQrgvLXiQha8Zh2WILh4XPnGZNh9rx-T2xqDX4CBZDTtCxcBGaQJfxI-iZE-raK57CO2UTT-Lochre4pV9ECEjUQA3GWLqhSg9UIAyV4_7IwtWbcI2hsFLQpI8pO5XNstgdC9uXaxgaxBY_DJoYx6oB8ES3V8LwIGyLAmjguggSMSpxzGlfcYfLENVa2jt9UBQSZMNOOnvWCOqBjtQ364_XQdmTY7CaePsS7fp-DY5yLeHLddFF",4.6
157,"Senior Machine Learning Engineer II","FIS Global
3.7","Seattle, WA","$151K - $198K (Glassdoor est.)","30d+","https://media.glassdoor.com/sql/313114/fis-squarelogo-1564670211435.png","https://www.glassdoor.com/partner/jobListing.htm?pos=607&ao=1110586&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&cs=1_e8aa8248&cb=1718615860300&jobListingId=1009181448820&cpc=FAE5E775D180B2FB&jrtk=5-yul1-0-1i0inpolhg0nn800-6af7fe2e05e2686a---6NYlbfkN0C7IBgv3pri4gguzEFGUjra9JYHOSLB4FghnW8L5jPFyCp6szTsc3zn5vnHU9ZiU-Ntl2_v3ed7-EvYujjkkOSZh4NR-tt8920rqXcYmEbMKtZOBohMjSAXZTsaanzg0pCBV25gR4A9_CZO0AtKxIuxaUnkma8lXHOJI17hg2fm3KxO3chb7_XdL6Jxnv38k2cjsbmsksgnVN4FVToZmLll3xgElgutb-GBTGKD-HCKSiyiwzNzAOJt-0m1X3Ex6vt18ZvGZy-m4VYFC16eO0bnCIHnqZSR310DHJiJ1AvdFDmzLnjuQfmSqdXNKY3mNR1x6T8u7K9cOdZr8HZPlWJq6_bKvtZkHyxS14mct0J3ui25rbMQbLE4aoULs1rX395VnC63Y7Gcorvz73wGNC4l23e9PbIumdQ8ZwW3qBertaR8IH52LLGD98hzwa-Vek18o_zynIdUC3CkkRo7rZ8Lv6coWZmQ4wObMvBYimNmKd8Bj0eZk-O46UpeD0vjCmJpiemJtizJzuOu_4jZPG-U9l5TwrcwycRxPhopOhtJh6_SZv_lkGt1g8ulVkOszYDKVbbIdNFr2cNLJerEyZ_pYbrxGXokgKHJQEElRjlI5uKZlCCjUZUrv5S7NqKUBpLsY-VtupP6rL8lC2sOzy2noLpIpWr24dgdwg1xZUbiR91IkA46HQzD1IzRTkO3SAt8kjdDDnkBjEIdioEkT9TNB05OB7Lafy-hDf1OudDjcb4oylu7hg6dEdbZBDKO3Bc%3D",3.7
158,"Back End Developer","Vital Edge Solutions
5.0","Remote","$120K - $130K (Employer est.)","27d","https://media.glassdoor.com/sql/4127042/vital-edge-solutions-squarelogo-1637847550022.png","https://www.glassdoor.com/partner/jobListing.htm?pos=608&ao=1110586&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d57652e4&cb=1718615860303&jobListingId=1009286887457&cpc=654405A9B1E0A9F5&jrtk=5-yul1-0-1i0inpolhg0nn800-c799291fe6deb565---6NYlbfkN0DdR8IiwcE8kSblw-EVKgvIUgdHCT6wf-oXcPofnQDT3vUOuzWidWz_PKKFQa7YsHF2xE_HrR4MZNf_XjOGCqhsRUOUWv0ypJrAWLk9sexawXTKqx0a2Sp3pcZAE1l2KCINyr1qqGGeHmO7i-QaP3acN_ycvno9FcJOyd2-JmBzlQA6wFhCL3evNNc0lKLiblPB8SLu_tUPivEiGlGe7JBqO-rkrvkEHe8aSdaJQEzBAQsUw_ty8Lv86r3c6YXqMUKFHuxbt4jfOeojYDcK6PsBikGDppJCzkMpqOwJpNUQSR4VYx-D1wnLscGBsxoD2H5WM5p7Ut9Ug80hkJPABIIiShnf_6wuSmuoWb2HLuSo4JPa13GvPurRH_jMfy3fgCMoVOJAHjr-wM3fuuMAolzL4l6mifQPSWaYJ1DpTlk3C7ANuY3iq1OTl4HnIXt2g1GbxSgHftzN8aj1kfVC4DUDlE6oRZkhLNHPHq_ib2s39TOvRtZTfw5x249EdtcNG0hfRxV60RWqRdnA_ZqbdHL3_pywIkVVdXp1YExiL8sP-oDdfRPG3_x3Y5Xe3Qk0An_g-WHzam1btGwIEimTkNiP72hiP1ggIis%3D",5
159,"Junior Data Analyst","CRC Management Co LLC
2.9","Rego Park, NY","$70K - $85K (Employer est.)","30d+","https://media.glassdoor.com/sql/1833173/laundry-capital-squarelogo-1508300914881.png","https://www.glassdoor.com/partner/jobListing.htm?pos=609&ao=1110586&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_27f4f17e&cb=1718615860302&jobListingId=1009196132572&cpc=AC285F3A3ECA6BB0&jrtk=5-yul1-0-1i0inpolhg0nn800-8956dc8d013bd6e3---6NYlbfkN0A_NFuyxsFWJJEJ5G9X78qkzczDuIQVMWzvLe9-yfhVz3ZoHKrsXDt8jgho1jTxKI0iLZx5LgaXbGHN5hwoIoUbT1PvEIxCi85vovy4UuP862XvnxjSFItyB1tLoNqUO65lvVAOxDVjuRmT7UJInV5Hw9vu-Y-pjsZcIM4CjQKhAQ-cbCU_-Vv8kmwoCzL2wTnvWmMA_gFmKqFOHOompmtTqhxokAapGbxGeSDJJ7XdJzbUcUgC-2qh1CJ_QcZaxIUfjtOKcTy3dKYCD5z4UwKSDZIDIlKCNK4saAOlWltTsuaB0j8qXXTxFeUgvuargGC77a5BV0cPEziNLr9IYdpLdeJnoRmuHj6sgP0HM5qnlScAFUTV2i2JhZ2SIrcUZLhkN6V9pxU0blNLpmTh5G7jPmFdUrhbxXgZ9vEojgiMidE1YMUedkXalF-noDCr_ZD7r83XX6OC2-k0Da3scFM1oYGLUlYS7qzH3Qn0swnmG3uweBBHgh2P2-SVmtIxE5eWbimZKQuwKoshAkuyttJ1SlIEpu3aC_ZSBRlp3Q1utPH6Y5blClZ1XF4-93nE_cuBdeF_lzfWVvv3pscHtRNEhtnzEr_3qXo%3D",2.9
160,"Data Scientist","Technocore360
3.0","Texas","$55.00 - $60.00 Per Hour (Employer est.)","2d",,"https://www.glassdoor.com/partner/jobListing.htm?pos=610&ao=1136043&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7f4e67ce&cb=1718615860301&jobListingId=1009323810579&jrtk=5-yul1-0-1i0inpolhg0nn800-cd4a3fc321792506",3
161,"Basketball Data Scientist","Hornets Basketball, LLC
3.5","Charlotte, NC","$66K - $102K (Glassdoor est.)","2d","https://media.glassdoor.com/sql/837031/charlotte-hornets-squarelogo-1448623150566.png","https://www.glassdoor.com/partner/jobListing.htm?pos=611&ao=1136043&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_535e505b&cb=1718615860303&jobListingId=1009323830676&jrtk=5-yul1-0-1i0inpolhg0nn800-3023b0d4f40a8318",3.5
162,"Community Hub Data Analyst","Greater Health Now","Kennewick, WA","$32.00 - $35.00 Per Hour (Employer est.)","3d",,"https://www.glassdoor.com/partner/jobListing.htm?pos=612&ao=1110586&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0a38240e&cb=1718615860304&jobListingId=1009322035999&cpc=334ABAF5D42DC775&jrtk=5-yul1-0-1i0inpolhg0nn800-62888bae4943e762---6NYlbfkN0A0rM9gnmbJv_N2cWrIEoF3hoE16EfoJIV11e5qMEm7IgKJbGsgEqI8VX2G5m-cFsUw-YaBEhcH-IelVecnC8PeM1DbH_mO76ai9IVn4Kb3eM1zgDoPc3LyLnh5COUaN36Eh8jNt5ws7zZoI9Rg-fIeA0HTuRVet4MaNx8DDwAFEDbvvEFAkMxapn5Z3qQbeWoHuIi3ZrSuM44ZzUwtKJtGkQ3uddgGodyx5O5BVVJoMLts_iXJ1YjSCoOM0M76V5aBtnoNTAYW3kGxgHgMgNC4Qb5GpTV3aCUJoPe15JTgGHeMSY9oDoYIJ6Xlv9GB97JVSY7A7JtD-HiyAgmblcWJrDSnlrCzALAUeSSLTA6rnNC1XHx9ZPKGhBoJVRfNaG4PDgK8duQXhPfdFY4mNo35ZkiRYHVo2x5WdDWJTv0tpvZvXQ6lnGLr48A_eGzprXtS9j45h2y6oVKr-IKULV09qa4SrQWTArZqLpJq1fLdo0xJJ7o6rDek4BUjh0uZaSsO6P7PNu5OKEcsNF1tqYnAwr9uyFGofdpztpJOMGFNVu1eKt3867YfRubNKodA-zG2uuJaUBeyaluiwcvXb8rfCxXe3QvlRHh5SQ5wrqAUIw%3D%3D",
163,"Basketball Data Science & Scheduling Lead","the NBA
3.8","New York, NY","$180K - $240K (Employer est.)","5d","https://media.glassdoor.com/sql/2908/nba-squarelogo.png","https://www.glassdoor.com/partner/jobListing.htm?pos=613&ao=1136043&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&cs=1_2ba0f0f2&cb=1718615860302&jobListingId=1009318847533&jrtk=5-yul1-0-1i0inpolhg0nn800-0e8c12605caebe99",3.8
164,"Pharmaceutical Field Sales Representative","Inizio Engage
3.6","Palo Alto, CA",,"13d","https://media.glassdoor.com/sql/8794153/inizio-squarelogo-1686067168894.png","https://www.glassdoor.com/partner/jobListing.htm?pos=614&ao=1110586&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&cs=1_115bb831&cb=1718615860303&jobListingId=1009306728105&cpc=6FC5BA77C9A4CD78&jrtk=5-yul1-0-1i0inpolhg0nn800-bdd00fc9e5b35bbc---6NYlbfkN0Cj5q7ci9j2SncqQ1w4XhRvVZPDzgJIf779KjkIt1WaM_U__ND5VMGC2WtsRVEiVHbZz9cBJBhhR1ERK5uTnR-ngxt3VDBG-JRZN0P_9vxBPDRtWpMoYB_Gxuc1msFk5GjNXlgmfm77pC6wscZ8T98ROYhOpSLZR0CZmCM2ACaZDHmYHaLr1nstTrv2rnektEM40U6XGJvktwIYRSKYOu_B5OFx7Ce0p1td80TuB6AaaAIEcLkxovUGHtYByVRXt6I50a1gGRopLwbsm-5vvj9j41yQyjxX-UUshFwn4uuVvxTanl9LM84gdXoXyDleCZHdMdh1qYjJdbkXIfWuQVmG0Y6YR4JHhHAQ2XXNvRudZ1vmAncudzzCrFYm1WVIuW5EX0MSImpSTxzM6tWXyYLSct5XChbP7ny5PIslz3E_y9Vh6h4HeSrKFIVonlX2OUTAaRQn9Auea2fTutxKWNFn8xHXzV-NNyHTvSa_kjTrbEAhMQmwWX8WP5v8eWdHebKXz3nlsz5CeNpztJ9LB4RDi4ki1A4mF6hN4wPCoTcf57eqS6u_80UIUZT86Vn0aMuf2GsL3r_YE7tvLqD8SVgoLvwiKx8pW9eTm5cKmDwtngagIn_FIbq0z1w2TZa4yTwzEi69hRLtDC_ek3v57BUlrsuiWWyj6qYdcWDVscvV_Te1-X032NGaW2XmOj1NByXUPatskx39URNk038w3i862B7lH6XrCt0e0q7x-NOKYPDYP29UO6lYiQqVNBktZ_U%3D",3.6
165,"Associate, Data Science (Aladdin Engineering)","BlackRock
3.9","New York, NY","$151K - $153K (Employer est.)","2d","https://media.glassdoor.com/sql/9331/blackrock-squarelogo-1548775106070.png","https://www.glassdoor.com/partner/jobListing.htm?pos=615&ao=1136043&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&cs=1_a998979f&cb=1718615860303&jobListingId=1009323483845&jrtk=5-yul1-0-1i0inpolhg0nn800-16004e52be62bea8",3.9
166,"Senior Director, Data Science & AI - Enabling Functions","Genmab
4.3","Princeton, NJ","$116K - $191K (Glassdoor est.)","30d+","https://media.glassdoor.com/sql/13258/genmab-squareLogo-1708954087330.png","https://www.glassdoor.com/partner/jobListing.htm?pos=616&ao=1110586&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&cs=1_8fa39130&cb=1718615860302&jobListingId=1009157429376&cpc=451933188B21919D&jrtk=5-yul1-0-1i0inpolhg0nn800-81c648bc7911f157---6NYlbfkN0BQx87G_5ZGEgw1OAxeAgKjpwQZAHFY8DPB_Q2WSt6G47UfjUxXpKAlslNDIVqiLeX78bcJmhhihqYLh8iEAChN1Fd0YI2UsAY6ZxStd6QfP6oSGIDToQMHLc4RWwZRu0MtvOZV1FpRkSVqgWOC42WLYwFTRwdrmuj5jGo48fbRuZa7XnVCWoBOnDQcVW7RukcgFXA_EEJZYBpLjuurrZn9BZnjPUETTWhreXrOygNAwZ1pCanXbaRYxgIbz6Mh0vWK5C6yVreusnHtxV71aVJRyAqyhKh7QeoRzaoaVvd6ey7C11McqjwvWhYFGojDH9UZJbnwUosTmTMcb7zwGfzEbxyQb2YIWhVG3V0Zb0OZgvkFD43HFY3C_20MiYGeSzPNrFD4k_5AkJgbcHavan32g_a2mfS7pIb2mYCc3enl13I22KlVQY2gRfyVfN9bEQyyUjm70NICmtgDyNeEL9d6sej_qg4A3vu4nXeMlzgIcQYkk_ecQ60OgKu2hrrD3H7NOFOPHkAN682Gz9oxbHFBGDmeuBEmvdXucxkxGW832jaVOmyicFRxCUn6YSlDKEF9TU42NSuwBYn4G9L8_uqpsClMfm_HgQ0%3D",4.3
167,"Data Science Automation Engineer","Realign LLC","Juno Beach, FL","$86K - $117K (Glassdoor est.)","2d",,"https://www.glassdoor.com/partner/jobListing.htm?pos=617&ao=1136043&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&cs=1_28dd699a&cb=1718615860303&jobListingId=1009323644097&jrtk=5-yul1-0-1i0inpolhg0nn800-8fe86e62cf475623",
168,"Engineer, Generative AI","Vagaro
3.5","Pleasanton, CA","$160K - $190K (Employer est.)","30d+","https://media.glassdoor.com/sql/1347050/vagaro-squareLogo-1677699662498.png","https://www.glassdoor.com/partner/jobListing.htm?pos=618&ao=1110586&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3fbbcec8&cb=1718615860304&jobListingId=1009141220146&cpc=654405A9B1E0A9F5&jrtk=5-yul1-0-1i0inpolhg0nn800-a3084fb41e49fce0---6NYlbfkN0DmLzMUg58vpcKEuOsz23xHQTZNvrMlEx10uQb-YrWTgMqY-3s5SNrt7lutRm_SxX7hWqv3TvbgomFUcooYG5iZKaNAa_jrJ2tQaMpbH5tNZF6fYXa6Y3WANSHinNK4jQ6IBxQsS3sb-HXrj55r86VfNVYAeDjBlGLPE9SzSjANyS4VintyR9UITab0vrElqqaN9ShDzWtK2yqkFt0vk4NN-DSy4z1yvqaNMkHJPf2_HmybHnbYg8J8T9YqLs7qCPmJFlOzd2NDk0P4evqsh6Yeyc0e953ey7ySFddQUvEqurKcJQfYsBr0VBXcj6Ws4DW3C6dW0vk21zy0WDw_IfP5U8l2tasincvuiTuNA7f_bpy5Krag_9uUF_d4GbWfGflBGN-iHgdGQ9gt4V8t8_eLmyf7j-yFZAIqMP_qjjeLRBlaXeFmLdNmgG5NKOmSj0c-j5PHQ0CmcyUS4x7d13lm7UkbXGlZv93AT7VbZMplJU9hnAwwINJJLwhV7y2rpOJrp-I9y3OPBZmmFK7hJ5QcPm8i3tsb6BeuhEdhT_L1rcTs_VEKPpnE3JWCzUGBtJS7hnIHBiYIdGpPEBcAOvRHCULxNuETRB243-RCFY7DePxy2_2qXXxux2_uxxeSmeGN-d0h8cRabFuQzcTIuBNk",3.5
169,"SC&O Data Science","Accenture
3.9","Atlanta, GA",,"3d","https://media.glassdoor.com/sql/4138/accenture-squareLogo-1709650590794.png","https://www.glassdoor.com/partner/jobListing.htm?pos=619&ao=1136043&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&cs=1_a22aba62&cb=1718615860302&jobListingId=1009321936388&jrtk=5-yul1-0-1i0inpolhg0nn800-5afd66f4db92cdaa",3.9
170,"Data Science - Optimization","Tiger Analytics
3.9","New Jersey",,"3d","https://media.glassdoor.com/sql/717029/tiger-analytics-squareLogo-1697451066115.png","https://www.glassdoor.com/partner/jobListing.htm?pos=620&ao=1136043&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ed915aeb&cb=1718615860303&jobListingId=1009323039132&jrtk=5-yul1-0-1i0inpolhg0nn800-4dc21341a3159a83",3.9
171,"Patent Engineer / Scientist -Seismic/Physics/Applied Math","Osha Bergman Watanabe & Burton LLP
3.4","Remote","$60K - $100K (Employer est.)","12d","https://media.glassdoor.com/sql/159417/osha-liang-squarelogo.png","https://www.glassdoor.com/partner/jobListing.htm?pos=621&ao=1110586&s=58&guid=00000190257ce282952575522e1c0809&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4e163c5b&cb=1718615860304&jobListingId=1009308618064&cpc=FB7E4A1762AE5BEC&jrtk=5-yul1-0-1i0inpolhg0nn800-f87b34fe191369d9---6NYlbfkN0AqFFPGkSKEI3tr7OgUiYoTHl2ODYyqbTMgVzzwRYUQ8s0n8TWeQtVpWDA93-Z4_NvxKrAJzapiKU-fW2K37-3uY4OVK0t2MLevIUKUlEQLp21hjQSEp1jG_bbfo2bx8hwWFfaRIju5XfRe1IKsaE0-9pGjaD_bN7QGyvOSKFBuAK80SfOgKTv_l62hcRLqaQRDdixxohDX-38hVaFFTPvTqy61bSt0zU19FGi6a0v0ZPAIjYiJCaW4-qU9a8fXWYisoWu17GuBe0aDKfSHXgau820wKgQ1zu27cjPJSEYmV7V4iWxdBcGrwKtfXvgK3M2EuL5trJLLnUdhNrR48KT8c6YIqWnt53a5OdlQuvOqRgRA5f-MLqGBAroBglsj6sgcPX5mqfQTN-8I5pLXvKKezUa3fagweg5LgKJrIz7Fevj9hLSquROxxfSWNxZSPGJ2NCkAR_KaO-LwrT7Hw42hb0lybPRZ5RAROwLnVMNw67ez_3ksrRY3hYZ7CsRBRo8noJVPAzSFitbYtQZAmTQjzHbesO7NgTIpwkMe22ImS9Bn3sKnBci9Fksxm9TA5xQwmWrljlA3qKBRN8l4uCEYXMWBLOWwaMWW9O5_QNMSP3rZWvVFjtuDVQ5CcF9JnrF-siBT0Gc8QUHQen6fEl8t",3.4
