Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year
Westside,TQ,2:02,4,0.949,0.394,9,-12.084,1,0.499,0.324,0,0.123,0.583,107.956,56,1998
I Get Lonely,Janet Jackson featuring Blackstreet,5:17,4,0.774,0.496,7,-8.144,0,0.0498,0.186,0,0.542,0.452,125.137,55,1998
Nobody’s Supposed To Be Here,Deborah Cox,4:22,4,0.662,0.531,8,-5.3,1,0.0361,0.202,0.0000116,0.595,0.399,119.957,55,1998
Romeo And Juliet,Sylk-E. Fyne featuring Chill,6:01,4,0.602,0.574,5,-8.169,1,0.0278,0.437,0.00415,0.0751,0.486,87.318,54,1998
Swing My Way,K. P. & Envyi,4:09,4,0.557,0.865,9,-6.075,0,0.139,0.00323,0,0.106,0.501,139.382,52,1998
The One I Gave My Heart To,Aaliyah,4:30,4,0.702,0.493,7,-7.631,1,0.041,0.399,0,0.112,0.333,125.389,52,1998
Butta Love,Next,4:56,4,0.735,0.441,1,-8.412,0,0.0407,0.0972,0,0.0967,0.591,108.015,50,1998
I Will Come To You,Hanson,4:11,4,0.436,0.723,1,-7.013,1,0.047,0.0858,0.0000424,0.113,0.344,139.764,50,1998
"Money, Power & Respect",The LOX featuring DMX and Lil’ Kim,4:30,4,0.706,0.747,9,-3.901,0,0.286,0.00533,0,0.204,0.505,95.547,50,1998
Nobody Does It Better,Nate Dogg Featuring Warren G,4:34,4,0.736,0.561,0,-8.16,1,0.05,0.446,0,0.128,0.122,92.06,50,1998
I Don’t Ever Want To See You Again,Uncle Sam,5:45,3,0.607,0.497,11,-7.017,1,0.0374,0.38,0,0.0681,0.407,125.951,49,1998
My Little Secret,Xscape,4:28,4,0.814,0.431,8,-9.125,1,0.0936,0.371,0,0.335,0.542,129.957,49,1998
A Song For Mama,Boyz II Men,5:03,4,0.569,0.44,7,-8.948,1,0.0349,0.467,0,0.143,0.148,75.001,48,1998
Turn It Up (REMIX)/FIRE It Up,Busta Rhymes,3:57,4,0.817,0.84,2,-8.598,1,0.0923,0.00511,0.000345,0.288,0.89,104.295,46,1998
Make It Hot,Nicole featuring Missy Elliott and Mocha,4:27,4,0.76,0.458,7,-8.834,1,0.19,0.376,0.000229,0.143,0.581,84.08,45,1998
When The Lights Go Out,Five,3:02,4,0.637,0.843,9,-4.493,0,0.0273,0.223,0,0.352,0.925,98.093,45,1998
All Cried Out,Allure featuring 112,4:35,4,0.613,0.464,1,-8.918,1,0.0241,0.176,0,0.103,0.176,139.802,44,1998
Friend Of Mine,Kelly Price featuring R. Kelly and Ron Isley,6:17,4,0.737,0.366,10,-8.346,0,0.032,0.35,0,0.0707,0.395,109.876,44,1998
Still A G Thang,Snoop Dogg,4:20,4,0.853,0.621,11,-6.196,0,0.334,0.193,0,0.0848,0.531,97.935,43,1998
Body Bumpin’ (YIPPIE-YI-YO),Public Announcement,4:35,4,0.779,0.423,11,-5.238,0,0.038,0.182,0,0.183,0.326,121.962,42,1998
Deja Vu (UPTOWN Baby),Lord Tariq and Peter Gunz,4:44,4,0.577,0.622,1,-7.493,1,0.525,0.0816,0,0.123,0.671,193.285,42,1998
The Mummers’ Dance,Loreena McKennitt,6:07,4,0.548,0.456,0,-11.53,0,0.0289,0.425,0.116,0.0892,0.294,120.274,42,1998
Nice And Slow,Usher,3:44,4,0.712,0.753,5,-6.646,0,0.0392,0.0166,0.000464,0.115,0.678,76.989,41,1998
Sex And Candy,Marcy Playground,4:24,4,0.805,0.38,10,-9.713,0,0.0352,0.322,0.0000133,0.0629,0.653,133.926,41,1998
Looking Through Your Eyes,LeAnn Rimes,4:05,4,0.487,0.271,10,-11.566,1,0.0283,0.618,0,0.16,0.194,80.126,39,1998
You’re Still The One,Shania Twain,2:40,4,0.44,0.0208,2,-29.104,1,0.0498,0.994,0.935,0.0988,0.34,59.926,39,1998
Are You Jimmy Ray?,Jimmy Ray,3:21,4,0.75,0.914,10,-5.707,0,0.0704,0.13,0.0000233,0.392,0.673,99.083,38,1998
Come And Get With Me,Keith Sweat Featuring Snoop Dogg,4:56,4,0.826,0.432,1,-7.445,1,0.227,0.181,0,0.166,0.616,92.686,36,1998
Thinkin’ Bout It,Gerald Levert,6:31,4,0.738,0.659,1,-5.193,1,0.0653,0.0979,0,0.252,0.373,116.485,35,1998
The Arms Of The One Who Loves You,Xscape,4:20,4,0.657,0.456,0,-8.917,1,0.0345,0.311,0,0.0922,0.182,115.4,34,1998
Make ‘EM Say Uhh!,"Master P featuring Fiend, Silkk the Shocker, Mia X and Mystikal",5:05,4,0.7,0.76,6,-5.881,0,0.473,0.0124,0,0.154,0.438,170.297,33,1998
I Got The Hook Up,Master P featuring Sons of Funk,4:16,4,0.608,0.704,11,-5.655,0,0.258,0.0447,0,0.397,0.818,79.302,31,1998
Adia / Angel,Sarah McLachlan,4:10,4,0.354,0.613,3,-6.412,1,0.0353,0.812,0.00000312,0.763,0.322,151.43,25,1998
Are U Still Down / They Don’t Know,Jon B.,4:26,4,0.728,0.526,4,-8.672,0,0.0532,0.0139,0.0000248,0.274,0.429,91.059,14,1998
It’s All About Me,Mýa and Sisqo,3:14,4,0.426,0.937,8,-3.259,1,0.112,0.0534,0,0.108,0.494,156.959,14,1998
How’s It Going To Be,Third Eye Blind,4:04,4,0.691,0.603,0,-10.26,1,0.112,0.0114,0.00000173,0.255,0.615,118.469,3,1998
We’re Not Making Love No More,Dru Hill,4:34,4,0.617,0.59,3,-5.347,0,0.0328,0.597,0,0.0588,0.204,114.018,0,1998
Have You Ever?,Brandy,2:40,4,0.741,0.697,0,-7.028,1,0.0277,0.0664,0.0000228,0.133,0.774,116.109,87,1999
Iris,Goo Goo Dolls,4:49,3,0.315,0.715,11,-8.072,0,0.0362,0.00125,0.00000797,0.0942,0.497,155.925,87,1999
All Night Long,Faith Evans featuring Puff Daddy,3:30,4,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,86,1999
All Star,Smash Mouth,3:52,4,0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782,86,1999
Believe,Cher,3:24,4,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,86,1999
Fortunate,Maxwell,2:20,4,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,85,1999
I Want It That Way,Backstreet Boys,3:33,4,0.689,0.694,6,-5.83,0,0.027,0.257,0,0.148,0.482,99.039,84,1999
No Scrubs,TLC,3:34,4,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,83,1999
You,Jesse Powell,2:37,4,0.728,0.818,9,-5.068,1,0.0329,0.323,0,0.582,0.681,119.706,83,1999
…BABY One More Time,Britney Spears,3:31,4,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,82,1999
If You,Silk,3:48,3,0.609,0.444,7,-9.129,1,0.106,0.603,0.00000686,0.104,0.166,118.402,82,1999
Kiss Me,Sixpence None the Richer,3:28,4,0.526,0.749,3,-6.964,1,0.0283,0.023,0.00000176,0.0692,0.421,99.982,82,1999
Scar Tissue,Red Hot Chili Peppers,3:35,4,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,82,1999
Smooth,Santana featuring Rob Thomas,4:18,4,0.734,0.58,9,-6.619,0,0.0321,0.238,0.0006,0.0298,0.962,119.336,79,1999
Mambo No. 5,Lou Bega,3:40,4,0.622,0.807,5,-6.752,0,0.408,0.103,0,0.306,0.892,174.06,77,1999
Slide,Goo Goo Dolls,3:50,4,0.736,0.795,1,-3.299,0,0.0545,0.498,0.00000121,0.254,0.511,104.066,77,1999
Genie In A Bottle,Christina Aguilera,3:37,4,0.633,0.8,1,-6.945,1,0.166,0.209,0.000123,0.137,0.913,175.716,76,1999
Miami,Will Smith,3:17,4,0.877,0.534,1,-6.178,1,0.15,0.0339,0.0000167,0.0441,0.89,108.17,76,1999
Angel,Sarah McLachlan,3:55,4,0.74,0.766,6,-2.939,1,0.178,0.116,0,0.0406,0.807,170.531,75,1999
Ex-Factor,Lauryn Hill,5:26,4,0.593,0.619,3,-9.003,0,0.0976,0.118,0,0.484,0.668,80.02,75,1999
Livin’ La Vida Loca,Ricky Martin,4:03,4,0.425,0.954,1,-3.756,0,0.0476,0.00414,0,0.0555,0.933,178.043,75,1999
Because Of You,98 Degrees,4:26,4,0.81,0.538,0,-5.783,0,0.0357,0.53,0,0.0951,0.832,109.97,74,1999
Fly Away,Lenny Kravitz,3:41,4,0.587,0.872,7,-5.066,1,0.0484,0.018,0,0.622,0.735,159.925,74,1999
Heartbreaker,Mariah Carey featuring Jay-Z,3:42,3,0.489,0.608,5,-5.329,1,0.0274,0.0143,0,0.193,0.352,148.117,74,1999
I Don’t Want To Miss A Thing,Mark Chesnutt,4:59,4,0.39,0.649,2,-5.163,1,0.0345,0.172,0,0.216,0.144,121.161,74,1999
Hands,Jewel,2:15,4,0.531,0.875,1,-2.766,0,0.126,0.000206,0,0.248,0.752,153.337,73,1999
Every Morning,Sugar Ray,3:39,4,0.833,0.679,8,-4.496,1,0.0365,0.0834,0.00258,0.0769,0.975,109.917,72,1999
Someday,Sugar Ray,3:03,4,0.539,0.521,9,-7.46,1,0.0299,0.00425,0,0.367,0.679,106.035,72,1999
She’s So High,Tal Bachman,3:44,4,0.537,0.84,9,-4.626,1,0.0363,0.2,0.00000215,0.0998,0.211,124.269,71,1999
What It’s Like,Everlast,5:03,4,0.679,0.557,0,-7.423,1,0.0281,0.0904,0.0324,0.0866,0.405,85.152,70,1999
"Bills, Bills, Bills",Destiny’s Child,4:16,4,0.845,0.576,11,-5.15,0,0.153,0.139,0,0.0764,0.461,127.641,69,1999
C’est La Vie,B*Witched,2:40,4,0.889,0.805,9,-3.642,1,0.0808,0.0649,0,0.0684,0.759,142.119,69,1999
Last Kiss,Pearl Jam,6:09,3,0.557,0.362,10,-8.641,1,0.0263,0.443,0.00000357,0.1,0.187,79.573,69,1999
Sometimes,Britney Spears,2:32,4,0.665,0.388,10,-16.208,1,0.0432,0.851,0.806,0.0757,0.882,111.148,69,1999
Back At One,Brian McKnight,4:23,4,0.66,0.347,11,-9.114,1,0.03,0.452,0,0.131,0.256,129.747,68,1999
Happily Ever After,Case,2:31,4,0.688,0.683,5,-6.629,0,0.0932,0.017,0,0.134,0.528,156.087,67,1999
This Kiss,Faith Hill,3:14,4,0.398,0.804,11,-5.559,1,0.0451,0.175,0,0.181,0.709,186.752,67,1999
(YOU Drive Me) Crazy,Britney Spears,3:18,4,0.748,0.939,0,-4.288,0,0.0341,0.0534,0,0.32,0.96,104.001,66,1999
Back That Azz Up,Juvenile featuring Mannie Fresh and Lil Wayne,4:25,4,0.873,0.714,7,-6.664,1,0.129,0.0157,0,0.0968,0.541,95.826,66,1999
If You Had My Love,Jennifer Lopez,4:26,4,0.68,0.625,11,-7,0,0.0353,0.0645,0.0000581,0.109,0.814,94.02,66,1999
Jumper,Third Eye Blind,4:32,4,0.599,0.543,0,-9.226,1,0.0302,0.0129,0.00204,0.291,0.624,91.105,66,1999
My Love Is Your Love,Whitney Houston,4:21,4,0.77,0.475,7,-9.512,1,0.159,0.0561,0.00000472,0.0607,0.473,82.511,66,1999
Save Tonight,Eagle-Eye Cherry,3:59,4,0.547,0.693,0,-8.786,1,0.0353,0.0000924,0.0000546,0.113,0.583,119.567,66,1999
So Anxious,Ginuwine,4:36,4,0.733,0.395,6,-11.959,0,0.0366,0.279,0.00000237,0.468,0.661,96.085,66,1999
Love Like This,Faith Evans,4:35,4,0.767,0.551,0,-7.328,1,0.0616,0.00364,0,0.0451,0.796,100.904,65,1999
Get Gone,Ideal,3:02,4,0.584,0.68,6,-6.781,1,0.0351,0.285,0,0.0901,0.55,146.093,64,1999
Who Dat,JT Money featuring Solé,3:25,4,0.706,0.485,8,-9.671,1,0.331,0.337,0,0.122,0.144,115.414,64,1999
Can I Get A…,Jay-Z featuring Amil and Ja Rule,3:58,4,0.537,0.804,11,-5.491,1,0.0362,0.0181,0.000106,0.0859,0.472,75.991,63,1999
From This Moment On,Shania Twain,3:57,4,0.449,0.538,2,-4.453,1,0.027,0.414,0,0.139,0.229,135.765,63,1999
Lost In You,Garth Brooks as Chris Gaines,4:06,3,0.45,0.465,0,-7.034,1,0.0413,0.3,0,0.132,0.342,103.522,63,1999
Steal My Sunshine,Len,4:25,4,0.412,0.829,4,-11.112,1,0.529,0.394,0,0.108,0.677,191.476,63,1999
That Don’t Impress Me Much,Shania Twain,3:38,4,0.757,0.757,1,-7.599,1,0.0389,0.238,0,0.0476,0.967,124.955,63,1999
Angel Of Mine,Monica,4:10,4,0.592,0.562,10,-6.869,0,0.0239,0.00373,0.0000323,0.223,0.208,90.16,62,1999
I Do (CHERISH You),98 Degrees,3:48,4,0.572,0.433,8,-9.392,1,0.0373,0.655,0,0.213,0.343,80.999,62,1999
Trippin’,Total featuring Missy Elliott,2:55,4,0.47,0.989,7,-3.857,1,0.0632,0.000386,0.00161,0.157,0.446,106.479,62,1999
Bailamos,Enrique Iglesias,3:32,4,0.629,0.885,7,-4.508,1,0.0384,0.0532,0.00252,0.105,0.567,99.881,61,1999
Black Balloon,Goo Goo Dolls,4:09,4,0.339,0.625,1,-8.57,1,0.028,0.057,0.000102,0.229,0.334,104.68,60,1999
Sweet Lady,Tyrese,4:50,4,0.588,0.522,9,-6.254,0,0.0383,0.233,0,0.24,0.584,66.024,60,1999
Unpretty,TLC,4:38,4,0.648,0.622,7,-6.063,1,0.0428,0.00152,0.0000597,0.109,0.51,88.684,60,1999
Where My Girls At?,702,2:46,4,0.705,0.725,4,-7.435,1,0.0506,0.0352,0.0149,0.194,0.76,92.186,60,1999
Summer Girls,LFO,4:17,4,0.814,0.808,7,-5.034,1,0.155,0.161,0,0.0616,0.738,99.816,58,1999
Anywhere,112 featuring Lil Zane,3:29,4,0.475,0.936,5,-2.545,1,0.0413,0.0418,0,0.0873,0.598,151.988,57,1999
Heartbreak Hotel,Whitney Houston featuring Faith Evans and Kelly Price,2:07,4,0.696,0.21,4,-11.922,1,0.067,0.84,0.00000162,0.107,0.717,93.543,57,1999
Lullaby,Shawn Mullins,4:09,4,0.718,0.557,9,-10.679,1,0.0328,0.185,0.707,0.055,0.586,94.095,57,1999
Spend My Life With You,Eric Benét featuring Tamia,4:36,4,0.583,0.435,8,-8.784,1,0.0386,0.434,0.0000549,0.102,0.292,72.01,57,1999
Tell Me It’s Real,K-Ci & JoJo,4:38,4,0.696,0.521,3,-6.635,1,0.0343,0.189,0,0.117,0.552,134.28,57,1999
Faded Pictures,Case featuring Joe,3:49,4,0.705,0.512,1,-7.423,0,0.215,0.126,0.00000186,0.153,0.589,82.018,56,1999
We Can’t Be Friends,Deborah Cox & R.L.,3:42,4,0.582,0.285,5,-8.632,1,0.0352,0.855,0,0.0797,0.362,115.857,56,1999
Back 2 Good,Matchbox 20,5:40,4,0.559,0.504,7,-9.455,1,0.0246,0.106,0,0.13,0.479,89.051,54,1999
These Are The Times,Dru Hill,4:08,4,0.718,0.473,9,-9.278,0,0.0267,0.106,0,0.0964,0.384,109.986,54,1999
I Still Believe,Mariah Carey,3:12,4,0.391,0.721,8,-6.651,1,0.144,0.0134,0,0.128,0.123,85.666,53,1999
Lately,Divine,1:17,4,0.751,0.503,1,-10.419,0,0.0962,0.218,0.00486,0.136,0.17,100.016,53,1999
The Hardest Thing,98 Degrees,4:34,4,0.721,0.498,10,-7.43,1,0.0274,0.182,0,0.0769,0.558,88.007,52,1999
808,Blaque,2:21,4,0.882,0.84,11,-5.205,0,0.204,0.0686,0,0.0996,0.545,124.021,51,1999
Ghetto Cowboy,Mo Thugs,5:25,4,0.692,0.55,0,-8.553,1,0.216,0.00107,0.00662,0.089,0.204,170.266,51,1999
I Need To Know,Marc Anthony,3:47,4,0.813,0.949,3,-2.563,0,0.0336,0.486,0.00000975,0.112,0.792,115.061,51,1999
My Favorite Mistake,Sheryl Crow,4:08,4,0.612,0.769,4,-8.271,0,0.0308,0.005,0.000362,0.329,0.609,104.651,51,1999
(GOD Must Have Spent) A Little More Time On You,‘N Sync,4:01,4,0.375,0.527,10,-8.422,1,0.0507,0.449,0,0.305,0.303,167.242,50,1999
Satisfy You,Puff Daddy featuring R. Kelly,4:46,4,0.764,0.594,6,-10.05,1,0.185,0.591,0,0.145,0.695,87.261,50,1999
All I Have To Give,Backstreet Boys,4:36,4,0.731,0.574,1,-7.114,1,0.029,0.0648,0,0.0675,0.393,95.995,48,1999
Wild Wild West,Will Smith featuring Dru Hill and Kool Moe Dee,4:41,4,0.793,0.395,4,-12.078,0,0.0393,0.416,0.00237,0.0872,0.515,132.889,48,1999
I Will Remember You,Sarah McLachlan,4:51,4,0.606,0.353,9,-11.484,1,0.0315,0.763,0.000578,0.0778,0.179,140.057,47,1999
Jamboree,Naughty by Nature featuring Zhané,3:33,4,0.849,0.635,0,-9.425,1,0.266,0.0344,0,0.082,0.856,92.003,46,1999
Please Remember Me,Tim McGraw,4:56,4,0.465,0.54,1,-7.097,1,0.0277,0.177,0.00000282,0.106,0.234,75.88,44,1999
Take Me There,"Blackstreet featuring Mýa, Mase and Blinky Blink",4:03,3,0.401,0.872,0,-4.91,1,0.117,0.215,0.00104,0.292,0.642,78.443,43,1999
Stay The Same,Joey McIntyre,2:20,4,0.671,0.611,0,-6.431,0,0.283,0.662,0,0.0855,0.591,150.102,42,1999
Give It To You,Jordan Knight,4:49,4,0.83,0.655,7,-7.072,1,0.0544,0.0552,0.00000109,0.0567,0.653,134.869,41,1999
She’s All I Ever Had,Ricky Martin,4:55,4,0.393,0.765,11,-5.924,1,0.0481,0.0172,0,0.227,0.274,81.088,41,1999
Music Of My Heart,‘N Sync and Gloria Estefan,4:31,4,0.375,0.556,11,-7.196,1,0.041,0.4,0,0.0956,0.397,111.827,39,1999
It’s Not Right But It’s Okay,Whitney Houston,4:12,4,0.6,0.819,5,-7.171,0,0.0398,0.215,0.000535,0.084,0.536,123.921,31,1999
No Pigeons,Sporty Thievz Featuring Mr. Woods,3:26,4,0.79,0.656,8,-11.13,0,0.301,0.00913,0,0.131,0.498,95.583,30,1999
I’m Your Angel,R. Kelly and Celine Dion,3:12,4,0.648,0.331,4,-10.952,1,0.0274,0.776,0.000445,0.126,0.507,98.572,28,1999
Taking Everything,Gerald Levert,5:25,4,0.689,0.71,3,-5.395,0,0.0413,0.0886,0,0.107,0.306,113.722,26,1999
What’s It Gonna Be?!,Busta Rhymes featuring Janet,2:41,4,0.71,0.742,9,-4.699,0,0.0339,0.178,0.0000641,0.08,0.504,127.969,26,1999
Almost Doesn’t Count,Brandy,3:38,4,0.682,0.543,0,-7.063,0,0.0454,0.494,0,0.158,0.478,71.582,19,1999
It Ain’t My Fault 1 & 2,Silkk the Shocker Featuring Mystikal,3:30,4,0.743,0.567,4,-12.468,0,0.257,0.196,0,0.228,0.755,90.096,0,1999
