ID,Movie,Year,Genre,RunTime,Description,IMDB_Score
165,Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,"While on a job, Shalimar is injured, she is helped by another feral mutant, Nikki, whom she knew, who was almost chosen for the team. While Shalimar recuperates, she offers to fill in. But ...                See full summary »",6.1
166,Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,The Mutant X team must stop the auction of a highly lethal substance that a number of notorious international terrorists are vying to acquire.,4.9
167,Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,Jesse is forced to reconnect with his former fiancé when the Mutant X team learns that her company is involved in the genetic manipulation of crops.,6
168,Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,The Mutant X team must stop a serial killer who leaves clues to his next victims in the form of puzzles.,5
169,Mutant X,(2001–2004),"Action,Adventure,Drama",42 min,"A New Mutant with the power of invisibility is working against both Eckhart and Adam, despite the fact she was involved with Adam in the past.",6.8
170,Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,The team head into the wilderness to track down a killer beast which is targeting hikers.,6.1
171,Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,Adam's sends them on a mission but doesn't give them much information. They're following a prisoner being transported in a van. Someone stops the van and releases the prisoner. When they ...                See full summary »,6.9
172,X-Men: Evolution,(2000–2003),"Animation,Action,Drama",22 min,Jean is about to confess her love to Scott when Mystique abducts Scott and abandons him in the desert in Mexico.,7.5
173,X-Men: Evolution,(2000–2003),"Animation,Action,Drama",22 min,"It's Christmas time and a mysterious ""angel"" has been sighted in New York City, saving those in need.",7.5
174,X-Men: Evolution,(2000–2003),"Animation,Action,Drama",22 min,"Spyke joins a skateboarding contest sponsored by ""Pow-R 8"" soda.",6.9
175,Mutant X,(2001–2004),"Action,Adventure,Drama",43 min,"Discovering that their teammate Lexa is the subject of a covert experiment that is controlling her, the Mutant X team hunts for the doctor responsible.",5.6
176,X-Men: Evolution,(2000–2003),"Animation,Action,Drama",22 min,"Rogue has nightmares based on memories she absorbed from Mystique, which reveal secrets about both her and Kurt's past.",7.7
177,WandaVision,-2021,"Action,Comedy,Drama",37 min,"In an effort to fit in, Wanda and Vision perform a magic act in their community talent show.",7.8
178,WandaVision,-2021,"Action,Comedy,Drama",33 min,Wanda's pregnancy fritzes her powers as she and Vision prepare for an accelerated delivery.,8.2
179,WandaVision,-2021,"Action,Comedy,Drama",35 min,"Monica Rambeau, tasked with a special assignment regarding sentient weapons, goes missing.",8.9
180,WandaVision,-2021,"Action,Comedy,Drama",42 min,Wanda addresses Vision's worries when he grows suspicious of the neighbors' strange behaviour.,9.1
181,WandaVision,-2021,"Action,Comedy,Drama",38 min,"Disturbances on Halloween separate Wanda from Vision, who looks into anomalous activity in Westview.",8.9
182,Loki,(2021– ),"Action,Adventure,Fantasy",0,a Plot,0
183,Loki,(2021– ),"Action,Adventure,Fantasy",0,a Plot,0
184,Loki,(2021– ),"Action,Adventure,Fantasy",0,a Plot,0
185,Loki,(2021– ),"Action,Adventure,Fantasy",0,a Plot,0
186,Loki,(2021– ),"Action,Adventure,Fantasy",0,a Plot,0
187,Loki,(2021– ),"Action,Adventure,Fantasy",0,a Plot,0
188,Hawkeye,(2021– ),"Action,Adventure,Crime",0,a Plot,0
189,Hawkeye,(2021– ),"Action,Adventure,Crime",0,a Plot,0
190,Hawkeye,(2021– ),"Action,Adventure,Crime",0,a Plot,0
191,Hawkeye,(2021– ),"Action,Adventure,Crime",0,a Plot,0
192,Hawkeye,(2021– ),"Action,Adventure,Crime",0,a Plot,0
193,Hawkeye,(2021– ),"Action,Adventure,Crime",0,a Plot,0
194,Hawkeye,(2021– ),"Action,Adventure,Crime",0,a Plot,0
195,Hawkeye,(2021– ),"Action,Adventure,Crime",0,a Plot,0
196,WWE 24,(2015– ),"Documentary,Sport",57 min,Batista: Dream Chaser Dave Bautista chased his dreams to become a WWE Legend and Hollywood megastar. Now witness Batista's amazing story as WWE 24 cameras capture the raw emotion of The ...                See full summary »,8.7
197,What If...?,(2021– ),"Animation,Action,Adventure",0,What would have happened if Peggy Carter and not Steve Rogers took the super soldier serum at the start of World War II.,0
198,Moon Knight,(2022– ),"Action,Adventure,Drama",0,a Plot,0
199,She-Hulk,(2022– ),"Action,Adventure,Comedy",0,a Plot,0
200,Ms. Marvel,(2021– ),"Action,Adventure,Comedy",0,a Plot,0
201,Moon Knight,(2022– ),"Action,Adventure,Drama",0,a Plot,0
202,Moon Knight,(2022– ),"Action,Adventure,Drama",0,a Plot,0
203,Moon Knight,(2022– ),"Action,Adventure,Drama",0,a Plot,0
204,Moon Knight,(2022– ),"Action,Adventure,Drama",0,a Plot,0
205,Moon Knight,(2022– ),"Action,Adventure,Drama",0,a Plot,0
206,Ms. Marvel,(2021– ),"Action,Adventure,Comedy",0,a Plot,0
207,Ms. Marvel,(2021– ),"Action,Adventure,Comedy",0,a Plot,0
208,Ms. Marvel,(2021– ),"Action,Adventure,Comedy",0,a Plot,0
209,Ms. Marvel,(2021– ),"Action,Adventure,Comedy",0,a Plot,0
210,Ms. Marvel,(2021– ),"Action,Adventure,Comedy",0,a Plot,0
211,She-Hulk,(2022– ),"Action,Adventure,Comedy",0,a Plot,0
212,She-Hulk,(2022– ),"Action,Adventure,Comedy",0,a Plot,0
213,She-Hulk,(2022– ),"Action,Adventure,Comedy",0,a Plot,0
214,She-Hulk,(2022– ),"Action,Adventure,Comedy",0,a Plot,0
215,She-Hulk,(2022– ),"Action,Adventure,Comedy",0,a Plot,0
216,What If...?,(2021– ),"Animation,Action,Adventure",0,a Plot,0
217,What If...?,(2021– ),"Animation,Action,Adventure",0,a Plot,0
218,What If...?,(2021– ),"Animation,Action,Adventure",0,a Plot,0
219,What If...?,(2021– ),"Animation,Action,Adventure",0,a Plot,0
220,What If...?,(2021– ),"Animation,Action,Adventure",0,a Plot,0
221,What If...?,(2021– ),"Animation,Action,Adventure",0,a Plot,0
222,What If...?,(2021– ),"Animation,Action,Adventure",0,a Plot,0
223,What If...?,(2021– ),"Animation,Action,Adventure",0,a Plot,0
224,What If...?,(2021– ),"Animation,Action,Adventure",0,a Plot,0
225,Secret Invasion,,"Action,Adventure,Drama",0,a Plot,0
226,Secret Invasion,,"Action,Adventure,Drama",0,a Plot,0
227,Marvel Studios: Legends,(2021– ),"Action,Fantasy,Sci-Fi",7 min,Marvel Studios LEGENDS explores Wanda Maximoff's growth and the unique bond shaping her destiny.,7.7
228,Marvel Studios: Legends,(2021– ),"Action,Fantasy,Sci-Fi",7 min,"Marvel Studios LEGENDS explores Vision's quest for humanity and love, capped by selfless sacrifice.",7.6
229,WandaVision,-2021,"Action,Comedy,Drama",38 min,"Monica plots her return, Wanda navigates unsettling complications, and Vision forms a new alliance.",8.5
230,WandaVision,-2021,"Action,Comedy,Drama",47 min,Wanda embarks on a troubling journey revisiting her past for insight into her present and future.,9
231,WandaVision,-2021,"Action,Comedy,Drama",50 min,Wanda battles Agatha and Vision fights his S.W.O.R.D. counterpart as Hayward launches an attack on Westview.,8.4
232,Ironheart,,"Action,Adventure,Drama",0,a Plot,0
233,Armor Wars,,"Action,Adventure,Drama",0,a Plot,0
234,I Am Groot,,"Action,Adventure,Comedy",0,a Plot,0
235,She-Hulk,(2022– ),"Action,Adventure,Comedy",0,a Plot,0
236,She-Hulk,(2022– ),"Action,Adventure,Comedy",0,a Plot,0
237,She-Hulk,(2022– ),"Action,Adventure,Comedy",0,a Plot,0
238,She-Hulk,(2022– ),"Action,Adventure,Comedy",0,a Plot,0
239,Secret Invasion,,"Action,Adventure,Drama",0,a Plot,0
240,Secret Invasion,,"Action,Adventure,Drama",0,a Plot,0
241,Secret Invasion,,"Action,Adventure,Drama",0,a Plot,0
242,Secret Invasion,,"Action,Adventure,Drama",0,a Plot,0
243,The Talk,(2010– ),Talk-Show,38 min,"Actor Randall Park (""WandaVision"" and ""Fresh Off the Boat""); actor Aldis Hodge (""One Night in Miami"");",0
244,The Drew Barrymore Show,(2020– ),Talk-Show,44 min,"""Wandavision"" star Kat Dennings will stops by to be chat. In an all-new Love Bug segment, ""The Real"" host and author of, ""I am Living In 2 Homes,"" Garcelle Beauvais will helps answer some ...                See full summary »",0
245,Marvel Studios: Legends,(2021– ),"Action,Fantasy,Sci-Fi",7 min,"Revisit Sam's journey to becoming The Falcon, and his eventual partnering with The Winter Soldier.",7.5
246,Marvel Studios: Legends,(2021– ),"Action,Fantasy,Sci-Fi",8 min,"Relive how Bucky Barnes was twisted into the ultimate assassin, and finally redeemed.",7.7
247,Marvel Studios: Assembled,(2021– ),Documentary,58 min,"Join Elizabeth Olsen, Paul Bettany and more, to go behind the scenes of the groundbreaking series 'WandaVision'.",8.5
248,Marvel Studios: Assembled,(2021– ),Documentary,62 min,"Everything you need to know about the making of this hard hitting, high-flying series.",8.1
249,Marvel Studios: Legends,(2021– ),"Action,Fantasy,Sci-Fi",5 min,LEGENDS retraces Zemo's diabolical scheme to incite a war amongst the Avengers themselves.,7.5
250,Marvel Studios: Legends,(2021– ),"Action,Fantasy,Sci-Fi",5 min,"LEGENDS recounts how Agent Sharon Carter risked all for Steve Rogers, doing what she knew was right.",7.4
251,Marvel Studios: Assembled,(2021– ),Documentary,0,a Plot,0
252,Marvel Studios: Assembled,(2021– ),Documentary,0,a Plot,0
253,Marvel Studios: Assembled,(2021– ),Documentary,0,a Plot,0
254,Marvel Studios: Legends,(2021– ),"Action,Fantasy,Sci-Fi",0,a Plot,0
255,Ironheart,,"Action,Adventure,Drama",0,a Plot,0
256,Ironheart,,"Action,Adventure,Drama",0,a Plot,0
257,Ironheart,,"Action,Adventure,Drama",0,a Plot,0
258,Ironheart,,"Action,Adventure,Drama",0,a Plot,0
259,Ironheart,,"Action,Adventure,Drama",0,a Plot,0
260,Jessica Jones,(2015–2019),"Action,Crime,Drama",52 min,"Jessica Jones is hired to find an NYU student athlete who's vanished, but it turns out to be more than a simple missing persons case.",8
261,Luke Cage,(2016–2018),"Action,Crime,Drama",55 min,"With tension building in the streets of Harlem thanks to ruthless club owner Cottonmouth, Luke finds it increasingly difficult to live a quiet life.",7.7
262,Luke Cage,(2016–2018),"Action,Crime,Drama",59 min,"Luke is pulled deeper into the fight for his neighborhood when, as a favor to an old friend, he tries to help a kid who's in trouble with Cottonmouth.",8.2
263,Luke Cage,(2016–2018),"Action,Crime,Drama",57 min,"In the aftermath of a chaotic event at a favorite Harlem hangout, Luke heeds the call to action and hits Cottonmouth where he'll feel it most.",8.3
264,Luke Cage,(2016–2018),"Action,Crime,Drama",53 min,"As he rescues a victim of Cottonmouth's vengeance, Luke remembers his earlier life and the conspiracy that led to his superhuman strength.",8.4
265,Luke Cage,(2016–2018),"Action,Crime,Drama",52 min,"Cottonmouth strikes back at Luke by taking his vengeance out on the people of Harlem, while detective Knight and Scarfe face an unexpected threat.",7.9
266,Luke Cage,(2016–2018),"Action,Crime,Drama",54 min,"After Cottonmouth and Scarfe's bloody clash, Luke realizes that saving the community may turn former allies into enemies, and enemies into allies.",8
267,Luke Cage,(2016–2018),"Action,Crime,Drama",52 min,"Mariah's political career comes under fire, and Cottonmouth picks up information that could put Luke on the run.",8.4
268,Luke Cage,(2016–2018),"Action,Crime,Drama",49 min,"Mariah campaigns to turn the city and the police against Luke, and not even Misty or Claire may be able to save him.",8
269,Luke Cage,(2016–2018),"Action,Crime,Drama",66 min,"With Luke wounded and on the run, Misty faces a soul-searching interrogation. Mariah's rise to power takes a dark turn.",7.8
270,Luke Cage,(2016–2018),"Action,Crime,Drama",48 min,"Luke gets closer to the truth about Reva and her part in his fate, while Mariah wrestles with morality of her new role. Misty hunts for Luke.",7.9
